,opto_stim,wheel_velocity,nose,paw_l,paw_r,tongue_end_l,tongue_end_r,motion_energy_body,motion_energy_left,motion_energy_right,pupil_diameter,score,acronym
26,0.00462282226263977,0.007064452647774555,0.009016695809401676,0.010977866917749823,0.012534372438114283,0.013469378879836902,0.014271741101383628,0.015009262236883592,0.015699774506396036,0.015900604509477945,0.015901153545743396,0.015901153545743396,ORBm2/3
28,0.00775856746381709,0.013169671918894399,0.018812923156537487,0.022680961244627706,0.02510128021652336,0.02736502707339694,0.02935361794831559,0.03160250445503787,0.03287512138110482,0.03368917321494691,0.0344716054713865,0.0344716054713865,ORBm2/3
33,0.003489724776425729,0.0065454956374476625,0.00903633771743817,0.011508328310240068,0.013643414563306533,0.015622062972343254,0.01718005323991012,0.01812654344574538,0.018680952258515293,0.020694654606053686,0.021105750127446088,0.021105750127445533,ORBm2/3
40,0.003384065598390662,0.005129909408039701,0.006685789275289067,0.009661249211008194,0.011584549673488098,0.013280906228444356,0.014625769564539426,0.016475420769928695,0.017469274949776348,0.017638818597822903,0.01765087060281101,0.01765087060281101,ORBm2/3
43,0.006141995997833383,0.01216776354234883,0.01568915432728768,0.01796058630333852,0.020203784938669034,0.022561896505955192,0.02422555354348921,0.025625657665062307,0.026616730498365326,0.02740886847937818,0.027709924104263983,0.027709924104263983,ORBm2/3
44,0.015463910718127472,0.02452157032823543,0.0263689021509097,0.02798655440041664,0.029297137266520612,0.03013654220281059,0.030943304559236995,0.03173578944352651,0.03254729105126164,0.033459358412385676,0.03390705079991885,0.03390705079991507,ORBm2/3
45,0.08350751433002257,0.08851955993467342,0.09521634594947359,0.10296589746138385,0.11050335349386631,0.11587317236704098,0.1197324143245968,0.12276608549248746,0.125668160620365,0.12793388904813752,0.1288127800366331,0.12881278003663332,ORBm2/3
47,0.0035713846828189233,0.011131851032361029,0.016806418722019933,0.020939003617396534,0.02440144119493093,0.027283060391815828,0.029602713613588016,0.03131049066240277,0.032945430226974826,0.03432709872895501,0.03442687862608551,0.03442687862608551,ORBm2/3
52,0.004202037266757053,0.006979556107312157,0.010050006805218614,0.013497914096254338,0.015709142226489448,0.017323738049035198,0.018770557233711238,0.020200915166177058,0.021518210060853193,0.022080566542549307,0.02247491451036676,0.022474914510355548,ORBm2/3
53,0.03203874567218201,0.04197408500350841,0.0509888426203049,0.05591660633939388,0.060428121131539614,0.06430773788150979,0.06785146219392868,0.07141894670801696,0.07267304742409919,0.0761395220746125,0.07625129210946613,0.07625129210946568,ORBm5
56,0.033184080453867115,0.036340343358290284,0.03953552878168953,0.043603584213903535,0.05292307607816471,0.05605159242249824,0.05817219741450075,0.06036771979996314,0.062234260714845946,0.06401906183340833,0.06508870895960839,0.06508870895960384,ORBm5
65,0.004330296619131979,0.006950000447808913,0.009549342243041714,0.011243376251094062,0.0136595688325305,0.014812659271406181,0.015903681810753634,0.01679405321593397,0.017383291248934896,0.017706918161434215,0.017779099373529506,0.017779099373529506,ORBm5
76,0.0027814344631805765,0.00583789723297945,0.009612765197331119,0.01159341455286278,0.013158575431723274,0.01490814568243759,0.01634035999065786,0.01778978088989791,0.01912330468036616,0.020336074295796536,0.020483475315381194,0.020483475315381194,ORBm5
78,0.007288701883062743,0.010454375400981264,0.01308470587533439,0.015208424223877248,0.017149997782838433,0.01918340890714365,0.020821745625463794,0.022143448016208267,0.023399738228939926,0.024755249178519345,0.024755319407929854,0.024755319407929854,ORBm5
80,0.04757936962090481,0.052658866730034504,0.05758143334844479,0.061745795468582165,0.06632157058014365,0.06821258969565058,0.07001149633854176,0.0718019656538822,0.07312535537607401,0.07438441709161003,0.07443405246899903,0.07443405246899903,ORBm5
82,0.0048911862023530706,0.00836206414676488,0.012523830477319642,0.01616566841660738,0.018631048125772653,0.02089663249235507,0.022998126051186563,0.024416436029057298,0.025440834720083072,0.026055644411810186,0.026056932588625736,0.026056932588625736,ORBm5
83,0.0086652831790488,0.01173966814649019,0.01458068227020426,0.016670279053954573,0.01964514325761435,0.020864577312454946,0.02201593305497551,0.02352060288049629,0.02448737208860774,0.02528648668922373,0.025974889558560865,0.025974889558546987,ORBm5
84,0.00849910174978541,0.013418730409710977,0.019018016878710853,0.022241112343586278,0.028510319372626824,0.03197494486736796,0.03502239175901456,0.03876529802435302,0.04113245350079364,0.04248747712818213,0.043074166041239814,0.043074166041239814,ORBm5
85,0.02421924209070858,0.028114737552432212,0.03144391638710664,0.03352916865302724,0.03450358545437626,0.035730867178921266,0.03681066666543453,0.03736572035530039,0.03785532991508345,0.03808537980341464,0.0382516967001747,0.0382516967001747,ORBm5
86,0.003988651676341326,0.007409363622283283,0.010378888208428472,0.013285370609495417,0.015761456932911755,0.01747352591050544,0.019067090181908553,0.020254059394384738,0.02105134378167961,0.021790486909021745,0.022404789191983188,0.022404789191959873,ORBm5
88,0.006374856088766423,0.009693792760823716,0.011474151231608998,0.013733881046773533,0.016151255930138886,0.017572358351858663,0.018690393964641894,0.019719638636815917,0.020602704949198802,0.021366235237449627,0.02181685507996267,0.021816855079940356,ORBm5
91,0.012250498981349889,0.014859780254465327,0.017254129316655153,0.019570872516685656,0.02191594614030823,0.023718350433148294,0.024832711691477605,0.025812264977736255,0.02651981054052266,0.02718740921402152,0.02725525325945677,0.027255253259450885,ORBm5
94,0.002640043521638713,0.0051247516069790056,0.00794684525371303,0.011287675111976703,0.012746805294094554,0.01410235186495068,0.015244649414846378,0.0162810528766143,0.016848347432635635,0.017335799463286117,0.019495618946146487,0.01949561894613905,ORBm5
96,0.027383911151946494,0.03555887008634562,0.041869659736840315,0.044643940606459265,0.0471584358368351,0.04898698396943579,0.05102394467241289,0.052438104846593725,0.05379947855955647,0.05450649798643048,0.055153171461293615,0.05515317146129872,ORBm5
99,0.03512676210811305,0.04000729041992579,0.04503917690963988,0.04917885161693958,0.05287947477730681,0.05584379407504669,0.05797658985540066,0.06016343252378431,0.061985368073779856,0.06366109080447757,0.06451399025747029,0.06451399025746696,ORBm5
101,0.07644593465667893,0.09253037741841164,0.10636695335977842,0.11777682045706994,0.1258560928569148,0.13304359422636292,0.13947261264887234,0.14287133819265585,0.14561363368988323,0.14810475349898045,0.14841678267072844,0.14841678267072844,ORBm5
102,0.01664374713544947,0.021938072199404912,0.02573790660759001,0.028931955082387883,0.031001099270113186,0.03295265780612622,0.035298837619634704,0.03667146446320391,0.0378655399670883,0.03865200364517085,0.038652106076419224,0.038652106076419224,ORBm5
113,0.02146046764256171,0.03113305271270428,0.03761582017722931,0.044476182915493157,0.05069276950130175,0.053997317721262594,0.057090332669099575,0.058224322440320386,0.05911498814298555,0.05993044375888146,0.06054727933401094,0.06054727933401982,ORBm5
114,0.0021284487684416487,0.004945469488038201,0.007416445472692712,0.009588624433585324,0.012699099993930929,0.01496793350673431,0.01638875880627333,0.01836365167983256,0.01932113139764524,0.0200836629540615,0.0207729358709009,0.02077293587089213,ORBm5
117,0.017481504691142624,0.024695579275362034,0.0288008931268825,0.03347501847906065,0.03812498039108014,0.04326704459932318,0.0461120438645537,0.0483478494703119,0.05048653038092499,0.052060886424730946,0.05216644755347177,0.05216644755347177,ORBm5
118,0.005711612105831487,0.010251620264199679,0.01526705055230737,0.020821896914250293,0.024876528950807608,0.029954803468399627,0.03308060018698722,0.03485238415508707,0.03673718300835083,0.03833134555850737,0.03878070148790058,0.03878070148781998,ORBm5
120,0.013264687169197154,0.019933273628965242,0.026124280727842564,0.028306629570216346,0.030121670560212088,0.03269946241188415,0.0349499575767821,0.037529051575272976,0.039701138953424864,0.0409039592385021,0.04147480956308425,0.0414748095630767,ORBm5
125,0.0020149643085271007,0.003990854657082488,0.006868408605687937,0.008852703657277972,0.010232159922995199,0.01111569364160303,0.012229469266086812,0.012592139258184032,0.012759014199154373,0.012878987580178802,0.01293169593013821,0.012931695930138876,ORBm5
128,0.007651879970571929,0.012028970230929636,0.01631318902702128,0.019267637219259393,0.0210632095060026,0.022195168804254428,0.023629603002495392,0.024607698546256107,0.025217961200222128,0.025749755790607898,0.025816062999788447,0.025816062999788447,ORBm5
132,0.013158856781583128,0.022253561161926783,0.02734272356280487,0.031042851028786345,0.03395691850212412,0.03649566685074468,0.03896215603275133,0.04089998647400761,0.04250060004590661,0.044021161425402355,0.04403068123592413,0.04403068123592413,ORBm5
136,0.0050272455814166506,0.010721083168107493,0.014855726777530998,0.01826556115330924,0.02097607100591037,0.024043032042645462,0.026448539948164762,0.02895738268226833,0.031399239920800404,0.03266595293087815,0.03272265173807731,0.03272265173814204,ORBm5
137,0.10443320729457062,0.1308733998746897,0.1424874380480884,0.15077812039418292,0.15648141943343996,0.1624038193883961,0.16721472150771366,0.17159374466093746,0.17448275692432735,0.17719060559012656,0.17719834176991733,0.17719834176991733,ORBm5
