,opto_stim,wheel_velocity,nose,paw_l,paw_r,tongue_end_l,tongue_end_r,score,acronym
258,0.026690435350717356,0.038248084652081515,0.04919746898804811,0.05688103972261016,0.06048309380627992,0.06266904947918928,0.06296298888858454,0.06296298888858454,LD
262,0.022912295952158268,0.03605820663960446,0.04642131281484119,0.053983980955176314,0.05979446337914274,0.06156978002872082,0.06198956285381152,0.06198956285381152,LD
263,0.07120967409419565,0.10872204555949427,0.12354139187067836,0.13545433510322913,0.14218699292211345,0.1456058754739017,0.14615585026737454,0.14615585026737454,LD
285,0.016268980470167338,0.024975186461582366,0.02868467500725025,0.03211407966857971,0.03428029172227043,0.03584080266048384,0.037207363186575915,0.037207363186575915,LD
286,0.013610590487502683,0.020941794546360137,0.027990839595296912,0.03226646190384175,0.03545246136883429,0.037495714327291596,0.03968570302183416,0.03968570302183416,LD
291,0.041564929829443376,0.06330131828842656,0.07318862492284173,0.08314466362137551,0.09104056635558833,0.09599660682706856,0.09765306253015105,0.09765306253015105,LD
308,0.01076528175380509,0.01808585253855699,0.023395146786303833,0.0274851123403117,0.030852721803235283,0.03401884164766256,0.03479550338094495,0.03479550338094495,LD
309,0.017118022290262158,0.03390413820779892,0.0441698616841294,0.05099653912239899,0.05887549541292114,0.06334334478289827,0.06626996647265548,0.06626996647265548,LD
322,0.02014425979642387,0.03177798791388642,0.039027399194336065,0.04492666931167821,0.051631515927401006,0.05406268862324082,0.05427689733213592,0.05427689733213592,LD
329,0.019853832771732804,0.03416223271954755,0.04378318117643387,0.05331940302360805,0.05839544114944273,0.06122406316153162,0.06230056922897664,0.06230056922897664,LD
340,0.053426821335881836,0.06901018986464658,0.08096948318808883,0.08778178229944211,0.09233898281625574,0.09502818617676889,0.09623323446784449,0.09623323446784449,LD
344,0.027825026439893485,0.04020711309632874,0.04919167226325516,0.05851232454218658,0.06467784661685883,0.06690791716003763,0.0681518260072621,0.0681518260072621,LD
347,0.04591076853334153,0.061830934035082885,0.07381544310661736,0.08108757120274557,0.08260881385907382,0.08341801726316855,0.08403731549021631,0.08403731549021631,LD
349,0.036852579689264475,0.06357931916280435,0.0757479357197074,0.07867108198742201,0.0814688549450111,0.08341235303875294,0.08477926247092804,0.08477926247092804,LD
359,0.02311193757031138,0.03506937361755336,0.04460787079824069,0.04987949128949576,0.054932671585104065,0.059646013566981404,0.06061142372880002,0.06061142372880002,LD
388,0.025712399494821625,0.03803010648032257,0.044073349528046535,0.049014793178841276,0.05226272694231959,0.0541784423736974,0.05474531694378504,0.05474531694378504,LD
390,0.04866568420500639,0.06108195056026566,0.0708824374650211,0.0790211402792067,0.08365422595313354,0.08516450613645721,0.08610489039888192,0.08610489039888192,LD
400,0.01056305673115443,0.016001184846364813,0.02046220175476654,0.023895509500820422,0.02655848549488271,0.029115302963314438,0.03013121689346865,0.03013121689346865,LD
412,0.017780227806484028,0.025403345924182807,0.03159202365545666,0.03650546981847824,0.03808401737914635,0.0389740063819507,0.03960224032663895,0.03960224032663895,LD
413,0.034361617966232716,0.038439755431018297,0.042165193492931685,0.045685959620241245,0.049143026500901854,0.05216030262133331,0.05350238105629734,0.05350238105629734,LD
475,0.021691150763722966,0.035573631747893075,0.046549051489993776,0.05049366136251898,0.05406110985343249,0.05596137066616058,0.057141764231804504,0.057141764231804504,CA3
521,0.008541618858497357,0.014576793938124943,0.019414827200814222,0.022328994569250193,0.02504766213075238,0.02700526584656926,0.0276687313335493,0.0276687313335493,CA1
525,0.01483104443374128,0.021591363865686053,0.02626285472294887,0.028791980178770937,0.029597058843024104,0.030156666877239835,0.030234465930333854,0.030234465930333854,CA1
541,0.00479177717694057,0.007555722140428767,0.009878155440866121,0.010804341287508623,0.011666767045805604,0.012202660660965092,0.012516013836635476,0.012516013836635476,CA1
546,0.0315257427132396,0.041975053910062066,0.04910211645382445,0.05272056301080652,0.054718129795413906,0.05650217409311076,0.057656156726582974,0.057656156726582974,CA1
550,0.018296473329798224,0.026089059599799458,0.02905102140018123,0.030497633267568602,0.03182494320903673,0.03290848813648317,0.03380468178926532,0.03380468178926532,CA1
562,0.014326328930922227,0.01845581081323211,0.02243018737274971,0.024699210667884164,0.026169385831645187,0.027157797160252906,0.027182211621973873,0.027182211621973873,CA1
575,0.008168604871979679,0.011366798250707189,0.013590219037618922,0.01553719179176627,0.016295305359685486,0.01687254013019912,0.01735208083057016,0.01735208083057016,CA1
579,0.006777059130107732,0.013975708079600246,0.0191276927642543,0.019574189822367694,0.01971744021682542,0.019798426179690742,0.019804502453011352,0.019804502453011352,CA1
600,0.02762117955812382,0.03712397416657909,0.043849750601531956,0.05175716023094079,0.054577112406580364,0.05717455990714049,0.058125347934809946,0.058125347934809946,ccb
635,0.022876640548810445,0.03108725378569488,0.03376221661792389,0.03606829631825348,0.03813429815237057,0.039566036387984616,0.03992711590925113,0.03992711590925113,SSp-tr6b
638,0.01116620001953783,0.016900931198835956,0.019386491463831423,0.021524298185289226,0.02305457575443315,0.023853111355261247,0.024292662664232467,0.0242926626642318,SSp-tr6b
639,0.011349589649190084,0.014482038462674152,0.016497348549276314,0.018637092071233097,0.020312135543051113,0.02117874835321132,0.021890019365034652,0.021890019365034652,SSp-tr6b
640,0.004621095097511185,0.007691924716307974,0.010676295781811507,0.01266273323682654,0.014236795953178505,0.01568733007170664,0.01664187706058884,0.01664187706058884,SSp-tr6b
651,0.14639316323888785,0.1619723580857032,0.17263906938811424,0.18180507124549616,0.18437741021610277,0.18526318927626706,0.1854755328257116,0.1854755328257116,SSp-tr6a
657,0.016788784773882348,0.020548132600853752,0.022395654442122548,0.02378733860098825,0.02465917973340015,0.02525049310200389,0.025332327336364258,0.025332327336364258,SSp-tr6a
671,0.11862021583631199,0.16271593168075205,0.16848689874946154,0.17189824042715873,0.17448916892467736,0.1760329877835286,0.17676175867978172,0.17676175867978172,SSp-tr6a
673,0.0054474080287112425,0.008179837376845245,0.009981010014077585,0.011813185111769653,0.013526659475277536,0.014831649972089522,0.015758499129136738,0.015758499129136738,VISa5
688,0.0339325599215724,0.043046009338215785,0.05072488896220573,0.05403312892743917,0.05669313063028547,0.05921508771591577,0.06171123732536887,0.06171123732536887,VISa5
689,0.015297094674866174,0.02019711226878329,0.023701381105802555,0.026959129767629264,0.029424773326339637,0.03243348058612028,0.03446823678670996,0.03446823678670996,VISa5
692,0.05350863367377823,0.06617575766218076,0.07167445618698898,0.07673435235614146,0.07853784441461342,0.07966550669066719,0.08033465568455822,0.08033465568455822,VISa5
697,0.014870194275845017,0.023713885073431085,0.03167390229040701,0.03495522704265919,0.03762752775671552,0.040336577980460864,0.04052238718559653,0.04052238718559653,VISa5
703,0.011745008260544587,0.018363725747566617,0.022139064137196796,0.024757714181576573,0.026434633067027535,0.027371408325307045,0.02763972106430901,0.02763972106430901,VISa5
711,0.004873026922059376,0.007305830712539985,0.009339218867699173,0.010966364025965292,0.011971904806412081,0.012588205981551304,0.012806463693748826,0.012806463693748826,VISa5
714,0.043408701875847444,0.06493562545429754,0.07457392098109972,0.0818246982758688,0.08724203649486184,0.09003025693206357,0.09113437599603758,0.09113437599603758,VISa5
716,0.0038528632417453856,0.006631699119283185,0.008819949697059348,0.01086417647826865,0.012818147301499438,0.014345984865620998,0.014542211755421586,0.014542211755421586,VISa5
718,0.012545628945514031,0.02056560735522983,0.025330152300981235,0.029872556550547547,0.03266286833275145,0.03450055047528988,0.035222512945040196,0.035222512945040196,VISa5
720,0.006931775886370173,0.010154866010877228,0.012836888468914953,0.015433493508481444,0.016838191863363217,0.017360331726077205,0.017435739226431712,0.017435739226431712,VISa5
722,0.029791067186513587,0.04046033742450228,0.04218955372270605,0.04354505357179417,0.04477745440349146,0.0449475367472949,0.04497356316904222,0.04497356316904222,VISa5
729,0.007835716802712889,0.013671188280128144,0.016761381765384442,0.018428290428051275,0.020052340053728912,0.02111636175828535,0.022136701618267862,0.022136701618267862,VISa5
730,0.0052689013187727785,0.008394780384774925,0.010097385300502637,0.011722002623444472,0.012736400319412033,0.013340794701921843,0.013394102016882514,0.013394102016882514,VISa5
732,0.015450702624017265,0.0186894757077245,0.021745341966155296,0.023261941380126383,0.023806695746913964,0.024284894948030877,0.024367180546023937,0.024367180546023937,VISa5
738,0.03126294400078877,0.04692915097169381,0.05104626115773181,0.056522101031772465,0.05847875870508745,0.060058641453512696,0.060215180760449516,0.060215180760449516,VISa5
741,0.011557200380647004,0.020437844542530614,0.027079429652893117,0.03212816580097777,0.03598132573625512,0.03949045266091611,0.040450631535012715,0.040450631535012715,VISa5
745,0.01482039735623486,0.02279018438710112,0.027765797137552672,0.03185049139249496,0.03421289985591314,0.03616028974711738,0.03652858919481705,0.03652858919481705,VISa4
759,0.005654661275071748,0.00816280449082496,0.010453260003597475,0.011450356777810478,0.012236879876991957,0.012960211577083158,0.012969830074554323,0.012969830074554323,VISa4
763,0.023685211661073846,0.02918452676932104,0.03307791121197501,0.03560070451505415,0.03685138722075043,0.03775863962465986,0.038354796781898015,0.0383547967818989,VISa4
764,0.03803958485720649,0.05728557961505043,0.0727679466385972,0.07995225307229292,0.08243633656341265,0.08305871928786779,0.08361177234058159,0.08361177234058159,VISa4
782,0.003717480265424733,0.005233834484053457,0.006469346717062341,0.00745483550182624,0.007830045220648896,0.007975425723652174,0.008011797296818224,0.008011797296818002,VISa2/3
830,0.024601894308534655,0.03579103806035744,0.04166652851047725,0.04448600196406893,0.04708266685172802,0.04854802077581877,0.04896301642617562,0.048963016426175954,LD
855,0.022803429106081574,0.030720086588308937,0.038999395128559766,0.04437523981692637,0.04902964439044488,0.049870840444049214,0.050676322964033904,0.05067632296403457,LD
870,0.002261476545187935,0.003432323121879799,0.00467012682064083,0.0057555275225662506,0.006386984865633605,0.006535438661733894,0.006559239079986456,0.006559239079986456,CA1
883,0.010371600707406503,0.014882752090217277,0.01759917725209159,0.01958571279146637,0.020906356548302196,0.022112804359245564,0.022343800221868104,0.022343800221868104,SSp-tr6b
886,0.008587732429703898,0.01407495731320696,0.018441434259425793,0.022310425301741987,0.024403826847368526,0.025493892843040156,0.02564573306979001,0.02564573306979001,VISa5
887,0.004394951498745248,0.007362946162670081,0.008732852258797608,0.009764798890002702,0.010577277787455985,0.01115903315629696,0.011438677904737071,0.01143867790473696,VISa5
899,0.011469488010994122,0.015396441301518848,0.01759336331295358,0.019194185004826836,0.01956588708074325,0.019703555681742868,0.019761124712628364,0.019761124712628364,VISa4
900,0.02223674478884885,0.03226724512334167,0.04235729932656729,0.047449511891913265,0.0485541353833574,0.04923568899201203,0.04957009749536734,0.04957009749536678,VISa4
911,0.009439951332890328,0.01428866377064597,0.019123354614368093,0.021612609155070683,0.022580055894142026,0.023049154925413262,0.023190246245376467,0.023190246245378132,CA3
