,opto_stim,wheel_velocity,nose,paw_l,paw_r,tongue_end_l,tongue_end_r,motion_energy_body,motion_energy_left,motion_energy_right,pupil_diameter,score,acronym
11,0.009023035196846774,0.014768860085520696,0.019267401752026347,0.022609268944489003,0.02499027069049764,0.02815383732558341,0.03000474546835663,0.03000576320303472,0.030005763203024394,0.030005763203031166,0.03000576320302195,0.03000576320302195,TTd
15,0.13404235060773462,0.16146103427512726,0.17410379319468805,0.18268319073454198,0.18777441906989412,0.19126135877925776,0.19268776573598945,0.19431929887631016,0.1943192988763146,0.19431929887631416,0.1943192988763156,0.1943192988763156,TTd
20,0.009924005661837376,0.015970827816088717,0.021727658030860186,0.0276768651491347,0.031131880737820472,0.03249286380829264,0.03377271354764977,0.033840233531259645,0.03384023353123622,0.033840233531255204,0.03384023353124643,0.03384023353124643,DP
24,0.007881987017376746,0.012963811054704455,0.017167857259484554,0.021518629960256774,0.02470644221066809,0.027687020315949717,0.02999615191184568,0.03099719012823232,0.0309971901282301,0.030997190128229435,0.03099719012823554,0.03099719012823554,DP
27,0.011246070313208123,0.017338248346211227,0.021075235570405693,0.02420754881293663,0.027168180201427305,0.02937733439651291,0.03272452392756975,0.03364918003527373,0.03364918003527673,0.033649180035278725,0.03364918003527961,0.03364918003527961,DP
30,0.005190848713592544,0.00865421395580912,0.011790262032554066,0.015077627628123147,0.017782447057051343,0.0198922514104799,0.02186663346973139,0.022107234495363448,0.022107234495371775,0.02210723449537122,0.022107234495368333,0.022107234495368333,DP
31,0.0809699009635414,0.10324120443978357,0.10811161797939528,0.11221391247687229,0.11562892651097223,0.11778768815408047,0.1196722214104593,0.12081175493061658,0.12081175493062102,0.12081175493061824,0.12081175493061713,0.12081175493061713,DP
40,0.008145870137205025,0.01316224597109128,0.018193568024971074,0.023058955977867113,0.027015471280363523,0.03121353310824304,0.03342516104147519,0.0346919502136811,0.034691950213680545,0.034691950213679434,0.034691950213676215,0.034691950213676215,DP
44,0.08792563403864118,0.10943379971191736,0.11706924997916157,0.12445411289777053,0.12934130985817616,0.1327276704204965,0.13501639523787667,0.13931766900899856,0.13931766900899,0.13931766900900489,0.13931766900897935,0.13931766900897935,DP
48,0.019277226955630167,0.025788307756553164,0.03160306046040828,0.03677487765836729,0.03964735527225027,0.04233507963757288,0.045498871184095235,0.04592145246133572,0.04592145246133883,0.04592145246133594,0.04592145246134005,0.04592145246134005,DP
49,0.008247209883202822,0.01585631705445112,0.022899598439298896,0.028460585679940142,0.03358760743059419,0.03642308642504655,0.04127729293959004,0.042928034027857276,0.04292803402786127,0.04292803402785872,0.042928034027857276,0.042928034027857276,DP
50,0.0076435412419848525,0.011708400046586243,0.01429925182700753,0.016291899076955496,0.019803685103669588,0.021363634441048163,0.02251340227838583,0.023297807428407924,0.02329780742839671,0.023297807428408368,0.023297807428399486,0.023297807428399486,DP
53,0.04522253298537737,0.05320813995961238,0.05970306142726345,0.06316300571684885,0.06711748573063425,0.07009663037552571,0.0785054962142715,0.08047134075261864,0.0804713407526173,0.08047134075261297,0.08047134075261964,0.08047134075261964,DP
59,0.005554122869716016,0.011382369397105796,0.01499869164066836,0.017977373998562585,0.020842971760428264,0.0225431569960457,0.02423482734473348,0.02434426145502644,0.024344261455023664,0.024344261455024552,0.024344261455030214,0.024344261455030214,ORBm1
63,0.005042840200745857,0.012791090061905819,0.016760751857068823,0.019957793313323258,0.02258470466844431,0.025275052270572362,0.02760277830919411,0.030640539582373005,0.030640539582372006,0.03064053958237012,0.030640539582372894,0.030640539582372894,ORBm1
74,0.007451529334468576,0.010423618020394043,0.013371248538617708,0.016113095858682258,0.019375478462618,0.02202545587036664,0.024145821740236495,0.0242919956469293,0.024291995646934628,0.024291995646927744,0.024291995646932074,0.024291995646932074,ORBm2/3
77,0.009456775935578698,0.019711909423576368,0.02701796581376925,0.031074563208465134,0.0378484052343212,0.043638509332292075,0.046601531993482936,0.04668600411489221,0.04668600411489576,0.04668600411488888,0.046686004114890434,0.046686004114890434,ORBm2/3
80,0.0098805694024664,0.017149191607966463,0.021169949925894382,0.024532791051299907,0.02855181519217065,0.03190533646181437,0.03616045355008968,0.03616702016283835,0.036167020162834795,0.03616702016284845,0.03616702016284579,0.03616702016284579,ORBm2/3
81,0.003564891971694628,0.007706363473836686,0.010930776619219706,0.013102019437146173,0.014913362638521832,0.01916410389844303,0.02100037005950639,0.02230018569558956,0.02230018569557013,0.022300185695584007,0.02230018569558878,0.02230018569558878,ORBm2/3
82,0.005544892332921547,0.008682371652539489,0.011593243722510693,0.014585452762956197,0.016171536863034963,0.018586215992056343,0.02000130014760182,0.02006950403071539,0.020069504030718388,0.020069504030719276,0.020069504030715835,0.020069504030715835,ORBm2/3
97,0.006921528566816826,0.012389255817700118,0.018709491048528037,0.023145139810232807,0.026251415235569953,0.02884043640614764,0.03076132807947507,0.03147266030878915,0.03147266030879026,0.031472660308787925,0.0314726603087806,0.0314726603087806,ORBm2/3
100,0.008984214362152243,0.015255704415247373,0.021812370587927066,0.02607647169235572,0.030567003999599773,0.03551189420334655,0.03663981282769313,0.03697138449687476,0.03697138449687587,0.036971384496881754,0.03697138449688775,0.03697138449688775,ORBm2/3
103,0.004959240672202769,0.009166285998659873,0.013532396762275689,0.016455157705910772,0.019194366786587036,0.022084770219781835,0.02390930063818386,0.024163931060342647,0.024163931060349086,0.024163931060344757,0.024163931060349753,0.024163931060349753,ORBm2/3
105,0.01085377680220423,0.014772975688052248,0.0178720988563007,0.021431148766105967,0.02383323577253338,0.026257511379415788,0.027763772283364574,0.027789849183344262,0.02778984918334937,0.027789849183342707,0.02778984918334093,0.02778984918334093,ORBm2/3
107,0.018713841989394187,0.029167289343149383,0.033354149389503096,0.038357346271629233,0.041807585961864735,0.042887580225479116,0.04389369157193612,0.04399944694165758,0.043999446941657805,0.0439994469416648,0.0439994469416598,0.0439994469416598,ORBm2/3
109,0.011153956612933835,0.018016070042652155,0.024104484553617134,0.029118901445736256,0.03419473366199233,0.03743309962628161,0.040512103999046256,0.041503493591781626,0.04150349359178218,0.04150349359178718,0.04150349359179273,0.04150349359179273,ORBm5
113,0.05929622321410177,0.07030409616657096,0.07658016042820148,0.07962157891248012,0.08267208533988135,0.0847371236103962,0.08728272487781064,0.08808614891605193,0.08808614891605271,0.08808614891605726,0.08808614891606137,0.08808614891606137,ORBm5
115,0.004774359516565241,0.008621416310988894,0.011880509128079142,0.014928430542018867,0.01854994591075987,0.021241674160650814,0.025159285861405922,0.027237653977631893,0.027237653977626453,0.027237653977634446,0.027237653977627452,0.027237653977627452,ORBm5
120,0.006205267847166129,0.010513510256566883,0.012708362061036427,0.01889855789223993,0.02077225437395669,0.022630477085804235,0.023685680248119345,0.024135720875711586,0.024135720875712363,0.024135720875712363,0.024135720875707367,0.024135720875707367,ORBm5
121,0.009919146821793512,0.018876107271299403,0.025754823006997274,0.03153296188404375,0.035086303488445214,0.03952630306566296,0.043621942781860046,0.04612107300452539,0.04612107300452406,0.046121073004525504,0.046121073004523616,0.046121073004523616,ORBm5
125,0.007282189584921439,0.014651610883376076,0.019788398053949052,0.023294752601133784,0.02739914581853975,0.03180160552362199,0.034637596376367985,0.036992489036160925,0.03699248903616448,0.036992489036152265,0.03699248903615371,0.03699248903615371,ORBm5
129,0.007364082738114397,0.011604821516402741,0.015789805314534,0.01985083886793504,0.023436495952045555,0.025896291845148967,0.027869901303372857,0.02802205894678611,0.028022058946785666,0.028022058946784778,0.028022058946786776,0.028022058946786776,ORBm5
132,0.008157730327332025,0.01358323618438817,0.017809745370127916,0.020376484746443158,0.02309386830343152,0.025442713561768637,0.02733203190961342,0.028205765916399783,0.028205765916390457,0.02820576591639712,0.028205765916392345,0.028205765916392345,ORBm5
133,0.010362325800846173,0.014857418784989473,0.018555101910154526,0.023045851759667668,0.026169970599417947,0.029248921230803138,0.030119230606897363,0.030121610280708033,0.030121610280707922,0.030121610280705258,0.030121610280712918,0.030121610280712918,ORBm5
134,0.006024265025118769,0.011937996479608137,0.015290745012613849,0.018165405928736056,0.021007610115322928,0.027770515591566514,0.029966502761112235,0.03036795506454215,0.030367955064504848,0.030367955064525498,0.030367955064529828,0.030367955064529828,ORBm5
137,0.011677792276450827,0.014304423338316163,0.01765505281382751,0.01980208481612189,0.021929514621997215,0.023855449637338322,0.02533920253679045,0.02645883382221592,0.026458833822209926,0.026458833822213923,0.026458833822199046,0.026458833822199046,ORBm5
143,0.016784767889555297,0.02818930085923288,0.03724772763535755,0.04461424440960993,0.05587667150920972,0.0621678945143358,0.06460540931916381,0.06511919338989858,0.06511919338989458,0.06511919338988603,0.06511919338988104,0.06511919338988104,ORBm5
144,0.00772902906942885,0.016575928293504072,0.023381135922058705,0.028425973368304658,0.03246256000374337,0.03572246232796095,0.03759263086186959,0.03770236639419966,0.03770236639419822,0.037702366394197884,0.03770236639419566,0.03770236639419566,ORBm5
146,0.0027698337628879743,0.007012938597901752,0.010006160808148867,0.012095008189001555,0.014501073291308897,0.015831471699210176,0.01679906287777244,0.016801648992088025,0.0168016489920918,0.016801648992086582,0.016801648992087248,0.016801648992087248,ORBm5
149,0.03559060370425737,0.0495246546641418,0.05628638004534947,0.05993258706600402,0.06310397322944639,0.06603923492525177,0.06793038577113031,0.06883409907864801,0.06883409907864468,0.06883409907864713,0.0688340990786438,0.0688340990786438,ORBm5
150,0.017850320542414644,0.02318518661821689,0.028606916455556464,0.031679098259608574,0.03495389407376559,0.03774700610990511,0.040712403119492535,0.040840381922011226,0.040840381922003566,0.040840381922010005,0.04084038192201278,0.04084038192201278,ORBm5
152,0.00845828594876108,0.012755377559091952,0.018569763335170797,0.022367652344311706,0.02559937646639099,0.02736443444664871,0.031414095580611145,0.032049102484005165,0.03204910248400894,0.03204910248400428,0.032049102484005276,0.032049102484005276,ORBm5
154,0.007432715000402101,0.01251591759394688,0.017044476678736875,0.020766003035497027,0.0228064503031018,0.024340894979002714,0.026052558378965696,0.027092555741506374,0.02709255574150149,0.027092555741502378,0.027092555741499713,0.027092555741499713,ORBm5
157,0.008233327753893183,0.01196851160077983,0.014490141758209174,0.017553211658495327,0.01969862855893756,0.02136265328402087,0.022942266528020117,0.02308293263590866,0.0230829326359121,0.023082932635901554,0.02308293263590533,0.02308293263590533,ORBm5
158,0.019161712610313075,0.031219460339553695,0.042301544046731254,0.051263254835450356,0.0577753012703468,0.06055130971302569,0.06282822047224945,0.06460129685437555,0.06460129685437888,0.06460129685437022,0.06460129685437421,0.06460129685437421,ORBm5
161,0.0035837843603695463,0.007662989866798031,0.010954212396415253,0.014232383437974061,0.01566022798037059,0.016871433405393543,0.01903277347901222,0.019472626448774122,0.019472626448779118,0.019472626448781227,0.019472626448780006,0.019472626448780006,ILA5
164,0.00729802987785777,0.01213149761895116,0.015990476128790343,0.019232509111741458,0.02212874610246729,0.02458069844913202,0.026126764835130323,0.02700956258568743,0.027009562585678215,0.027009562585677216,0.027009562585685765,0.027009562585685765,ORBm5
165,0.01188866215441331,0.01871117134243927,0.022787598668394526,0.026745452439019823,0.02966014789932625,0.031923983937810374,0.03393112226530903,0.033954654097187564,0.03395465409719445,0.03395465409718079,0.03395465409719778,0.03395465409719778,ORBm5
166,0.008349758787697836,0.011648718038720474,0.015253104764468617,0.017925669570202696,0.01970052375790876,0.021872307729900675,0.023212137782599118,0.023316294364506218,0.023316294364487344,0.023316294364492562,0.02331629436449767,0.02331629436449767,ORBm5
167,0.01726880359357641,0.025165683530070315,0.033795664107121426,0.038358580359257766,0.042207290585320356,0.045899711847826596,0.04799382005810904,0.048129700981701884,0.048129700981701995,0.04812970098170333,0.048129700981700996,0.048129700981700996,ORBm5
168,0.0149620783234935,0.022394231635490147,0.028304652240761508,0.03328326324481801,0.03811065516486667,0.041285184311380396,0.04301468817666354,0.043587029434147384,0.0435870294341435,0.043587029434139724,0.043587029434134505,0.043587029434134505,ORBm5
171,0.009720660261452019,0.013352008112386349,0.01941831145298001,0.022366468914803983,0.02589516424356275,0.028073824347325638,0.029847025908011804,0.031300269893209665,0.03130026989318868,0.031300269893214994,0.03130026989319867,0.03130026989319867,ILA5
173,0.012021440848596798,0.015969036907043432,0.019271894313059645,0.02112369551998461,0.02317301176966413,0.02468857762972132,0.02587151061822901,0.025945598558555605,0.025945598558548055,0.025945598558551608,0.02594559855855627,0.02594559855855627,ILA5
174,0.021402206102624333,0.03576928330106188,0.044683314338495705,0.052702862686623386,0.06242976387548971,0.06484536766856708,0.0684576511682905,0.06931991751758992,0.06931991751760813,0.06931991751759992,0.06931991751759814,0.06931991751759814,ILA5
176,0.010796662534840018,0.019708614677637515,0.02689782762878945,0.032826866626633366,0.03399060331611836,0.03550035164715226,0.036285150324490756,0.036292257859531385,0.03629225785952461,0.03629225785953072,0.036292257859535826,0.036292257859535826,ILA5
