,opto_stim,wheel_velocity,nose,paw_l,paw_r,tongue_end_l,tongue_end_r,motion_energy_body,motion_energy_left,motion_energy_right,pupil_diameter,score,acronym
11,0.008256175382165054,0.01387570257959958,0.018380782725974654,0.020740943834837378,0.02178286672632146,0.022682444963770476,0.02316127887635766,0.023791010575572757,0.023791010575575755,0.023791010575569538,0.02379101057556987,0.02379101057556987,ORBm2/3
12,0.03466410218321647,0.06401720343502271,0.07146823750554798,0.08036487475284249,0.08542090943767655,0.08846746998890698,0.09125780591024435,0.09142600653728228,0.09142600653719857,0.09142600653724353,0.09142600653727717,0.09142600653727717,ORBm2/3
14,0.010581439009592297,0.014013829847771664,0.017165769136237352,0.02029907099203787,0.023289269773676624,0.0253625043397544,0.026538644146038792,0.027409793460264176,0.027409793460261955,0.027409793460263954,0.027409793460257403,0.027409793460257403,ORBm2/3
20,0.013030432639688727,0.016938409365270246,0.021264568523379324,0.026292285515861602,0.03014082124293327,0.03329284675184574,0.03433772023895876,0.03468015159882909,0.03468015159883431,0.03468015159883031,0.03468015159882731,0.03468015159882731,ORBm2/3
33,0.08104510345635041,0.14651522980156606,0.15325791432381675,0.15667327429790623,0.16097597847322698,0.16336687147465723,0.16538212384483597,0.16587008027534555,0.16587008027534178,0.16587008027533234,0.16587008027535222,0.16587008027535222,ORBm2/3
35,0.02349623831849057,0.030182260210722123,0.03643327825618925,0.042351279155701915,0.04813465843089004,0.05015102600741028,0.05178143436651861,0.051843640178835804,0.051843640178836026,0.05184364017883314,0.051843640178810824,0.051843640178810824,ORBm2/3
36,0.004985436962275491,0.012229343960729389,0.017444759154829903,0.02114126186877663,0.023994201560452733,0.025343721617281934,0.025853977155920305,0.025907393914538335,0.025907393914549326,0.02590739391455521,0.02590739391453234,0.02590739391453234,ORBm2/3
40,0.004623638642966554,0.012344674952455947,0.015765784291968843,0.01744073004443314,0.018706648500951717,0.019791802785814272,0.020095342382822068,0.020141951997621144,0.020141951997632357,0.020141951997630914,0.02014195199762725,0.02014195199762725,ORBm2/3
42,0.004864692771906265,0.01036252130025861,0.012797908258946444,0.01569445946742576,0.017903759598597246,0.019597061460617904,0.020882393844762426,0.0215111563681456,0.021511156368148154,0.021511156368148265,0.021511156368148154,0.021511156368148154,ORBm5
51,0.0063694671135163805,0.012295788001550512,0.020235975763059355,0.023927838905929644,0.026153969953910505,0.027448747134478868,0.0287648586189162,0.029523452992079036,0.029523452992099464,0.029523452992118893,0.029523452992112342,0.029523452992112342,ILA5
56,0.030068584767149353,0.05249550829008687,0.06367451603004726,0.07352954106323861,0.07992180348857925,0.08369109362977412,0.08499494242537375,0.08670478337785803,0.08670478337783938,0.08670478337785181,0.08670478337784104,0.08670478337784104,ILA5
59,0.01689785743587313,0.024023653488181695,0.029070034901077624,0.033894198591917335,0.03948873795407637,0.04195370488874017,0.04277545024082696,0.042874534067507075,0.042874534067530945,0.042874534067535386,0.042874534067550374,0.042874534067550374,ILA5
67,0.003111299421712843,0.006396179035180305,0.009279151143371078,0.011984980859898187,0.014829333416169654,0.016989627354264236,0.019394236753630723,0.019426770236420365,0.01942677023642181,0.019426770236425583,0.019426770236420587,0.019426770236420587,ILA5
69,0.0050946613555094,0.011127602091769329,0.017331797776278357,0.021337622881568485,0.024876445458001162,0.03448989931988111,0.03719364186958951,0.03985771660844406,0.03985771660844084,0.03985771660843984,0.03985771660844417,0.03985771660844417,ILA5
70,0.005058947950920323,0.01065482305805232,0.015087485276583212,0.016887764389488358,0.018590950013286034,0.028030392231411128,0.029651889722887903,0.030071686634643657,0.030071686634643102,0.030071686634633665,0.030071686634625228,0.030071686634625228,ILA5
72,0.0051901520767294596,0.01034467654130733,0.016324761423091916,0.020442400636893843,0.024347420671330444,0.026939151102521985,0.027653858468986714,0.02767595556459579,0.02767595556464686,0.02767595556465119,0.027675955564644195,0.027675955564644195,ILA5
75,0.005859032021257815,0.010333482086993251,0.014814832050898286,0.01937532953283294,0.02176754369605116,0.02315159318331228,0.025037868815922515,0.02623716197051651,0.02623716197052417,0.026237161970512735,0.026237161970519618,0.026237161970519618,ORBm5
