,opto_stim,wheel_velocity,nose,paw_l,paw_r,tongue_end_l,tongue_end_r,motion_energy_body,motion_energy_left,motion_energy_right,pupil_diameter,score,acronym
2,0.006323039075871395,0.010561308730412056,0.014092551996301883,0.015979586407257718,0.017699661421258117,0.01926849762217442,0.02071424115874032,0.022140682082715357,0.02333208006140919,0.025204859348022746,0.026744807685466387,0.02674480767385856,VPMpc
5,0.006972224876919064,0.012152202596253048,0.01636912552940306,0.020076087521568753,0.024148043520287765,0.027216486072436985,0.029087460114613384,0.03081316182489069,0.032197733750050306,0.033577100473974,0.03361445780892125,0.03361445780892125,VPMpc
11,0.00668739150664821,0.010608980511935151,0.013118931252352417,0.016017054083810267,0.018037825341369995,0.01981432146220896,0.021761797463318078,0.023334834604397447,0.024688663797762245,0.025537621334497662,0.026313388831789575,0.02631338883181411,VPMpc
12,0.009017228043759484,0.016127363754699253,0.020960023955203022,0.023634099226474414,0.026023645312254318,0.02824294868578292,0.030062062488147356,0.031567660441264356,0.03387811444924016,0.03661068344905416,0.03778183177672323,0.037781831777786934,VPMpc
18,0.014689710145660118,0.019668812878345543,0.02362115588257563,0.027302341152027565,0.03141728883667794,0.034753982032437736,0.03767488411916098,0.0403689654393824,0.042472025790258994,0.043935971950577635,0.04414806636224222,0.04414806636224222,VPMpc
21,0.03557970769763785,0.04015663424741556,0.044923538733778634,0.048466273379942915,0.05121810621773837,0.05403710504437964,0.05685707732648937,0.05895698047025688,0.06086339945476982,0.06187585456852507,0.061886120644313536,0.061886120644313536,VPMpc
24,0.038170867030814515,0.046347987535031665,0.05048510202256695,0.05422834099524909,0.057443503691342546,0.061590130686282496,0.0645273398077929,0.06584263305857718,0.06688673512530618,0.07001533863201437,0.07043327592229043,0.07043327592229043,VPMpc
25,0.008300865576151062,0.011566108386308449,0.014548081557584913,0.017269845747177492,0.019372552868384352,0.021536970833590963,0.023331428379019248,0.02508048533015661,0.026490337430350452,0.02836012304430291,0.028476216451075675,0.028476216451075675,VPMpc
27,0.006287613570256645,0.012212639835968098,0.014474012620878662,0.01659183233446271,0.020052793222361087,0.023219168684944558,0.025272939651204696,0.027254804969760293,0.028904938997519114,0.03052556288091801,0.03057756288354363,0.03057756288354363,VPMpc
32,0.00980079129578737,0.017909074074068165,0.024582427387321526,0.028368677396264252,0.03173329047382556,0.034430005371948846,0.03640264555892214,0.03799482377025987,0.03916976598687805,0.03981298368850228,0.03999434874945851,0.03999434874945851,VPMpc
34,0.018251156812448488,0.023929656794695386,0.028339742267036727,0.03276521121469689,0.036729330489424394,0.03960346854775387,0.041689501440458465,0.04330261022043702,0.04428503258566674,0.046188961878747437,0.04795124540930529,0.04795124541654716,VPMpc
36,0.02394468853463283,0.03204485045026206,0.038900289428031476,0.042802035911291725,0.04596565384765783,0.04941956254858959,0.05179494410130148,0.05395089546577092,0.05545397239417904,0.05712734927304941,0.05850118743444377,0.05850118743444377,PO
37,0.005384933385403579,0.009080596172700517,0.011964803501845145,0.014643174879514498,0.016844550565213612,0.020090228646126862,0.02220005134852676,0.023364181045564703,0.024542976171592068,0.025627326731502476,0.025749344066970492,0.02574934406617757,PO
38,0.02168032884748894,0.0273637963326695,0.033614939454337134,0.03786785322757902,0.042299256909942184,0.045934686551842296,0.04901701685071258,0.05105956971841763,0.058957859854719796,0.06024886972680299,0.06025246421542274,0.06025246421545971,PO
40,0.003383722037696768,0.006989206349376942,0.00952535333177118,0.011550473681144036,0.013296851123324016,0.014924625373344602,0.015667725588456083,0.016710482143797334,0.017434824721805686,0.01783062911829103,0.01784370193823359,0.017843701938203393,PO
46,0.0038980204838731103,0.007858274447084979,0.010237488207023415,0.012204122577943566,0.013853977109378413,0.014891728456371989,0.01587793221271183,0.016983034861970614,0.01798249989431444,0.01892831996059008,0.019020150488318177,0.019020150488318177,PO
54,0.0061860382088592125,0.009826786821492739,0.01385746135749466,0.016872738456090497,0.018713320711333248,0.020696858812573327,0.02267328132339974,0.02406720885501079,0.02542603973406432,0.026459739125211268,0.030777745583928207,0.030777745583934535,PO
57,0.016948621123969887,0.02021852056728657,0.0230738450415926,0.027589662506791734,0.031045746078619874,0.03276973037655306,0.03453051546715313,0.036348264625784554,0.03782474938003377,0.03876379105263883,0.038823441548762494,0.0388234415487092,PO
67,0.002919733045029016,0.0055500883185286565,0.007527539140840034,0.009368997123417211,0.01095199999945451,0.012115794201488561,0.013107721239042913,0.014028326069909447,0.01481368007427819,0.015296516594056175,0.016600434904318173,0.016600434903902173,PO
70,0.0025873067179764675,0.004879712806067804,0.007743304282990859,0.010331526392695523,0.012096600912206212,0.014134320204470696,0.015846488393473024,0.01737642498553016,0.018838216760796223,0.020268842764185724,0.020645807588623222,0.020645807588623222,PO
72,0.004195002644673207,0.007778277707393921,0.01192804246069612,0.015166498902605685,0.018372149252464998,0.020393820922175343,0.02225106936489718,0.023412018413522362,0.028361244577903455,0.02948250347348802,0.030572062312560377,0.030572062312560377,PO
77,0.010706917300563834,0.01372653092656273,0.016593693467898296,0.018772540418817485,0.022998355503031087,0.024858429849425212,0.028197894362592457,0.03009283251688799,0.032929395735208256,0.03444025327973921,0.03468666216978733,0.03468666216978733,PO
81,0.008484595552620045,0.012083753456933133,0.015939686301809752,0.018826152656800432,0.02150273873580366,0.02332319265983329,0.02515208231889987,0.027005376949449822,0.02853374429132982,0.03005677726084177,0.031343296085067474,0.03134329608516373,PO
