,neuron_id,motSVD_dim0,motSVD_dim1,motSVD_dim2,motSVD_dim3,motSVD_dim4,opto_boxcar,opto_offset,opto_onset,paw_motion,pupil_diameter,score,acronym,subject,date,pid
10,40,0.0013326106602716825,0.00021612556025019103,0.00012510379749508527,0.00033562154420352375,0.0008029902414132817,4.827433577814233e-05,0.00043635398867447606,0.00016264361933504556,9.265530166169267e-05,0.00021177408871553283,0.0037641531377986537,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
11,42,0.0003217449656460758,0.0002122379125334417,0.0004641951810534506,0.0005869555315104469,0.00036644567992116794,1.0263709407931643e-06,0.0008846947803008431,0.0003534585421048897,0.00028436157518729743,0.0008579085370972184,0.004333029076295625,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
12,43,0.0044151376346222015,0.001938548223295422,0.0005291248503622725,0.0049638387466360845,0.01957470863776556,4.8995209297131304e-05,0.0015048794335391635,8.07766580435132e-06,0.020691211495223016,0.0006943500864335928,0.054368871982978795,ENTl2,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
13,45,0.0007471259522494611,0.0008500079415217909,0.0021776437365473855,0.000526941938226777,0.0004883547134161281,5.105920530756869e-05,0.0010505120648119926,0.0006693576299280357,0.000421129399516329,0.0071358601441818825,0.014117992725707351,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
14,47,0.0006451859221497935,0.0008130154030274728,0.006060623401051846,0.0029496526765590003,0.01394778708211708,7.33254214162482e-05,0.0032627546921538686,0.0011397702652958808,0.0022363698270341237,0.0007797436889275255,0.03190822837973284,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
15,48,0.0004511597135909984,0.0015834651723686255,0.0002605221672544733,0.0009961488635912286,0.0005215930488465803,3.675193438301694e-05,0.002279145093148638,0.0013144050479402258,0.0012975220772384333,0.008254987974127825,0.016995701092490045,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
16,53,0.0009723787018910413,0.000322337282068097,0.0003237252726405737,0.0007445976805046106,5.77421342481399e-05,1.510866878895456e-05,0.0022761805314859274,0.0005408533376315416,0.00011212789617931485,0.004161081453958437,0.009526132959396638,ENTl3,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
17,54,0.0003514971479353646,0.0027029260040685177,0.0003396852329310418,0.0003313284797780147,0.00028650347478820226,1.2102225190879778e-06,0.00016175786317595975,0.000796687326572898,0.001555029386543727,0.004001717214062284,0.010528342352375097,ENTl3,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
18,57,0.0011864956563569784,0.0008200341001906031,0.0003370313088840726,0.00022803726002273983,0.00018875860242995035,2.1850919781130074e-05,0.004753772761956876,0.005112879262379799,0.00045393320222042455,0.013227055499610785,0.02632984857383347,ENTl3,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
19,59,0.0018610882354931357,0.002858506909249603,0.0020538677641287473,0.000493710508851497,0.001145544636862228,0.000237718968184919,0.0008801688521932194,0.00322421512975124,0.0012243306283146183,0.0028276509335002364,0.016806802566529333,ENTl3,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
20,60,0.0022753162720369202,3.208645515462294e-05,9.168431826800383e-05,0.002102563280683256,0.006152829635837742,1.755544122838959e-05,0.00011779642568610083,0.000557490399953009,0.0017926409894121198,0.002663161039105355,0.01580312425736552,ENTl3,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
21,63,0.0005746296140727303,0.0005980432115604284,0.0005335808456560232,0.0002847188544941037,0.0004655956850940779,0.0002205328934595796,0.0011521570528227887,0.002354503961210286,0.0005295854954521229,0.0005703123927373044,0.007283660006559667,ENTl3,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
22,65,0.00019279129505922477,0.00035542683077893766,0.0008879431762144341,0.00034607873619152407,0.0002535959895901829,7.766164847755608e-05,0.00027621001642541554,0.0014902422142980543,0.00017072981924981523,0.0007221833979121906,0.004772863124197446,ENTl3,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
23,69,0.004770157798438368,5.413854747993163e-05,0.00035866757555391704,0.00015234123509189068,0.0005270925530557191,9.672562842411025e-05,0.002107653587290037,0.0008670249575273292,0.00017067972478468363,0.0015052537205129113,0.010609735328158898,ENTl5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
24,72,0.00026805328445012044,9.456869277890689e-05,0.0001220271250425009,0.00010550928800567849,8.197400702558699e-05,0.0001171513796168755,0.00023756385277096115,0.0006342175268639894,2.1182475225423048e-05,0.0013817295161130394,0.003063977147893082,ENTl5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
25,73,0.005757655059476452,0.017120386680698485,0.006333542386756652,0.0006431852418846695,0.0021977499629307617,4.75965595170269e-06,0.008223885934386166,0.002030541529663865,0.0022230705322310307,0.0021453911580413543,0.04668016814202125,ENTl5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
26,75,0.0004577363894582298,2.7264398155479874e-05,0.0002985442494077839,0.00024093258911461746,4.9361991032448316e-06,0.00022460682728242531,0.00041838123515225423,0.0007354656043928598,0.00017262285976349379,0.0016943833054803292,0.004274873657310718,ENTl5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
27,76,0.016177048024758944,8.00413293510216e-05,0.00038723389450545653,0.0011690900233548573,0.00010092745235512623,1.1236961995120254e-05,0.0024903932802029516,0.00018283097291316164,0.00019437986445802746,0.0020348867220235656,0.022828068525918233,ENTl5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
28,81,0.0002672130839311837,7.651116016471615e-05,0.00011855723604170532,0.0001346559596462349,8.771266290952262e-05,0.00013864658008877484,0.0007225772554859677,0.000600224958016593,1.6057266179037022e-05,0.0013027217556215165,0.003464877918085252,ENTl5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
29,84,0.006127221429227725,0.0001923823477638642,7.185297507539268e-06,0.0013434528439579818,0.00042838015147339537,2.0209051525110766e-05,0.00015332831740211272,0.00038536852776172026,0.0001453587280917379,0.0009681277983099035,0.009771014493020869,PERI5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
30,85,0.0006564994039538474,0.0018747732480156598,0.0005471819882266749,0.0002517040596867748,0.0005761287018589689,8.136589177920595e-05,0.0006655103775682347,0.00015892691308783125,0.0005568613037910675,0.007312137819780351,0.012681089707748616,ENTl5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
31,86,0.0025936094932148546,0.008986157657002058,0.0015988777727283798,2.515102475642017e-05,0.0004239255272177056,3.583695364473005e-05,0.0015215061908132599,0.0028293334578992635,0.0008654817002040627,0.0009113307157581074,0.019791210493238842,ECT5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
32,91,0.008562104024811279,0.004523242874472477,0.00031004225195496726,0.0017717113789527117,0.000354650429708947,0.0003039878505087801,0.0019217146312613398,0.0004348418298110168,0.00018324608683351062,0.030682545648780146,0.049048087007095176,ECT5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
33,96,0.002573445840621358,0.00043240483073159197,3.3072429625247146e-05,0.00021565324837491406,0.00014628240400871295,0.0001682883367859489,0.0008657146967274709,0.0010863886286529567,0.001032151119541025,0.011384663137769313,0.01793806467283854,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
34,97,0.0006163367906562023,0.0003106560312001738,0.0004909690792305188,0.0007183082230383109,0.0002145888088782577,0.001318560898704968,0.0005343988694908042,0.0008525276027866457,0.0004436087651954468,0.004962425543069249,0.010462380612250577,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
35,98,0.0005933569612047718,9.30419963932616e-05,4.0186155355725894e-05,0.00014837928567745795,0.0005069288084094126,8.279918136344655e-05,0.00043338172935591945,0.0028597046803328086,7.744551050148374e-05,0.000950719590992577,0.005785943899586865,ECT5,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
36,99,0.0005507620149899362,1.252603819601461e-05,0.0017874678749502104,0.00020630646788599716,0.0006495691694613503,6.636239473589711e-05,0.0003635071299535886,0.0005647141025195701,0.00025847193080219544,0.0005051957535623375,0.004964882877057097,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
37,101,0.0003566870577716985,6.882165324517686e-05,0.00015897053242341919,0.0001322029217483145,4.2993320797157786e-05,3.4155835640925503e-06,0.00019962772714332555,0.00047814735615703263,6.453448075816048e-06,0.0005538643964049239,0.0020011839973309575,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
38,107,0.0005512459311086682,0.008580796700272786,0.0023834413972524393,0.002053171253479813,0.0020874084189119735,0.00034400841348747324,0.0021799745777071333,0.0009742224204498662,0.0035994783281008136,0.06654683859917032,0.08930058603994129,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
39,108,0.011087307962571069,0.00018334881418136106,0.0007356523708651475,0.0011461715527416594,0.0032196448822439105,2.551192216215803e-05,0.000429153183413411,0.0010844973781313216,0.0006147910446480109,0.001032605867974934,0.019558684978932983,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
40,109,0.00041654645416266955,5.225351507309739e-05,0.0001447252852833092,0.0006434113116527973,0.00046335735441416226,0.000658641036427321,0.0010695069949913094,0.0020392604629969613,0.00048688320736334223,0.00034799444550936975,0.006322580067874339,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
41,112,0.031839506611476054,0.002709415865545517,0.0005732679264357499,0.003391138784035297,0.0008956108564528442,5.182718120366747e-05,0.007577957028795268,0.0005943571629128952,0.0010933863106430408,0.004720174493180962,0.053446642220681406,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
42,113,0.008652963080676312,0.03429755935600565,0.0007230239295626939,0.003088282989115232,0.0005251454895663921,0.0008320350917202513,0.0012764494245529612,0.00042329879505575985,0.0008826870933816844,0.022545843417351108,0.07324728866698804,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
43,115,0.012800029081058484,0.0003591425694996486,0.0013292794227228732,0.00026504362916823787,0.0010905488331273139,2.186450751806568e-05,0.004127431933228731,0.0004345060509731713,0.001034055551589863,0.000546399294265143,0.02200830087315153,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
44,120,0.0030474543281978628,0.007149521118415714,0.002645660245830128,0.004434242972461866,0.0007605985796472758,6.567228722464957e-05,1.6576269462276194e-05,0.003521076533742118,0.005370637369253806,0.003962307355630301,0.030973747059865997,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
45,121,0.010376812020209458,0.0011299583436306104,5.8686079561387494e-05,0.0008264934536795776,0.00025815653630334445,2.6431993638276197e-07,0.0012705488743204318,0.0008494051202559971,0.0001566614550227996,0.002144903133189713,0.017071889336109702,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
46,122,0.010574746218520947,0.05167844661977483,0.0013075787525338445,0.0006167880963015016,0.0006387540590021556,0.0005914888086693271,0.001642342422530807,0.00051194427422252,0.0006902599352462957,0.005826512766271774,0.074078861953074,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
47,124,0.0007932591966882674,0.0003255525659977554,0.0015114452864357641,0.0008053643221878071,0.0006792778874110672,0.0011710631980963448,0.0017637281645159764,0.0008159896466219951,0.00016024046043827678,0.01701304060306086,0.025038961331454113,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
48,127,0.00037430342911104475,0.0002855573705149439,0.003077877701193721,0.0008853826798250752,0.0009278482243626485,3.2718909593776324e-05,0.0009279488208447928,0.0005808184692400742,4.592520998036864e-05,0.01028551756613616,0.017423898380802605,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
49,130,0.0056379088295848145,0.009676655329965755,0.003925171300797725,0.000650962257943033,0.00034714793370715924,4.857645815614653e-05,0.0009572884674921012,0.0013229314305903683,0.007779003009259378,0.01412297581353883,0.04446862083103531,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
50,136,0.0037953325987031272,0.002933306311604822,0.0012803600483665134,0.0009822284168053974,0.00023556568469318417,0.0007090782123215789,0.0005312991557343549,0.002240680860015609,0.0003680118993434345,0.03057567029359265,0.04365153348118067,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
51,137,0.011493622417238947,0.00022255358529543745,0.0004277439537671013,0.0003291883595729628,0.00039560301461960545,0.0015519864203383804,0.0036498618498527202,0.00030575463258908364,0.0001982972960651308,0.00040593869641869507,0.018980550225758064,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
52,138,0.007107530752272662,0.02959985325474812,0.006064678575544158,0.0011040686370656916,0.0008146490259615113,0.0002102304276443423,0.0002754944706429008,0.0010554429399175502,0.000946535056801534,0.0003746204619079485,0.04755310360250642,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
53,139,0.00047773476612478216,0.010513910447142671,0.002668115802273996,0.00012463087459335664,0.001125849276086388,0.0002447385295284432,0.0007729358506314288,0.001878667619898522,0.00043281555247387526,0.005270700535075501,0.023510099253828964,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
54,149,0.0003666107467283908,0.002639188133969128,0.00038969055872373204,0.0003418236475396519,0.008980701124964074,0.0003319990192528488,0.00019526012195403286,0.0007603228024770647,0.04693364415331347,0.0061073721480646714,0.06704661245698706,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
55,150,0.12342825366304155,0.001911492813349569,0.004461822552704664,0.00039538284477325103,0.006076815343491027,3.1872789045594985e-05,0.0001195106147430236,0.0007848121175901834,0.0018180744875627708,0.0012687542517916262,0.14029679147809326,ECT6a,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
56,153,0.015386335160970877,0.0012161617278151349,0.0006093049335236245,0.00018809102245631593,0.001373543216730222,1.5133485805729485e-05,9.743698379804933e-06,0.0004597597777322715,0.0005292883460401576,0.004899945017089569,0.024687306386543706,TEa6b,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
57,154,0.001533021959342351,4.9469535266633e-05,0.005771882231591419,0.002314297602130866,0.0008890519510803552,0.00035072688999004953,0.0004613567712099531,0.003887851906424933,0.00013680715374853047,0.0006565179709712154,0.016050983971756305,TEa6b,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
58,155,0.0023616402491501987,0.005723833921554289,0.0037276750050888596,0.000563338214474074,0.0029632542581103927,0.00035487896260799623,0.0018890989843048933,0.00016660096116294376,0.01919174166159221,0.0018411214124675057,0.038783183630513585,TEa6b,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
59,156,0.005560137382052188,0.034253187238367344,0.014947312836956939,0.0037545063899457887,0.0005635509249648507,0.0008458466882534932,0.004079118447492647,0.0007673743675967737,0.001878069907568558,8.857561268316161e-05,0.06673767979588185,TEa6b,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
60,157,0.0011457176090508003,0.002153124315456334,0.002838041457729479,0.0008413286498383243,0.001101769031624733,7.875233849263807e-06,0.00088568632928121,0.0011371988093354934,0.0007593331607052001,0.010493113151630262,0.0213631877485011,TEa6b,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
61,163,0.0016891443856603683,0.00013112906106771405,9.080580252707193e-05,0.0011814417917077602,5.104437000669204e-05,0.00017778092291953485,0.0007227093384374328,0.0001889258396992055,5.4631088045375975e-05,0.004631560338068441,0.008919172938139597,TEa6b,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
62,164,0.00024894082045712196,0.005431268597169359,0.0009279114237490393,0.0023065441145181387,0.0017610590543212234,2.4974946033484713e-07,0.0015264100449837725,0.00039572995503556196,0.00011562106576890052,0.00042557581067703687,0.013139310636140489,ar,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
63,165,0.0025371493244835674,0.0038575695365840046,0.0006448641692551327,0.0012843692751672853,0.0029718175052823037,9.047746891255315e-06,0.000492644611734705,0.0008838168747788977,0.0010162904151510554,0.006813096392700668,0.020510665852028875,ar,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
64,170,0.0019906576848272017,0.0010598970397568408,0.0002781731500285378,0.0024618732838869173,0.0026553183324543594,0.0004232689706580306,0.00035065240238307815,0.0002491097458435787,0.0006386318924838097,0.005660580982542185,0.01576816348486454,CP,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
65,172,0.00614200738312054,0.005899624470356413,0.005985886576743815,9.044881404607352e-05,0.003858153501806738,0.0024160810933198107,0.00011523786790723634,0.0012699945823724246,0.01323831045221957,0.01858019920854137,0.05759594395043399,CP,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
66,178,0.00018126162989240413,3.6011009592051835e-05,0.0006538796403184888,0.0006946804115617322,0.00015206762706432286,3.980130318659292e-07,0.0003075179801884653,9.264028392497181e-05,5.447173843931008e-05,0.0005132597882047119,0.002686188122218325,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
67,185,0.000835002805088525,0.0015136085783137299,0.0024989231785136345,0.00504939906608215,0.0008155966273054593,0.00010944822241731877,0.005847835702615822,0.0014576800918599808,0.02783270457909126,0.0013704393970163098,0.04733063824830419,CP,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
68,194,0.00542176304524844,0.002058691210379049,0.017269648563891904,0.0007670976764087012,0.0037165539974749473,9.822556216732004e-06,0.0001023867168299386,0.00031967441462554813,0.000660692721700995,0.0015138698435678277,0.03184020074634408,CP,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
69,195,0.003602296018496709,0.00011135907414605573,0.00374697314807082,0.0011845053065712152,0.0010267892148634328,0.00010920457759444613,0.0016563043066784022,0.0001563646332554125,0.008688793502075298,0.0005971685450308906,0.02087975832678257,CP,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
70,198,0.001839790767114935,0.0005113346102608718,1.777873810993036e-05,0.0014187040413103924,0.00017978406285501514,0.00042506108396134223,0.0038659615439972095,0.0035860273533553366,4.383141028707627e-05,0.002200496841799904,0.014088770453052013,VL,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
71,199,0.23721826991589812,0.011456534825251552,0.0025071717229719903,0.006835199435236139,0.0001722325122776036,1.75201521405155e-05,0.000278881885889426,0.0007500272788125706,0.002509409487236436,0.0010858871218697441,0.2628311343375842,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
72,200,0.10044339194767926,0.0018601283451076256,0.0022336124615778274,0.0009723888333773578,0.008332622316927774,0.00042876517980261486,0.0005196363652012481,0.0006508821002578768,0.0018110205683317115,0.001064796779121857,0.11831724489738515,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
73,201,0.003150941152480713,0.003394711307326048,0.0018632865629437667,0.004086485573901566,0.0035429814883110033,4.9798683372292984e-05,0.001886103720963761,0.0005364597539578853,0.0039794779801765046,0.011311838329466806,0.03380208455290035,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
74,206,0.009161489153929336,0.0006260975368342914,0.0002966184618711232,0.00037662906568680654,0.0007545478714925391,5.627176779887666e-05,0.0038950417966735484,0.0017174443783796178,0.001536370207899318,0.002712426542939572,0.02113293678350503,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
75,211,0.0008102517725916414,0.0069733758294600046,0.00026273870717208325,0.0037791318368100013,0.001727347720623662,0.000257590281623421,0.0010488353643237636,0.005809086079377468,0.0016149612527327495,0.005462967326814505,0.0277462861715293,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
76,215,0.017366951636300754,0.00083947618414415,0.001101245643475135,0.0006102577360012074,0.00031117712760198035,0.004712855700646723,0.002228305041091505,4.5890262018954964e-05,0.00010327138763355226,5.3296499078259174e-05,0.02737272721799222,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
77,220,0.004210557515529456,0.00014690749214096854,0.0008848693871663649,0.0003715386007286936,0.001604676917912995,4.797949332058238e-06,0.0005976196601265027,0.00014323755506095992,0.0006199743679174974,0.01352827358823927,0.022112453034154766,ccs,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
78,221,0.116422908468089,0.0029842705804544734,0.005170685757703741,0.03918455333868209,0.0014291043996806918,0.00036878518867256016,0.0028021745165324186,0.001821665843403264,0.003104485935662038,0.026950654928588946,0.20023928895746923,or,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
79,222,0.09819971016028828,0.021114845401193683,5.467741310649643e-05,0.0013156612265649015,7.725552527204638e-05,0.00011338427472495916,0.0012282346703164082,0.0037295506024616065,0.0007356068884026845,0.008778147729527008,0.1353470738918583,or,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
80,224,0.2162653038827541,0.04200713323180971,0.00349113376894028,0.001935800929756093,0.0031736094565657513,7.677876208145307e-06,0.00024994426359503663,0.0017471965235916764,9.323641928760118e-05,0.010399170273693414,0.2793702066262017,or,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
81,232,0.179173446658777,0.012374373256977211,0.007569950182145124,0.000907068523572141,0.0055144842291852125,0.001946768490449946,0.0015059271188047063,0.00012211754886526371,0.009053994246496555,0.0020737815717238872,0.22024191182699704,SSp-bfd6b,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
82,251,0.0013670394738981573,0.03151743806741569,0.0018536335920176228,0.0012435386805375037,0.006061598199232798,8.965396470772546e-06,0.0015214244120504983,0.001786715709474307,5.9193141372926306e-06,0.00028391809907246657,0.04565019094430711,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
83,255,0.004920744836491742,9.583955147929313e-05,0.0001581599550998236,4.2768030245499133e-05,0.00011447896004390667,9.051991363029366e-06,0.0006326650917226617,0.0015433055597666723,1.6866460966324937e-05,0.0002691772277239046,0.007803057664902857,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
84,258,0.005566787610567281,0.0014415652636130538,0.0006748344403086914,0.00303191321792895,0.0019524771873842273,0.00012838033217066336,0.000533000497764613,0.00033664035643721224,0.00018280690819316714,0.036566729257780706,0.050415135072148565,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
85,259,0.0008425113801540096,0.0011806690696710698,0.0005735531346454659,1.8695907604171502e-05,0.0037608753331177525,0.0004993104519555036,0.001976672702642124,0.00039547569908870983,0.0002253005645734829,0.0005596541202245175,0.010032718363676807,PIR,ZFM-03330,2022-02-18,93e075b2-10bf-4fcd-8d5e-3e51b211672c
