,opto_stim,wheel_velocity,nose,paw_l,paw_r,tongue_end_l,tongue_end_r,score,acronym
144,0.027042776230038035,0.033323579006400594,0.03878302614217077,0.042251528465089616,0.045132712566000155,0.04791325242215938,0.04821475847702994,0.04821475847702994,BLAa
145,0.015891670042548323,0.025762925415418247,0.033822882260637344,0.0389173706588446,0.04426686082536524,0.046689394058107014,0.0480786836236381,0.0480786836236381,BLAa
155,0.008384870014216506,0.01516496964669134,0.020405391956081265,0.0233658767486703,0.025505124846458505,0.02659828691609023,0.02706806803454942,0.02706806803454942,BLAa
157,0.0028033958339462872,0.00566144829998938,0.008109632050587234,0.00987421738067662,0.011192815709703652,0.011466083566652463,0.011597764522247256,0.011597764522247256,BLAa
161,0.012895996372311425,0.016903750419404506,0.02014506866079835,0.022790689394898256,0.02434084077944243,0.02541386665238865,0.02610847462636645,0.02610847462636645,BLAa
166,0.01710496161018682,0.02479080910034359,0.028378734311901743,0.03162418439582637,0.03400679025849185,0.0352993797881993,0.03591991023331065,0.03591991023331065,BLAa
171,0.0036328779286664004,0.005808986258767468,0.007264669656327549,0.008564549307052971,0.00937476532258441,0.009677991167761912,0.009869833148033691,0.009869833148033691,BLAa
172,0.013355863517169886,0.016987215135738643,0.02003736477493856,0.023067179476316535,0.025969769756363337,0.02876805601579624,0.030523570150519763,0.030523570150519763,BLAa
175,0.015463813013289585,0.02191561407111564,0.028276671213955273,0.03221735712452456,0.038015100945027025,0.042323466957180034,0.04359105131996999,0.04359105131996999,BLAa
176,0.005056301812226716,0.009468444164510426,0.013119953394207018,0.014730793760755034,0.016004034916411447,0.016599511656750332,0.016665661778614838,0.016665661778614838,BLAa
177,0.00956582783411597,0.012471062291371293,0.014781218671039542,0.016049802033035743,0.017357847997611753,0.01817682286511102,0.01817912061082294,0.01817912061082294,BLAa
179,0.008626397130433117,0.013446444007577774,0.018240470143804255,0.022863225382758645,0.024142895125662256,0.025425303885533324,0.02544785524538462,0.02544785524538462,BLAa
181,0.14312673008414167,0.184424327080577,0.19862887646568517,0.21133168686132187,0.2181086386065232,0.22172087947134045,0.22209921689455714,0.2220992168945567,BLAa
184,0.00556379633558679,0.010702734235292444,0.015121898818288404,0.01922603931028377,0.019402037009770168,0.0194335700553272,0.019436528295780464,0.019436528295780464,BLAa
186,0.01866019035011446,0.031032337161448598,0.04159942311196407,0.050073638296757705,0.05722056575373602,0.06064423607408709,0.06164189758061944,0.06164189758061944,BLAa
188,0.005625744043634917,0.010173124015977475,0.013165579542887107,0.015937207489996386,0.016285631454382332,0.016427909345608116,0.01655920003488509,0.01655920003488509,BLAa
189,0.006896514366602102,0.012499431624668378,0.01584253799748314,0.018869637870680078,0.02129972112752787,0.023036113322280838,0.023504917867514186,0.023504917867514186,BLAa
192,0.007554372600659609,0.010567674070724675,0.012700926505749166,0.013842504849721604,0.014656824042028282,0.015426814919457854,0.015447281307992,0.015447281307992,BLAa
197,0.009183907452825935,0.01490771619501674,0.019863360911076322,0.022241442724763583,0.024019759035205368,0.02487338358209401,0.025006706434071324,0.025006706434071324,BLAa
198,0.018749108847505913,0.024337226555131264,0.02962437359465886,0.03308049541322566,0.03643241296436328,0.0395301131160245,0.0419089500531471,0.04190895005315298,BLAa
204,0.01428139814888385,0.020297287105853212,0.02452452025939189,0.028743153741344618,0.031153441677292615,0.033194798588840224,0.033673340458043155,0.033673340458044265,BLAa
205,0.026868875349681187,0.03771684257833585,0.047258327614795426,0.05113982526711969,0.05460199997447235,0.05558995611821094,0.05566984973744826,0.05566984973744826,BLAa
206,0.0572442388291422,0.07125589303352875,0.07684803238369131,0.080695481120022,0.08407609328938825,0.08986545243673105,0.09206169800435537,0.09206169800435593,BLAa
207,0.010584226294742871,0.023112329724643277,0.030140980419051444,0.03589140521459677,0.03921093434775014,0.042288117675761905,0.044222651753238584,0.04422265175323914,BLAa
208,0.0034021892589751745,0.006371588868294142,0.009209156514779493,0.010289039516369947,0.010960338636767597,0.011604549124148655,0.011748234478160091,0.011748234478160091,BLAa
209,0.008177867649467374,0.015077548822018172,0.021239432510602563,0.024501561043662523,0.02716726315165663,0.028504573218282148,0.028988391426156945,0.028988391426156945,BLAa
214,0.008079753352221997,0.012959712136406343,0.017482352280086544,0.020819877201541548,0.02430640710391141,0.027872918229600918,0.02830882416487701,0.02830882416487701,BLAa
215,0.032052404426156755,0.0415461756412604,0.056382834499837275,0.06282043124733383,0.06541784596476174,0.06766567188822525,0.06940494015895282,0.06940494015895282,BLAa
217,0.006822270135322994,0.011817165926626405,0.0167891098502283,0.020477831029450888,0.023334564931434043,0.026723753357967617,0.027903366080421432,0.027903366080421432,BLAa
226,0.14171524541404457,0.15699821103068723,0.16548934481624966,0.16897528885526436,0.1717438074545179,0.1736041506523177,0.1749772455583566,0.1749772455583566,BLAa
228,0.010447301225538386,0.01708856616731136,0.022760169018530174,0.027900946310245978,0.03307893411578078,0.03366883754592209,0.033736658544201936,0.033736658544201936,BLAa
235,0.025620710949491587,0.03209076279490164,0.036303014515395526,0.03955240478006927,0.04219115844510235,0.04404330702489212,0.044849185836332794,0.044849185836332794,BLAa
236,0.029799606698867498,0.045919965564303,0.059439333921581516,0.06650074004848261,0.07205099642530277,0.0755855633223923,0.07797021244312441,0.07797021244312174,BLAa
239,0.003787564346033112,0.007872372480651313,0.010034607354299618,0.011761889929012725,0.013406740826150898,0.014894545556107142,0.015967147229772105,0.015967147229772105,BLAa
243,0.05244266660121477,0.07208681018550422,0.09259026088724365,0.1080547058969773,0.11058418501516376,0.11267223146914662,0.11359996319845023,0.11359996319845023,BLAa
244,0.07539033650712923,0.09492280427500022,0.11007814954177508,0.1189336338082877,0.12310541407752851,0.12560239768752923,0.12801732111543396,0.12801732111543396,BLAa
249,0.008019225615290004,0.022199578662868147,0.026847457950650355,0.02940411843486168,0.0316576884031583,0.03360524246671792,0.03361454506824202,0.03361454506824202,BLAa
253,0.027850658299741315,0.03667521424679121,0.04016975914203191,0.04282775346796075,0.045054698902647905,0.046606414593376,0.04695500774715866,0.04695500774715866,BLAa
255,0.027632134495919947,0.031613110188108196,0.03516133697209567,0.03908150328057569,0.04173934216172748,0.04386996311039615,0.04486010762051362,0.04486010762050874,BLAa
263,0.008554858885526873,0.012501409969133181,0.015770790398920487,0.01812461585984826,0.020100488399317107,0.02146627873462248,0.022070350408241124,0.022070350408241124,LA
276,0.036877318880148446,0.04319780892845171,0.04696546550703473,0.05028933981113226,0.051628351685107265,0.05247129782303128,0.05247554425555889,0.05247554425555889,STR
280,0.0049804717947085075,0.008201701204050837,0.010835562887511863,0.013432399360481018,0.015255136225831745,0.01686849283493319,0.017848767520821984,0.017848767520819764,STR
283,0.036134697548080075,0.05354815492489284,0.061667797906006294,0.06584342488760953,0.06901600715102185,0.07210526878414414,0.07253623171075319,0.07253623171075319,STR
312,0.011030162413770639,0.0173248672041042,0.02073083423885269,0.0226409143042291,0.023387925630029005,0.023700144018714342,0.023763881392851016,0.023763881392851016,CP
321,0.004001581650275754,0.006818010307708344,0.008336280108206418,0.009544652696626965,0.009727878165924242,0.009760462362567557,0.009789452078974192,0.009789452078974192,CP
336,0.008291617672769758,0.014180558789704478,0.01845934245588221,0.02196667293425747,0.024441974160899327,0.02694912833933949,0.028075073832356634,0.028075073832356634,CP
366,0.005945753425097289,0.006665638606972224,0.0074455640825528135,0.008078817141217942,0.008736036227280253,0.008974107633104467,0.009087302675369946,0.009087302675369946,VL
369,0.0051930139259427355,0.00883791748273588,0.012718824883702018,0.015321748624926967,0.016826559174843325,0.01795203646632404,0.01814547391640753,0.01814547391640753,PIR
371,0.010802487723613696,0.016635654328829408,0.019767631832072086,0.022077223548005898,0.02408158920274528,0.025116915954927488,0.02531763503669071,0.02531763503669071,PIR
379,0.009214179116396437,0.01429683104056867,0.01791554314344701,0.019683732881987215,0.021374820251562787,0.022014262270738993,0.022055867633930526,0.022055867633930526,PIR
384,0.00971008808123408,0.015855732092547203,0.01822893539477033,0.020326752535895,0.021759183094921863,0.022109873631226518,0.022234942169714667,0.022234942169714667,PIR
400,0.005263497366555181,0.009803465641571862,0.01275738507072477,0.014726622315006876,0.016338577840703028,0.01778894239687845,0.018503384735603312,0.018503384735603312,PIR
406,0.004693709838670568,0.006588182428725942,0.008408388543348355,0.010020018883661885,0.011391572864451027,0.01142782119941943,0.011431240173218726,0.011431240173218726,PIR
410,0.010922162591827211,0.02077573276379907,0.026612351562795733,0.0310550340965271,0.03321587337728393,0.0349078550712103,0.03491027387805257,0.03491027387805257,PIR
414,0.006712710201693506,0.010538340053310558,0.011968580598020195,0.013291550795568763,0.014519566387908966,0.015428525577228624,0.0156072605659483,0.0156072605659483,EPv
415,0.0061890966403734815,0.00995383086948054,0.012590125005958797,0.014757291675574602,0.015741082898993897,0.016703460737983122,0.01690170796592627,0.01690170796592627,EPv
416,0.006332403958527633,0.011459120742292606,0.01453984859903823,0.016746344583905337,0.01876387696962578,0.020155127936512085,0.020246628630489427,0.020246628630489427,EPv
427,0.004163138895626695,0.008371903414655324,0.013338515278110585,0.01691268880941965,0.018493689878321895,0.02009033504752411,0.02027403215222745,0.02027403215222745,EPv
432,0.013767911625951368,0.022147399672631907,0.026140432336605124,0.028777969083623844,0.030663638193454412,0.03174965697338916,0.03200758833160722,0.03200758833160722,EPv
436,0.008729158034598283,0.014415231254122363,0.018105190199130705,0.01974405121616063,0.021325064469666755,0.022748866815695545,0.02342527063733557,0.02342527063733557,EPv
438,0.018772400628247032,0.025782455302451046,0.030584735292716547,0.03514161508995317,0.03815632514256184,0.039910444089188535,0.04107100077675918,0.041071000776759514,BLAa
440,0.0070103111424201225,0.009705440728937864,0.01125271160888408,0.012669780584508183,0.013959820612126195,0.014139932797296972,0.01417532892723472,0.01417532892723472,BLAa
451,0.010612130777823747,0.01397210464982046,0.01657780948967269,0.018041202918273824,0.01951427155056007,0.020574999943243077,0.020635635621232606,0.020635635621232606,BLAa
458,0.014767759520433077,0.02088006537762277,0.02451062384883884,0.02752783028505945,0.02937257809870275,0.030616139112936702,0.030616323589807704,0.030616323589807704,BLAa
460,0.0031162868005895072,0.006092935261579724,0.008185473872572513,0.009492629050535384,0.01047122360564623,0.010960693164038804,0.011562549698990843,0.011562549698990843,BLAa
461,0.012449834336086374,0.017074700168475454,0.021168463127961168,0.024888966935811774,0.02714617987993262,0.02867937404234877,0.030063259578442914,0.030063259578442914,BLAa
462,0.011920156693607686,0.02012926401322246,0.024796840519353158,0.027790976788636845,0.030174984586713527,0.03213215258200863,0.033477003951853934,0.033477003951853934,BLAa
464,0.026709573385068408,0.0384126967016124,0.04682275763084043,0.05518387629282395,0.05864527297088051,0.059244176919992175,0.05972256886834215,0.05972256886834437,BLAa
466,0.016609598181892005,0.025403255603681174,0.03388169334829727,0.04120396446538077,0.04323430521454075,0.04523550605459892,0.04524453375129589,0.04524453375129589,BLAa
470,0.011827263676605582,0.019460174035899058,0.0244321345064189,0.02894117148527997,0.030977451230637998,0.033061235248695864,0.03461499959328773,0.03461499959328995,BLAa
474,0.010372568144106142,0.01647307271525289,0.021178672405283816,0.024675309627220754,0.027071438624942767,0.029808159511269916,0.03048628821097632,0.03048628821097865,BLAa
475,0.015340658446232225,0.018043623421854615,0.01951862357304157,0.02091675036183105,0.021305020140441555,0.02143056418640521,0.021496068046594097,0.021496068046594097,BLAa
485,0.009274495225372714,0.012519408588803405,0.01528712847104452,0.017623782019560275,0.01980517113873448,0.021069795893445487,0.02164120268497549,0.021641202684973493,BLAa
487,0.01090779571216427,0.015463440394091421,0.01762358213515025,0.019190627713343122,0.019672580153829444,0.01992064239537672,0.020055463672068785,0.020055463672064344,BLAa
490,0.0034720498137196243,0.006718412941383423,0.00871618546100339,0.010112655760573852,0.010818932092716116,0.011141425682481665,0.011353335772607887,0.011353335772610107,BLAa
502,0.014225385796798884,0.022591088849776564,0.029994409430596503,0.03619344978306105,0.03834565309445426,0.03862409622187024,0.03892695439989868,0.03892695439989868,STR
525,0.013278204376749536,0.019097469738413086,0.023510459432489972,0.02717560551284115,0.02960681842116497,0.032017018855906576,0.03201702521121352,0.03201702521121419,PIR
552,0.006475163951375484,0.014078360752966423,0.01941478885485226,0.021252263210737476,0.023092614480089257,0.024517165506235394,0.025196618907438295,0.02519661890743663,BLAa
