,opto_stim,wheel_velocity,nose,paw_l,paw_r,tongue_end_l,tongue_end_r,motion_energy_body,motion_energy_left,motion_energy_right,pupil_diameter,score,acronym
4,0.03676487055801447,0.07367913016822658,0.08504639456029428,0.09270215369082835,0.09776126251582729,0.10304714795268943,0.10607899024265943,0.10868256797120879,0.11142952244668602,0.11293029776270991,0.11354014447137728,0.11354014447137728,RL
7,0.07328648591058928,0.11124980965919107,0.12019600212890291,0.12591778392103192,0.13135661894319683,0.13398493261768551,0.13548620369182085,0.13698017645885996,0.14013988905072972,0.1450569346984043,0.1451064501737488,0.1451064501737488,RL
8,0.1516717884510621,0.19338861982004618,0.2049814467421135,0.21364870274898262,0.21812719226512223,0.22051133666364664,0.22733634684036075,0.2292831287582412,0.23114694819814818,0.23266242717047936,0.2330850473345566,0.2330850473345566,RL
27,0.02925504945004087,0.04666098121816009,0.059836985900011075,0.07218964600768807,0.08524204693957582,0.091400342909292,0.09587870339820126,0.09990943015721365,0.10297142006066728,0.104545842192314,0.1047117697477894,0.1047117697477894,RL
31,0.026576930883233207,0.033320441349178664,0.0377749672381158,0.04132117475524688,0.04514684605070296,0.04763325267240526,0.04951730571762436,0.05162158040108622,0.052239906258722546,0.053390383587410106,0.053519655258527754,0.053519655258527754,RL
45,0.02439282718303759,0.03893443076410885,0.04648981821205578,0.05701034823548157,0.062409400672728266,0.06617404325756637,0.06941208099370733,0.07222713711482043,0.0729616732092705,0.07358560286135585,0.07381115869416754,0.07381115869416754,MB
48,0.444423736933787,0.514181056489758,0.5299178027169504,0.5448367954375184,0.55538684001573,0.5592060126368147,0.5608218113741821,0.5615370749707299,0.565922831322315,0.5663098310925484,0.5663102874633501,0.5663102874633501,MB
53,0.3576254570684917,0.455943389265299,0.4770221198120501,0.4881598788791227,0.49507465507291926,0.4997001942515962,0.5040575188552634,0.5050673610154535,0.5119021873755922,0.5122140055503773,0.5122302540987478,0.5122302540987478,MA3
63,0.4112728658576592,0.480858085341608,0.4908727652794066,0.5016553768767982,0.5074773207270479,0.5123914917225534,0.520155690773791,0.5246450933023135,0.5273281117711252,0.5291391167057282,0.5300990306302102,0.5300990306302102,MA3
66,0.14199326840461224,0.18068197937060992,0.1885049726887439,0.19550313566798772,0.1997090741751163,0.20358010062433884,0.20801047795685745,0.21018242133099485,0.21214525815069896,0.21424788781763193,0.21620209665900747,0.21620209665944923,MA3
71,0.03531722246724911,0.04297560273650036,0.04924647941711002,0.05459179039199025,0.05804944872215756,0.06109506207629545,0.06312794349773665,0.065259319071297,0.06731323605287232,0.06877280744889458,0.06906126087238085,0.06906126087238085,PAG
73,0.23718761288956625,0.2772564093183877,0.30365242172846996,0.31693295072601635,0.3258474036125727,0.3378196835206474,0.3446791103375081,0.3498132092622791,0.35462425487621196,0.3562021345917451,0.35631236969034474,0.35631236969034474,PAG
75,0.3821097261034747,0.40290609915751086,0.4167668000854706,0.4299962688658744,0.43759805904367743,0.44210743641404504,0.44464653154344946,0.4455800083045873,0.4471636143690434,0.4481571764248944,0.44911886836755777,0.4491188683641478,PAG
79,0.06506080631671951,0.09446454135316373,0.11188488077428893,0.12411100829699317,0.13456690350089895,0.14231095480693212,0.14656272036556695,0.15078024902884857,0.1549247416497519,0.15808294190624028,0.1589402120468687,0.1589402120468687,ND
92,0.009002224472908882,0.014721975957052047,0.019573902936132037,0.02561520319450339,0.028555815581985278,0.0317120472291329,0.033031993717200114,0.03383192718407191,0.03400518878850356,0.03559086346569096,0.035734300927077634,0.035734300927077634,ND
94,0.08421953796782866,0.10261150662884966,0.1317371476853717,0.15199530719654852,0.1618846248516893,0.16798154538642784,0.1725071286027352,0.17657029946732739,0.1785960019476811,0.1800021136779989,0.18003942970218478,0.18003942970218478,ND
95,0.21618218766195563,0.2805510168983356,0.3057904135092795,0.3288615446920855,0.3489160918458112,0.3585576975360092,0.363599330169348,0.36957879862675314,0.37436916518833196,0.3756977277961372,0.3758348582911192,0.3758348582911192,ND
110,0.07581450708157889,0.11013212547135465,0.12342004110801263,0.15476959475302055,0.15967676423100574,0.16477665302457867,0.16809922947615685,0.16966324045546566,0.17232133401444283,0.17351635809487442,0.17400552448915074,0.17400552448915074,ND
113,0.0926296368410503,0.11181449784237074,0.12873887002983386,0.1516324322692838,0.16295356190246668,0.17624853236749904,0.18762360745589612,0.19947155935599303,0.20448564692096693,0.2082099482826213,0.20854429432634114,0.20854429432524157,ND
124,0.03961402785808277,0.054932082126247894,0.06822316647169002,0.08013814273532738,0.08902236837883826,0.09265748331523282,0.09592135284442316,0.09867397696234059,0.10059665685736574,0.10233524720870057,0.1034793909066608,0.10347939090643055,PAG
145,0.004731517028047083,0.009230568855231325,0.01367720027420527,0.01554724377203176,0.01709961233534607,0.01903942383334456,0.020776730762687712,0.022433984923725836,0.02385890788806866,0.02491266386554225,0.025818352308380255,0.025818352310191917,PAG
168,0.15891637350548626,0.17537585407573753,0.18447508430219595,0.19428476674738415,0.20141372289046,0.20798002713288466,0.21314904926527078,0.22078040510166375,0.22553882185359175,0.22867519790698032,0.2291516295199313,0.2291516295199313,PAG
176,0.08556978862691478,0.13424965482564155,0.14456688697221876,0.15443840730240455,0.16297211974264025,0.17078588473093126,0.17909791727764623,0.18585589918036083,0.18932476308067003,0.1929686622654636,0.1932168796572442,0.1932168796572442,PAG
178,0.0031608239052753895,0.005501794564797491,0.007377094614101076,0.00974425351085717,0.011300841395215477,0.012378653003864537,0.013352953824219527,0.01426197936227136,0.014968264370640805,0.015493721261970683,0.015953518275755196,0.01595351827753022,PAG
183,0.18010846069569442,0.22466703181160286,0.2542722066588724,0.28478841145605893,0.3082402951205361,0.3274156319298128,0.3437983524501069,0.36019011138266255,0.3653839780173175,0.36853783007971497,0.3716307450537484,0.3716307450527897,PAG
215,0.005023640243257521,0.009181451458834311,0.014719620065573702,0.020673799467444742,0.023999695778456398,0.029729419285045022,0.033810430176687944,0.035722841786452575,0.03724480920331075,0.03828082188377435,0.03866863176071755,0.03866863176071755,RSPv5
231,0.0072333316613757415,0.00986396194098671,0.013122298421164524,0.014908947969845765,0.016468546191977906,0.017534837765058597,0.018254888538650205,0.01874001609338727,0.01909645913012692,0.019292714501138897,0.019492680486947966,0.01949268048708941,MB
240,0.028503052787333782,0.04042573062910826,0.04616271244733172,0.05160496919349977,0.055720430721033054,0.05918298853891579,0.0623646139816858,0.06555836099837253,0.06648744247489846,0.06702574004145534,0.06734520782956843,0.06734520783156128,PAG
247,0.05244369231180679,0.06899104319548333,0.08798924197210134,0.09903756437609434,0.10616108198636731,0.12065392859897306,0.1262485217863759,0.13117640902407257,0.13602226919214844,0.1375535490942903,0.13756337117496253,0.13756337117496253,ND
