pid,eid,probe,subject,cluster_id,regions,dist_soma,group_label,type
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,94,ND,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,53,MA3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,65,MA3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,66,MA3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,92,ND,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,124,PAG,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,145,PAG,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,168,PAG,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,178,PAG,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,183,PAG,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,215,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,231,MB,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,249,PAG,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
dd5af9d9-16b1-477a-885d-713dc5066b8c,066bf23b-17a9-4a0a-84ac-097776a2ea4a,probe00,ZFM-02601,176,PAG,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,45,BLAv,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,161,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,154,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,91,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,110,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,109,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,217,fiber tracts,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,152,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,95,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,238,LGv,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,128,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,253,LGv,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,306,CA3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,323,CA3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,364,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,117,BMAp,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
a0651da1-582c-4df1-ae78-4eafef6b17dc,08371a0c-22d9-4f6e-ac22-c15788b39180,probe00,ZFM-04080,240,LGv,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,244,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],2.0,FS
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,227,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,80,PIR,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,235,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],2.0,FS
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,81,PIR,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,252,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,60,PIR,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,156,ORBl5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,158,ORBl5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,200,ORBl6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,214,ORBl6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,219,AId6b,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,226,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,329,PIR,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,342,PIR,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,359,PIR,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,385,ORBl5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,391,ORBl5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,399,ORBl5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,409,ORBl6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,411,ORBl6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,417,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,418,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,422,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,506,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,505,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,433,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,265,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],0.0,RS1
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,262,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,257,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,256,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],1.0,RS2
0e236047-e8ca-49b8-a18e-d0f6ff3ee592,0d04401a-2e75-4449-b699-252000ed2b76,probe01,ZFM-03332,400,ORBl5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,15,SNr,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,14,SNr,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,26,SNr,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,323,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],2.0,FS
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,36,SNc,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,183,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,202,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,203,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,223,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,246,DG-sg,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,294,CA1,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,307,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,317,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,321,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,172,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,331,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,440,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,444,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,449,CA3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,451,DG-po,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,467,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,469,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,482,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,489,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,491,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,439,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,170,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,168,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
ff02e36b-95e9-4985-a6e3-ba2977063496,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe00,ZFM-02600,150,LP,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,38,SNc,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,40,SNc,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,41,MB,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,52,MB,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,61,HY,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,76,MRN,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,135,POL,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,141,MB,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,172,APN,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,178,APN,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,185,APN,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,235,APN,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,247,APN,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,263,SCig,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,268,SCig,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
cc8dd669-7938-4594-868d-b8ca0663b69a,0d24afce-9d3c-449e-ac9f-577eefefbd7e,probe01,ZFM-02600,291,SCig,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],,Und.
