,subject,date,eid,probe,neuron_id,pid,region,task_responsive,task_roc,task_no_opto_roc,task_opto_roc,prior_roc,choice_no_stim_roc,choice_stim_roc,choice_stim_p,choice_no_stim_p,opto_modulated,prior_modulated,opto_mod_roc
13,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,37,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.0030298684068987836,0.008411672978391627,-0.9831766540432167,-0.0012734185332785586,-0.010659585930885784,0.011325301204819338,0.8771263649527081,0.8710158922482168,False,False,-0.01719331271570068
14,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,43,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.024205331851267498,-0.03961684116729791,-1.0792336823345958,0.041015070312858004,0.028746247979681394,-0.036578313253011974,0.6175206357917787,0.6614829488800874,False,False,-0.007700237550983813
15,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,47,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.16181334934920577,-0.18004900868790386,-1.3600980173758077,-0.005212770830470448,0.11817901947202336,-0.07036144578313253,0.33676599310156496,0.07184193372176588,False,False,-0.012155439021110603
16,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,48,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.19641704614722644,-0.21963911784361767,-1.4392782356872353,0.1214603087352848,-0.040175479104133105,-0.09744578313253016,0.18340945617246174,0.5405654027038088,False,False,-0.021092734525570367
17,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,49,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.12108716698339839,-0.1320204945422142,-1.2640409890844284,0.054069900600064225,0.1279150311706303,0.0441927710843375,0.5462958704795233,0.051364885326005326,False,False,-0.06964277710546363
18,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,52,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.08047751801785652,-0.041951436845622525,-1.083902873691245,0.05593880262012729,0.038135919341183655,0.05971084337349408,0.41497343751312,0.5613136675679289,False,False,-0.10320469723454795
19,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,53,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.21620307289612384,-0.25207395856538206,-1.5041479171307641,-0.10320186890201999,0.00892788424536306,0.022265060240963752,0.7611562949366618,0.891828621299258,False,False,0.17578772802653386
20,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,54,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,0.14578776578579378,0.15732679884161271,-0.6853464023167746,-0.0034354816545280054,0.02893865927807271,0.03378313253012055,0.6446497410440973,0.6593596113141797,False,False,-0.019237147595356663
21,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,59,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.05875524400301191,-0.05450657161951422,-1.1090131432390284,0.06939672942146502,0.007581005156622744,-0.051710843373493964,0.48021506415357207,0.9080687347246164,False,False,-0.030155528662991427
22,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,61,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,0.20437717379612041,0.20795722878146572,-0.5840855424370686,0.09591864779442094,0.08716231817132303,0.03546987951807212,0.6282191150717613,0.18428781938649896,False,False,-0.003729102236564863
23,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,62,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,0.17340618164867871,0.169997772332368,-0.660004455335264,0.04009894187165042,0.07111521588547687,0.00043373493975895627,0.9952754725518566,0.2787035143047448,False,False,-0.027349737797499052
24,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,64,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,0.1802435548065544,0.2511026954778348,-0.49779460904433037,0.05335532041592228,0.016354960363272664,-0.015373493975903596,0.8337620975996056,0.8032672465224326,False,False,-0.032540002689256387
25,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,65,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.602623346122127,-0.5509645800846512,-2.1019291601693024,-0.07985891622005392,0.058839375048103104,0.0021686746987952255,0.9763806753915738,0.3701197104317637,True,False,-0.2048048048048049
26,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,66,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,0.2717827817419056,0.2846602806861218,-0.4306794386277564,0.018569923503275243,0.09913030093127073,-0.043518072289156606,0.55243924618495,0.1310521338182448,False,False,-0.0728698848101833
27,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,67,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.1314720857685826,-0.16089106705279566,-1.3217821341055913,-0.034895332325592054,-0.07338566920649581,-0.06828915662650603,0.3511898154826638,0.26364378008252454,False,False,0.06285688673748391
28,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,71,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.0825549499802789,-0.11136556025840938,-1.2227311205168188,0.05187119234116633,0.05499114908027414,0.02453012048192793,0.737711587286144,0.4022371547783363,False,False,-0.0054322979696114215
29,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,72,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.11694350819319455,-0.14802405881042557,-1.2960481176208511,-0.017846182034721103,-0.018663895943969888,0.038216867469879734,0.6018535479079761,0.7761874333214188,False,False,-0.021092734525570367
30,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,74,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.29250779877371014,-0.31298730229449767,-1.6259746045889953,0.06478860336219139,-0.04594781805587611,-0.030506024096385476,0.6770672866291408,0.48400022018451505,False,False,0.024768051633723198
31,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,75,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.17210638603033457,-0.17580752951659617,-1.3516150590331923,-0.010205670835051084,0.023397213884399193,-0.09272289156626512,0.20556557405724019,0.7215489220123592,False,False,-0.07408005019945318
32,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,76,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.1467581304456954,-0.17047003787034987,-1.3409400757406997,0.021354953964545897,0.029323481874855784,0.05344578313253012,0.4656089761913278,0.6551211749631372,False,False,-0.06637084846040064
33,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,77,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,0.028467765068665107,0.030189351748719062,-0.9396212965025619,0.032119463148733374,-0.06341876394981927,-0.011855421686747136,0.8714237586010938,0.3340426756238033,False,False,-0.047384698130966796
34,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,83,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.1515359998565744,-0.07925150367565159,-1.1585030073513032,-0.03836745911776829,0.026937581774801878,0.05455421686746997,0.4564080822437012,0.6815735610823335,False,False,-0.04087669759311574
35,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,91,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.19427238337695862,-0.17687680997995092,-1.3537536199599018,-0.10647244743713069,-0.01858693142461343,0.06024096385542177,0.4108436178953563,0.7770859237872216,False,False,-0.00408766975931163
36,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,93,fd4d4d6b-f2e3-464d-8604-084265d32b76,PIR,True,-0.0795788662196566,-0.0542392515036757,-1.1084785030073514,0.00604644771196905,0.015046563534210744,-0.016674698795180798,0.8199237304815108,0.818720274823538,False,False,-0.06951727847250222
37,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,95,fd4d4d6b-f2e3-464d-8604-084265d32b76,root,True,-0.38878679766216084,-0.39493873914012034,-1.7898774782802407,0.0039027071595438834,-0.05260524898022012,0.08163855421686739,0.2650518966112819,0.4229637110535095,False,False,0.06983998924297441
38,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,98,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.06366757502958154,-0.05841835598128764,-1.1168367119625753,-0.006761027896111105,-0.007657969675979315,0.06939759036144588,0.3434267071176482,0.9071396265204019,False,False,-0.024606696248487325
39,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,99,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.04838377137939687,-0.04736021385609268,-1.0947204277121854,0.07358343639778275,-0.04644808743169393,0.032963855421686894,0.6526940546664501,0.479253689976631,False,False,0.01584868450540111
40,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,101,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.4035237907418696,0.4391000222766763,-0.12179995544664735,0.06827905272319201,0.08600785038097447,-0.035277108433734994,0.6300878048117389,0.1901677710766203,True,False,-0.12236116713728662
41,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,108,fd4d4d6b-f2e3-464d-8604-084265d32b76,root,True,-0.058580443902613966,-0.05982624192470487,-1.1196524838494097,-0.033539462232604955,0.02797660278611569,0.014746987951807178,0.8404437081448543,0.6700034175470326,False,False,0.006463179597507862
42,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,110,fd4d4d6b-f2e3-464d-8604-084265d32b76,root,True,0.08050441034099443,0.03898418355981281,-0.9220316328803744,-0.006669415051990257,-0.018702378203648173,-0.014457831325301207,0.8435314406759352,0.7757383002935118,False,False,0.009017973197077422
43,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,114,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.4484384524364444,0.446852305635999,-0.10629538872800204,0.008492510649993124,-0.1515431386130992,-0.1454457831325301,0.04707480225780549,0.020981058622003033,False,False,-0.05098830173457036
44,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,123,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.1031567105310337,-0.05709957674315003,-1.1141991534863,0.014538958361962395,-0.060263218656199546,-0.03460240963855421,0.6366468167550978,0.3586516793940452,False,False,-0.11406032898570218
45,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,125,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.06986625551292636,0.07822677656493648,-0.843546446870127,0.04010810315606261,0.040329408142846024,-0.07792771084337347,0.2873878159772163,0.5390151971030441,False,False,0.03331092286316184
46,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,126,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.10245302807558532,-0.07078636667409222,-1.1415727333481844,0.0022170308277220663,-0.09728315246671293,-0.115855421686747,0.11372747895081195,0.13838557236335905,False,False,-0.024983192147371214
47,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,127,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.30259466097744636,-0.26021831142793495,-1.52043662285587,-0.02695249874032335,-0.1013237897329331,-0.08718072289156631,0.23397106224560504,0.12273923883416815,False,False,-0.17689928734704863
48,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,137,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.03980287927139736,0.02068166629538859,-0.9586366674092228,-0.013512894507809903,-0.037828061263757484,0.05653012048192774,0.44026280816441976,0.5644786283766716,False,False,0.08524046434494204
49,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,139,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.02565751730072785,0.024076631766540624,-0.9518467364669188,-0.06851724611790566,-0.04009851458477631,0.0613493975903614,0.4022878139486942,0.5413413405466881,False,False,0.09735108242570933
50,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,144,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.06634336118182804,0.10568055246157271,-0.7886388950768546,0.13498236452750678,0.04918032786885229,-0.10766265060240965,0.14161293178092602,0.4537841190790747,False,False,-0.0957375285733495
51,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,146,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.11417808096382087,-0.14698151035865448,-1.293963020717309,0.02328798497549367,-0.061802509043331066,-0.01412048192771087,0.8471368339553209,0.3465081100597651,False,False,0.03037963336470817
52,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,148,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.20316926028183158,0.2093294720427712,-0.5813410559144576,0.0029682561495123494,0.021627029939198072,-0.030120481927710996,0.6809222403213981,0.7418338821711437,False,False,-0.06251624759087437
53,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,149,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.0695704399584065,-0.103123190020049,-1.206246380040098,0.07263066281892727,0.08566151004386957,-0.01653012048192759,0.8214586446044679,0.19195841769408262,False,False,-0.026650531128142974
54,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,150,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.1131001470113665,-0.14746268656716421,-1.2949253731343284,0.023947597453163105,-0.061802509043331066,-0.025542168674698718,0.7273131784263629,0.3465081100597651,False,False,0.03328403029895566
55,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,151,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.10298639248449204,0.10448652261082647,-0.7910269547783471,-0.07044111584444135,-0.06853690448703142,-0.017493975903614567,0.8112390740842684,0.2965024146389652,False,False,0.0674017300882972
56,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,152,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.6564460898562154,0.6374871909111162,0.2749743818222323,0.07515917731665978,-0.013699684445470539,-0.028289156626505996,0.6993458041856622,0.8347016397161702,False,False,0.044103805297835086
57,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,153,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.23133224568826427,-0.21253731343283577,-1.4250746268656715,-0.125793596262196,0.03494189178788587,0.09638554216867479,0.188222405697394,0.5945601134859055,False,False,0.044130697862041046
58,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,156,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.010519380400874967,0.015094675874359531,-0.9698106482512809,0.005963996152260398,-0.0030016162549065806,-0.007759036144578291,0.9156407464144273,0.9635326128359784,False,False,-0.0173188113486622
59,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,160,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.10948537057621288,-0.10388059701492536,-1.2077611940298507,0.022829920754889654,-0.008466097129223527,0.03407228915662652,0.6418204127840813,0.8973919013277225,False,False,0.022114651965398302
60,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,161,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.10300880275377389,0.08885720650478945,-0.8222855869904211,0.07331775914983263,0.0369429692911567,-0.049108433734939894,0.5025846131341574,0.5736254275543878,False,False,-0.014262023217247344
61,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,162,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.10622467639571165,-0.11488527511695257,-1.2297705502339051,-0.043268746278228076,0.04513969060263201,-0.0879518072289156,0.2298604044572059,0.49172124756384006,False,False,-0.039334857245304944
62,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,164,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.21917243357596172,-0.20276230786366678,-1.4055246157273336,0.11047592872520728,-0.049064881089817436,0.05763855421686759,0.43135103861381574,0.45484461543740284,False,False,-0.05307695755456954
63,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,165,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.20422702499193224,0.17096012474938727,-0.6580797505012255,-0.047418808116898026,0.03386438851689366,-0.05638554216867475,0.44143294832480406,0.6059753484570163,False,False,0.11354040607771965
64,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,166,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.1811399655778263,0.22170639340610365,-0.5565872131877927,0.006568640923457325,-0.03921342261217564,0.08530120481927694,0.2442082844182104,0.5503044045415627,False,False,-0.08697055264219433
65,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,167,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.1575173007278856,0.17541546001336616,-0.6491690799732677,0.07682653107965742,0.005772338951743228,0.03961445783132511,0.5886338733039526,0.9299362616964595,False,False,-0.015517009546860416
66,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,168,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.1258403850980674,-0.11529516596123845,-1.230590331922477,-0.040703586642847345,0.05172015700761956,-0.03638554216867462,0.6193755071110605,0.43080885782779066,True,False,-0.07674241405584703
67,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,169,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.12740013984008036,0.16316328803742475,-0.6736734239251505,0.16022170308277217,-0.10240129300392531,-0.10640963855421692,0.14630569564453474,0.11880950310676507,False,False,-0.06708798350589396
68,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,174,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.10608573272616462,-0.10574292715526845,-1.211485854310537,0.08529155787641418,-0.043561917955822205,-0.009493975903614338,0.8968735604337355,0.5069841929629855,False,False,-0.025861682578100287
69,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,175,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.026332066406109966,0.05367787926041423,-0.8926442414791715,-0.023727726627273182,-0.019972292773031586,0.010602409638554189,0.8849128784776861,0.7609598258081975,False,False,-0.017820805880507384
70,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,177,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.5248081680949479,0.5619425261750945,0.1238850523501891,0.10013283862397504,-0.11790964365427536,-0.07956626506024089,0.2773732390718464,0.07249208340370025,False,False,-0.07060194522881091
71,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,179,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.6590344759582631,0.6732813544219203,0.34656270884384055,0.1555952544546746,0.0011159855306703825,0.028192771084337487,0.7003205029204997,0.9864375417047292,False,False,-0.11351351351351358
72,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,181,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.18710557926064042,0.21796391178436192,-0.5640721764312762,0.0712015024506436,0.022165781574694066,0.0165301204819277,0.8214586446044679,0.7356404342859784,False,False,-0.04984088566178124
73,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,184,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.09498592635089109,-0.10786366674092229,-1.2157273334818446,0.005982318721084567,0.014084507042253502,0.0035662650602410473,0.9611689998059544,0.8301282575550334,True,False,0.03013760028685386
74,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,186,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,-0.12892403815124243,-0.128313655602584,-1.256627311205168,0.11950895515551263,0.044793350265527554,-0.1495903614457832,0.04113086462480906,0.4950503848273121,False,False,0.056850880731477815
75,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,189,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.9533104449783067,0.9373847182000445,0.8747694364000891,0.054702029224497295,-0.017163087816516653,-0.0071325301204818725,0.9224299171520978,0.7937605962122255,False,False,0.05028013087714589
76,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,191,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.0472206784036715,0.026313210069057735,-0.9473735798618845,0.023535339654619625,-0.0028092049565151544,0.025879518072289276,0.7238580622490782,0.9658687906046535,False,False,0.043646631706333316
77,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,193,fd4d4d6b-f2e3-464d-8604-084265d32b76,EPd,True,0.34592715766072635,0.33204722655379815,-0.3359055468924037,-0.026769273052081877,0.18444547063803585,0.08491566265060246,0.24634652652831235,0.004961885403652052,False,False,-0.0043297028371656054
78,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,199,fd4d4d6b-f2e3-464d-8604-084265d32b76,LA,True,0.007175768224030987,-0.011833370461127313,-1.0236667409222546,-0.031294947551646746,-0.019818363734318445,-0.014265060240963745,0.8455912689901388,0.7627466376009577,False,False,0.09631123660974406
79,ZFM-04122,2022-05-13,8a1808ee-44ab-4572-b7ac-921a1af98748,probe00,200,fd4d4d6b-f2e3-464d-8604-084265d32b76,LA,True,-0.02096928896697625,-0.01813321452439287,-1.0362664290487857,-0.022115340570747932,0.012853074732548375,4.819277108425446e-05,0.9994750494759789,0.844782571505315,False,False,-0.020725202814755206
