,pid,subject,date,region_pair,region_corr,time
0,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.004171290567096944,-0.95
1,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.003530164282964908,-0.8500000000000001
2,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.006039869708976622,-0.75
3,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.009999106747571212,-0.6500000000000001
4,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.022799887747824963,-0.55
5,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.0160196835013341,-0.45
6,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.003009242299507051,-0.35000000000000003
7,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.005084912195881049,-0.25
8,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.022227521007199283,-0.15000000000000002
9,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.00621744464952722,-0.05
10,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.02366465117451094,0.05
11,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.02607355141082322,0.15000000000000002
12,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.004265963439619591,0.25
13,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.008423440591057952,0.35000000000000003
14,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.0146732286109147,0.45
15,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.05304641120077654,0.55
16,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.016948375180727646,0.6500000000000001
17,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.01621980299156083,0.75
18,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.0021928227786174505,0.8500000000000001
19,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.013968808041959976,0.95
20,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.03317589703545852,1.05
21,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.01742511811200703,1.1500000000000001
22,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.034753716759085555,1.25
23,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.024517351530412367,1.35
24,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.014582080916462233,1.4500000000000002
25,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.028305615057180395,1.55
26,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.01649203285979533,1.6500000000000001
27,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.0068825851754573345,1.75
28,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.0352124311865101,1.85
29,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.015567506422068403,1.9500000000000002
30,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.01007424950493773,2.05
31,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.01930343306753468,2.1500000000000004
32,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.02516516515654725,2.25
33,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.00012020722802382245,2.3500000000000005
34,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.02682722116121143,2.45
35,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.018288430735627654,2.55
36,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.025604734066506492,2.6500000000000004
37,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,-0.019870284826685566,2.75
38,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.013752487726537317,2.8500000000000005
39,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-OFC,0.02449497200219275,2.95
40,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.004171290567096944,-0.95
41,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.003530164282964908,-0.8500000000000001
42,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.006039869708976622,-0.75
43,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.009999106747571212,-0.6500000000000001
44,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.022799887747824963,-0.55
45,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.0160196835013341,-0.45
46,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.003009242299507051,-0.35000000000000003
47,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.005084912195881049,-0.25
48,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.022227521007199283,-0.15000000000000002
49,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.00621744464952722,-0.05
50,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.02366465117451094,0.05
51,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.02607355141082322,0.15000000000000002
52,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.004265963439619591,0.25
53,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.008423440591057952,0.35000000000000003
54,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.0146732286109147,0.45
55,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.05304641120077654,0.55
56,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.016948375180727646,0.6500000000000001
57,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.01621980299156083,0.75
58,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.0021928227786174505,0.8500000000000001
59,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.013968808041959976,0.95
60,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.03317589703545852,1.05
61,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,-0.01742511811200703,1.1500000000000001
62,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.034753716759085555,1.25
63,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.024517351530412367,1.35
64,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.014582080916462233,1.4500000000000002
65,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.028305615057180395,1.55
66,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.01649203285979533,1.6500000000000001
67,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.0068825851754573345,1.75
68,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.0352124311865101,1.85
69,15589ad2-9972-445e-bf76-faffbffa56d8,ZFM-03324,2022-04-14,M2-mPFC,0.015567506422068403,1.9500000000000002
