,p_down,time,subject,pid,region
6,0.42000000000000004,0.30000000000000004,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
7,0.42000000000000004,0.5,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
8,0.42000000000000004,0.7000000000000001,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
9,0.45999999999999996,0.9,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
10,0.45999999999999996,1.1,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
11,0.45999999999999996,1.3000000000000003,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
12,0.43999999999999995,1.5,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
13,0.42000000000000004,1.7000000000000002,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
14,0.43999999999999995,1.9,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
15,0.4,2.1,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
16,0.43999999999999995,2.3000000000000003,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
17,0.43999999999999995,2.5,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
18,0.43999999999999995,2.7,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
19,0.5,2.9000000000000004,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
20,0.54,3.1,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
21,0.56,3.3000000000000003,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
22,0.56,3.5,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
23,0.54,3.7,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
24,0.54,3.9000000000000004,ZFM-04820,aa89d1e8-51da-40f6-a215-c9703a6ceb30,Midbrain
0,0.30000000000000004,-0.9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
1,0.4,-0.7000000000000001,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
2,0.36,-0.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
3,0.43999999999999995,-0.30000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
4,0.45999999999999996,-0.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
5,0.52,0.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
6,0.64,0.30000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
7,0.84,0.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
8,0.88,0.7000000000000001,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
9,0.88,0.9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
10,0.9,1.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
11,0.88,1.3000000000000003,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
12,0.86,1.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
13,0.8200000000000001,1.7000000000000002,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
14,0.72,1.9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
15,0.76,2.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
16,0.7,2.3000000000000003,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
17,0.6799999999999999,2.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
18,0.62,2.7,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
19,0.52,2.9000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
20,0.43999999999999995,3.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
21,0.4,3.3000000000000003,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
22,0.36,3.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
23,0.36,3.7,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
24,0.38,3.9000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Amygdala
0,0.94,-0.9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
1,0.72,-0.7000000000000001,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
2,0.74,-0.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
3,0.72,-0.30000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
4,0.76,-0.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
5,0.72,0.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
6,0.7,0.30000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
7,0.62,0.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
8,0.64,0.7000000000000001,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
9,0.62,0.9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
10,0.7,1.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
11,0.76,1.3000000000000003,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
12,0.64,1.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
13,0.78,1.7000000000000002,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
14,0.7,1.9,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
15,0.7,2.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
16,0.8,2.3000000000000003,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
17,0.76,2.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
18,0.6599999999999999,2.7,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
19,0.8,2.9000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
20,0.78,3.1,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
21,0.8200000000000001,3.3000000000000003,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
22,0.72,3.5,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
23,0.8200000000000001,3.7,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
24,0.8200000000000001,3.9000000000000004,ZFM-04820,9a9ee022-80b3-4a88-903f-12f838111818,Hippocampus
0,0.4,-0.9,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
1,0.36,-0.7000000000000001,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
2,0.38,-0.5,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
3,0.42000000000000004,-0.30000000000000004,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
4,0.45999999999999996,-0.1,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
5,0.54,0.1,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
6,0.6799999999999999,0.30000000000000004,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
7,0.8200000000000001,0.5,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
8,0.74,0.7000000000000001,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
9,0.7,0.9,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
10,0.78,1.1,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
11,0.8,1.3000000000000003,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
12,0.76,1.5,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
13,0.8,1.7000000000000002,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
14,0.78,1.9,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
15,0.7,2.1,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
16,0.6799999999999999,2.3000000000000003,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
17,0.62,2.5,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
18,0.64,2.7,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
19,0.48,2.9000000000000004,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
20,0.4,3.1,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
21,0.36,3.3000000000000003,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
22,0.21999999999999997,3.5,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
23,0.28,3.7,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
24,0.26,3.9000000000000004,ZFM-04820,cf08dda8-478f-4292-a06f-4c4dae9f8755,Frontal
0,0.62,-0.9,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
1,0.64,-0.7000000000000001,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
2,0.6599999999999999,-0.5,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
3,0.6599999999999999,-0.30000000000000004,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
4,0.64,-0.1,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
5,0.64,0.1,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
6,0.6599999999999999,0.30000000000000004,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
7,0.6599999999999999,0.5,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
8,0.64,0.7000000000000001,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
9,0.64,0.9,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
10,0.64,1.1,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
11,0.64,1.3000000000000003,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
12,0.6599999999999999,1.5,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
13,0.6599999999999999,1.7000000000000002,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
14,0.64,1.9,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
15,0.64,2.1,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
16,0.6,2.3000000000000003,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
17,0.6,2.5,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
18,0.62,2.7,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
19,0.6,2.9000000000000004,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
20,0.6,3.1,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
21,0.6,3.3000000000000003,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
22,0.62,3.5,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
23,0.62,3.7,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
24,0.62,3.9000000000000004,ZFM-05169,9c5e319e-09e8-4770-a806-46958bb464f1,Midbrain
0,0.43999999999999995,-0.9,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
1,0.42000000000000004,-0.7000000000000001,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
2,0.4,-0.5,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
3,0.4,-0.30000000000000004,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
4,0.43999999999999995,-0.1,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
5,0.42000000000000004,0.1,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
6,0.42000000000000004,0.30000000000000004,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
7,0.42000000000000004,0.5,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
8,0.42000000000000004,0.7000000000000001,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
9,0.43999999999999995,0.9,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
10,0.45999999999999996,1.1,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
11,0.42000000000000004,1.3000000000000003,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
12,0.43999999999999995,1.5,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
13,0.42000000000000004,1.7000000000000002,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
14,0.42000000000000004,1.9,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
15,0.43999999999999995,2.1,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
16,0.42000000000000004,2.3000000000000003,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
17,0.4,2.5,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
18,0.43999999999999995,2.7,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
19,0.43999999999999995,2.9000000000000004,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
20,0.45999999999999996,3.1,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
21,0.45999999999999996,3.3000000000000003,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
22,0.43999999999999995,3.5,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
23,0.43999999999999995,3.7,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
24,0.42000000000000004,3.9000000000000004,ZFM-05169,ab6a0fbd-0c8b-42d5-9e15-8b872c8dd3b5,Midbrain
0,0.34782608695652173,-0.9,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
1,0.3913043478260869,-0.7000000000000001,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
2,0.4347826086956522,-0.5,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
3,0.34782608695652173,-0.30000000000000004,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
4,0.34782608695652173,-0.1,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
5,0.32608695652173914,0.1,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
6,0.5,0.30000000000000004,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
7,0.6304347826086957,0.5,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
8,0.7173913043478262,0.7000000000000001,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
9,0.782608695652174,0.9,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
10,0.8043478260869565,1.1,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
11,0.8043478260869565,1.3000000000000003,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
12,0.7173913043478262,1.5,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
13,0.6739130434782609,1.7000000000000002,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
14,0.4565217391304348,1.9,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
15,0.34782608695652173,2.1,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
16,0.23913043478260865,2.3000000000000003,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
17,0.28260869565217395,2.5,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
18,0.30434782608695654,2.7,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
19,0.21739130434782605,2.9000000000000004,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
20,0.28260869565217395,3.1,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
21,0.32608695652173914,3.3000000000000003,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
22,0.26086956521739135,3.5,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
23,0.23913043478260865,3.7,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
24,0.34782608695652173,3.9000000000000004,ZFM-05169,ace3941b-b1e9-42eb-9a22-44986857adc0,Frontal
