Hz,region,baseline,stim,ratio,subject,date,probe
102.5390625,BC,-269.70624,-273.2078,1.0018367,ZFM-02600,2021-08-28,probe01
102.5390625,Pir,-256.41882,-257.1716,1.0146409,ZFM-02600,2021-08-28,probe01
102.5390625,Str,-266.83215,-268.75986,0.98512,ZFM-02600,2021-08-28,probe01
104.98046875,BC,-272.80798,-277.53375,0.98146427,ZFM-02600,2021-08-28,probe01
104.98046875,Pir,-260.23135,-259.69406,0.9967148,ZFM-02600,2021-08-28,probe01
104.98046875,Str,-270.42303,-273.08356,0.9923819,ZFM-02600,2021-08-28,probe01
107.421875,BC,-275.6642,-275.9751,0.99849814,ZFM-02600,2021-08-28,probe01
107.421875,Pir,-256.34515,-262.2014,0.9838283,ZFM-02600,2021-08-28,probe01
107.421875,Str,-272.63385,-271.89288,1.0006192,ZFM-02600,2021-08-28,probe01
109.86328125,BC,-274.27344,-276.75098,0.9929301,ZFM-02600,2021-08-28,probe01
109.86328125,Pir,-256.24075,-260.80457,1.0060958,ZFM-02600,2021-08-28,probe01
109.86328125,Str,-269.14578,-272.75763,0.9923456,ZFM-02600,2021-08-28,probe01
112.3046875,BC,-277.72784,-276.98132,1.0063562,ZFM-02600,2021-08-28,probe01
112.3046875,Pir,-257.7476,-257.2519,0.98376286,ZFM-02600,2021-08-28,probe01
112.3046875,Str,-269.02237,-273.5259,0.9862483,ZFM-02600,2021-08-28,probe01
114.74609375,BC,-274.01706,-278.67804,1.0016338,ZFM-02600,2021-08-28,probe01
114.74609375,Pir,-254.93318,-261.45105,0.9951201,ZFM-02600,2021-08-28,probe01
114.74609375,Str,-271.8863,-273.0426,0.99988896,ZFM-02600,2021-08-28,probe01
117.1875,BC,-275.3818,-279.69397,0.9975711,ZFM-02600,2021-08-28,probe01
117.1875,Pir,-255.28275,-257.57886,0.9886874,ZFM-02600,2021-08-28,probe01
117.1875,Str,-271.59845,-271.36227,0.99637794,ZFM-02600,2021-08-28,probe01
119.62890625,BC,-278.11917,-281.64096,0.9792295,ZFM-02600,2021-08-28,probe01
119.62890625,Pir,-255.01274,-257.05737,1.0029284,ZFM-02600,2021-08-28,probe01
119.62890625,Str,-272.95697,-271.018,1.0019084,ZFM-02600,2021-08-28,probe01
122.0703125,BC,-277.85535,-280.5794,0.99669755,ZFM-02600,2021-08-28,probe01
122.0703125,Pir,-253.93979,-255.53094,0.9963622,ZFM-02600,2021-08-28,probe01
122.0703125,Str,-271.71658,-270.6959,1.0067589,ZFM-02600,2021-08-28,probe01
124.51171875,BC,-278.49222,-278.15067,1.0014411,ZFM-02600,2021-08-28,probe01
124.51171875,Pir,-255.52014,-258.18478,0.9890645,ZFM-02600,2021-08-28,probe01
124.51171875,Str,-273.5455,-273.31195,0.9989775,ZFM-02600,2021-08-28,probe01
126.953125,BC,-278.53238,-279.70053,0.9949476,ZFM-02600,2021-08-28,probe01
126.953125,Pir,-253.55817,-259.0014,0.9816346,ZFM-02600,2021-08-28,probe01
126.953125,Str,-273.52188,-274.26434,1.0006123,ZFM-02600,2021-08-28,probe01
129.39453125,BC,-280.23227,-279.9426,0.9902659,ZFM-02600,2021-08-28,probe01
129.39453125,Pir,-259.00958,-258.3738,1.0018251,ZFM-02600,2021-08-28,probe01
129.39453125,Str,-271.8989,-274.1383,0.9979149,ZFM-02600,2021-08-28,probe01
131.8359375,BC,-278.28403,-284.47272,0.97969866,ZFM-02600,2021-08-28,probe01
131.8359375,Pir,-257.56644,-254.37332,0.997933,ZFM-02600,2021-08-28,probe01
131.8359375,Str,-273.72955,-275.62558,0.98812276,ZFM-02600,2021-08-28,probe01
134.27734375,BC,-278.313,-284.03995,0.97978926,ZFM-02600,2021-08-28,probe01
134.27734375,Pir,-255.63576,-257.0815,0.9859544,ZFM-02600,2021-08-28,probe01
134.27734375,Str,-275.7876,-275.5666,1.0001801,ZFM-02600,2021-08-28,probe01
136.71875,BC,-281.58136,-280.75238,0.9985776,ZFM-02600,2021-08-28,probe01
136.71875,Pir,-254.7475,-259.37854,0.99963224,ZFM-02600,2021-08-28,probe01
136.71875,Str,-275.82938,-276.80255,0.9958353,ZFM-02600,2021-08-28,probe01
139.16015625,BC,-287.06143,-284.88336,1.0046248,ZFM-02600,2021-08-28,probe01
139.16015625,Pir,-262.0614,-264.6688,1.0040739,ZFM-02600,2021-08-28,probe01
139.16015625,Str,-276.02615,-277.0834,0.99873,ZFM-02600,2021-08-28,probe01
141.6015625,BC,-283.6619,-283.71713,1.0002844,ZFM-02600,2021-08-28,probe01
141.6015625,Pir,-261.92084,-258.85657,1.0111594,ZFM-02600,2021-08-28,probe01
141.6015625,Str,-275.27676,-278.4857,0.9876533,ZFM-02600,2021-08-28,probe01
144.04296875,BC,-282.62738,-286.06796,0.99568623,ZFM-02600,2021-08-28,probe01
144.04296875,Pir,-263.3975,-258.57092,1.0083982,ZFM-02600,2021-08-28,probe01
144.04296875,Str,-276.12482,-277.6386,0.99260026,ZFM-02600,2021-08-28,probe01
146.484375,BC,-282.37082,-282.608,0.99201196,ZFM-02600,2021-08-28,probe01
146.484375,Pir,-267.333,-269.73926,0.998604,ZFM-02600,2021-08-28,probe01
146.484375,Str,-277.09625,-276.2083,0.998526,ZFM-02600,2021-08-28,probe01
148.92578125,BC,-276.01288,-279.87054,0.98760206,ZFM-02600,2021-08-28,probe01
148.92578125,Pir,-262.0183,-271.7708,0.97315806,ZFM-02600,2021-08-28,probe01
148.92578125,Str,-271.5252,-273.13605,0.992159,ZFM-02600,2021-08-28,probe01
151.3671875,BC,-279.94482,-282.0849,0.98832005,ZFM-02600,2021-08-28,probe01
151.3671875,Pir,-267.83148,-268.4525,1.0062561,ZFM-02600,2021-08-28,probe01
151.3671875,Str,-273.40674,-275.8526,0.9882131,ZFM-02600,2021-08-28,probe01
153.80859375,BC,-281.84436,-286.40375,0.9925339,ZFM-02600,2021-08-28,probe01
153.80859375,Pir,-265.522,-271.31464,1.0035796,ZFM-02600,2021-08-28,probe01
153.80859375,Str,-279.3714,-277.80414,0.9994503,ZFM-02600,2021-08-28,probe01
156.25,BC,-280.97394,-285.43594,0.9849827,ZFM-02600,2021-08-28,probe01
156.25,Pir,-266.4191,-270.61816,0.994776,ZFM-02600,2021-08-28,probe01
156.25,Str,-278.5611,-277.65356,0.9961418,ZFM-02600,2021-08-28,probe01
158.69140625,BC,-283.99515,-285.49817,0.9903953,ZFM-02600,2021-08-28,probe01
158.69140625,Pir,-270.5022,-274.29355,0.98822457,ZFM-02600,2021-08-28,probe01
158.69140625,Str,-278.32834,-280.32846,0.9910187,ZFM-02600,2021-08-28,probe01
161.1328125,BC,-282.78967,-285.11905,0.99358743,ZFM-02600,2021-08-28,probe01
161.1328125,Pir,-274.49506,-275.7813,0.9924743,ZFM-02600,2021-08-28,probe01
161.1328125,Str,-279.50293,-279.8743,1.0003973,ZFM-02600,2021-08-28,probe01
163.57421875,BC,-284.88885,-286.54935,0.9977159,ZFM-02600,2021-08-28,probe01
163.57421875,Pir,-274.90512,-272.3241,1.0057232,ZFM-02600,2021-08-28,probe01
163.57421875,Str,-278.51773,-279.20224,1.0045938,ZFM-02600,2021-08-28,probe01
166.015625,BC,-285.5746,-287.89474,0.9949351,ZFM-02600,2021-08-28,probe01
166.015625,Pir,-275.54034,-272.17267,1.0163993,ZFM-02600,2021-08-28,probe01
166.015625,Str,-278.8518,-280.44135,0.99215406,ZFM-02600,2021-08-28,probe01
168.45703125,BC,-286.3061,-288.47412,0.9948329,ZFM-02600,2021-08-28,probe01
168.45703125,Pir,-276.1614,-278.16187,0.9970239,ZFM-02600,2021-08-28,probe01
168.45703125,Str,-279.6504,-282.00485,0.997266,ZFM-02600,2021-08-28,probe01
170.8984375,BC,-286.99414,-290.6283,0.9941173,ZFM-02600,2021-08-28,probe01
170.8984375,Pir,-278.90237,-278.12564,1.0078049,ZFM-02600,2021-08-28,probe01
170.8984375,Str,-278.4927,-281.41147,0.9973265,ZFM-02600,2021-08-28,probe01
173.33984375,BC,-286.54,-290.74414,0.97847694,ZFM-02600,2021-08-28,probe01
173.33984375,Pir,-277.39905,-281.61804,0.992866,ZFM-02600,2021-08-28,probe01
173.33984375,Str,-280.34686,-281.58322,0.99926084,ZFM-02600,2021-08-28,probe01
175.78125,BC,-286.71317,-292.05096,0.9826618,ZFM-02600,2021-08-28,probe01
175.78125,Pir,-279.1251,-281.4571,0.9937286,ZFM-02600,2021-08-28,probe01
175.78125,Str,-280.61792,-282.41266,0.9966805,ZFM-02600,2021-08-28,probe01
178.22265625,BC,-288.33063,-289.18924,1.0021353,ZFM-02600,2021-08-28,probe01
178.22265625,Pir,-279.54593,-278.5921,0.9965274,ZFM-02600,2021-08-28,probe01
178.22265625,Str,-280.49802,-281.55014,0.99663126,ZFM-02600,2021-08-28,probe01
180.6640625,BC,-288.3709,-289.48663,0.99350655,ZFM-02600,2021-08-28,probe01
180.6640625,Pir,-279.4904,-285.25714,0.9785795,ZFM-02600,2021-08-28,probe01
180.6640625,Str,-281.67606,-281.45108,0.9988127,ZFM-02600,2021-08-28,probe01
183.10546875,BC,-288.50064,-292.94003,0.9840696,ZFM-02600,2021-08-28,probe01
183.10546875,Pir,-278.50534,-282.38922,0.989994,ZFM-02600,2021-08-28,probe01
183.10546875,Str,-283.70438,-283.3679,1.0042603,ZFM-02600,2021-08-28,probe01
185.546875,BC,-290.28622,-293.05316,0.9876133,ZFM-02600,2021-08-28,probe01
185.546875,Pir,-278.62903,-282.48306,0.99590284,ZFM-02600,2021-08-28,probe01
185.546875,Str,-283.27295,-283.64713,1.0016171,ZFM-02600,2021-08-28,probe01
187.98828125,BC,-289.0709,-292.49875,0.99109656,ZFM-02600,2021-08-28,probe01
187.98828125,Pir,-278.59106,-280.8586,1.0018246,ZFM-02600,2021-08-28,probe01
187.98828125,Str,-281.15582,-282.04248,0.99575394,ZFM-02600,2021-08-28,probe01
190.4296875,BC,-289.44406,-290.81738,0.99488443,ZFM-02600,2021-08-28,probe01
190.4296875,Pir,-277.18103,-280.1994,0.98614794,ZFM-02600,2021-08-28,probe01
190.4296875,Str,-281.61987,-283.177,0.9945758,ZFM-02600,2021-08-28,probe01
192.87109375,BC,-291.13614,-287.96716,1.005778,ZFM-02600,2021-08-28,probe01
192.87109375,Pir,-281.5547,-283.19006,0.9912449,ZFM-02600,2021-08-28,probe01
192.87109375,Str,-283.298,-283.83847,0.9996749,ZFM-02600,2021-08-28,probe01
195.3125,BC,-289.78967,-291.58572,0.9964012,ZFM-02600,2021-08-28,probe01
195.3125,Pir,-283.88675,-285.85788,0.9893282,ZFM-02600,2021-08-28,probe01
195.3125,Str,-285.62662,-283.59982,1.0049881,ZFM-02600,2021-08-28,probe01
197.75390625,BC,-290.5907,-289.11768,0.99664634,ZFM-02600,2021-08-28,probe01
197.75390625,Pir,-283.4157,-286.63745,0.9807803,ZFM-02600,2021-08-28,probe01
197.75390625,Str,-282.92944,-284.34784,1.0015852,ZFM-02600,2021-08-28,probe01
2.44140625,M2,-215.75708,-219.38936,0.98072547,ZFM-02600,2021-08-28,probe00
2.44140625,ORB,-208.20992,-206.68747,0.9715604,ZFM-02600,2021-08-28,probe00
2.44140625,mPFC,-210.28372,-215.81802,0.98906654,ZFM-02600,2021-08-28,probe00
4.8828125,M2,-216.08832,-221.50693,0.96454793,ZFM-02600,2021-08-28,probe00
4.8828125,ORB,-212.78581,-215.15205,0.990355,ZFM-02600,2021-08-28,probe00
4.8828125,mPFC,-218.12563,-218.34167,0.99767417,ZFM-02600,2021-08-28,probe00
7.32421875,M2,-224.45917,-226.31549,0.98033035,ZFM-02600,2021-08-28,probe00
7.32421875,ORB,-221.28818,-225.0008,0.9780858,ZFM-02600,2021-08-28,probe00
7.32421875,mPFC,-225.13531,-228.06104,0.98576653,ZFM-02600,2021-08-28,probe00
9.765625,M2,-227.9939,-229.99966,0.9867049,ZFM-02600,2021-08-28,probe00
9.765625,ORB,-228.62051,-229.05688,0.9859668,ZFM-02600,2021-08-28,probe00
9.765625,mPFC,-227.36566,-230.04034,0.98598206,ZFM-02600,2021-08-28,probe00
12.20703125,M2,-234.48218,-236.48627,0.9967219,ZFM-02600,2021-08-28,probe00
12.20703125,ORB,-230.68707,-235.30844,0.96509784,ZFM-02600,2021-08-28,probe00
12.20703125,mPFC,-230.52368,-236.40334,0.9824072,ZFM-02600,2021-08-28,probe00
14.6484375,M2,-235.06049,-241.1535,0.96489567,ZFM-02600,2021-08-28,probe00
14.6484375,ORB,-231.20918,-238.39706,0.96402013,ZFM-02600,2021-08-28,probe00
14.6484375,mPFC,-231.69391,-237.02911,0.98315793,ZFM-02600,2021-08-28,probe00
17.08984375,M2,-238.27359,-244.1745,0.98639166,ZFM-02600,2021-08-28,probe00
17.08984375,ORB,-232.36975,-242.21408,0.96828467,ZFM-02600,2021-08-28,probe00
17.08984375,mPFC,-234.4271,-242.59126,0.9719982,ZFM-02600,2021-08-28,probe00
19.53125,M2,-242.65144,-245.74266,0.9899935,ZFM-02600,2021-08-28,probe00
19.53125,ORB,-241.13893,-241.22826,0.9839759,ZFM-02600,2021-08-28,probe00
19.53125,mPFC,-238.13524,-241.4232,0.9862793,ZFM-02600,2021-08-28,probe00
21.97265625,M2,-241.98553,-248.54962,0.9738573,ZFM-02600,2021-08-28,probe00
21.97265625,ORB,-239.80487,-245.00291,0.9670847,ZFM-02600,2021-08-28,probe00
21.97265625,mPFC,-234.82832,-245.44633,0.9674822,ZFM-02600,2021-08-28,probe00
24.4140625,M2,-239.0965,-250.12445,0.96923494,ZFM-02600,2021-08-28,probe00
24.4140625,ORB,-238.07985,-249.56245,0.96994555,ZFM-02600,2021-08-28,probe00
24.4140625,mPFC,-239.04443,-244.01549,0.9744525,ZFM-02600,2021-08-28,probe00
26.85546875,M2,-247.14117,-248.50099,0.98313767,ZFM-02600,2021-08-28,probe00
26.85546875,ORB,-238.56393,-243.04868,0.9835347,ZFM-02600,2021-08-28,probe00
26.85546875,mPFC,-239.55893,-242.76346,1.0018969,ZFM-02600,2021-08-28,probe00
29.296875,M2,-249.6225,-248.65668,1.0019549,ZFM-02600,2021-08-28,probe00
29.296875,ORB,-241.7084,-244.7687,1.0086284,ZFM-02600,2021-08-28,probe00
29.296875,mPFC,-241.59438,-239.67343,1.010962,ZFM-02600,2021-08-28,probe00
31.73828125,M2,-248.8379,-249.13312,1.0008957,ZFM-02600,2021-08-28,probe00
31.73828125,ORB,-242.71143,-248.01825,0.9694207,ZFM-02600,2021-08-28,probe00
31.73828125,mPFC,-241.11603,-244.3879,0.99565184,ZFM-02600,2021-08-28,probe00
34.1796875,M2,-246.16818,-252.26956,0.9939194,ZFM-02600,2021-08-28,probe00
34.1796875,ORB,-244.21613,-251.12022,0.9877442,ZFM-02600,2021-08-28,probe00
34.1796875,mPFC,-246.23141,-248.48279,0.9851589,ZFM-02600,2021-08-28,probe00
36.62109375,M2,-246.53459,-252.93176,0.98295367,ZFM-02600,2021-08-28,probe00
36.62109375,ORB,-243.36473,-248.73755,0.9721736,ZFM-02600,2021-08-28,probe00
36.62109375,mPFC,-245.3885,-247.87325,0.9987211,ZFM-02600,2021-08-28,probe00
39.0625,M2,-252.12273,-253.42194,0.99682826,ZFM-02600,2021-08-28,probe00
39.0625,ORB,-251.39769,-250.55771,0.98279727,ZFM-02600,2021-08-28,probe00
39.0625,mPFC,-247.74701,-248.62413,0.9944086,ZFM-02600,2021-08-28,probe00
41.50390625,M2,-254.8015,-253.75873,1.0041093,ZFM-02600,2021-08-28,probe00
41.50390625,ORB,-247.51294,-251.41806,0.97999537,ZFM-02600,2021-08-28,probe00
41.50390625,mPFC,-251.5548,-248.26079,0.99767387,ZFM-02600,2021-08-28,probe00
43.9453125,M2,-253.29495,-256.2825,0.9902099,ZFM-02600,2021-08-28,probe00
43.9453125,ORB,-249.59058,-248.35008,1.0056809,ZFM-02600,2021-08-28,probe00
43.9453125,mPFC,-248.85434,-252.82166,0.9873994,ZFM-02600,2021-08-28,probe00
46.38671875,M2,-253.68095,-254.3354,0.9900636,ZFM-02600,2021-08-28,probe00
46.38671875,ORB,-249.3325,-251.18848,0.983693,ZFM-02600,2021-08-28,probe00
46.38671875,mPFC,-248.87009,-249.32254,0.9927529,ZFM-02600,2021-08-28,probe00
48.828125,M2,-237.56326,-236.0629,1.0140167,ZFM-02600,2021-08-28,probe00
48.828125,ORB,-234.61331,-236.22897,1.0083402,ZFM-02600,2021-08-28,probe00
48.828125,mPFC,-238.44078,-234.94128,0.9990644,ZFM-02600,2021-08-28,probe00
51.26953125,M2,-236.95728,-237.56163,0.99943966,ZFM-02600,2021-08-28,probe00
51.26953125,ORB,-237.38046,-238.00504,0.99515086,ZFM-02600,2021-08-28,probe00
51.26953125,mPFC,-236.15044,-237.50174,0.9977685,ZFM-02600,2021-08-28,probe00
53.7109375,M2,-255.06555,-254.65872,0.99923414,ZFM-02600,2021-08-28,probe00
53.7109375,ORB,-252.2808,-253.80876,0.9960694,ZFM-02600,2021-08-28,probe00
53.7109375,mPFC,-253.9743,-254.40605,1.0056787,ZFM-02600,2021-08-28,probe00
56.15234375,M2,-254.92006,-257.22098,0.9865596,ZFM-02600,2021-08-28,probe00
56.15234375,ORB,-254.46388,-255.80838,0.98161316,ZFM-02600,2021-08-28,probe00
56.15234375,mPFC,-251.75848,-255.57664,0.99470544,ZFM-02600,2021-08-28,probe00
58.59375,M2,-259.5725,-261.0612,0.9865723,ZFM-02600,2021-08-28,probe00
58.59375,ORB,-257.27795,-253.60611,1.0170019,ZFM-02600,2021-08-28,probe00
58.59375,mPFC,-257.7191,-256.07114,1.0082047,ZFM-02600,2021-08-28,probe00
61.03515625,M2,-259.7932,-261.93353,0.9881917,ZFM-02600,2021-08-28,probe00
61.03515625,ORB,-255.99857,-258.18793,0.9789542,ZFM-02600,2021-08-28,probe00
61.03515625,mPFC,-257.61673,-257.1179,1.0005046,ZFM-02600,2021-08-28,probe00
63.4765625,M2,-260.67783,-262.5108,1.0041043,ZFM-02600,2021-08-28,probe00
63.4765625,ORB,-255.60286,-259.5533,0.99936855,ZFM-02600,2021-08-28,probe00
63.4765625,mPFC,-259.57663,-257.12717,0.99951154,ZFM-02600,2021-08-28,probe00
65.91796875,M2,-259.92255,-260.8556,0.9952788,ZFM-02600,2021-08-28,probe00
65.91796875,ORB,-258.05322,-255.48042,1.0016061,ZFM-02600,2021-08-28,probe00
65.91796875,mPFC,-257.4771,-259.5442,0.99859476,ZFM-02600,2021-08-28,probe00
68.359375,M2,-259.69495,-264.69116,0.98314446,ZFM-02600,2021-08-28,probe00
68.359375,ORB,-257.56976,-259.03455,0.99833965,ZFM-02600,2021-08-28,probe00
68.359375,mPFC,-258.68106,-260.72867,0.99537885,ZFM-02600,2021-08-28,probe00
70.80078125,M2,-262.7108,-263.56238,0.99657875,ZFM-02600,2021-08-28,probe00
70.80078125,ORB,-260.46176,-259.44553,1.0055695,ZFM-02600,2021-08-28,probe00
70.80078125,mPFC,-261.84045,-261.53445,1.0015908,ZFM-02600,2021-08-28,probe00
73.2421875,M2,-264.38507,-263.82687,0.99349177,ZFM-02600,2021-08-28,probe00
73.2421875,ORB,-263.84802,-261.60284,1.0110534,ZFM-02600,2021-08-28,probe00
73.2421875,mPFC,-259.8094,-261.99316,0.990091,ZFM-02600,2021-08-28,probe00
75.68359375,M2,-263.71707,-263.50125,0.99475485,ZFM-02600,2021-08-28,probe00
75.68359375,ORB,-259.38278,-264.11038,0.978845,ZFM-02600,2021-08-28,probe00
75.68359375,mPFC,-257.49652,-263.8304,0.97995925,ZFM-02600,2021-08-28,probe00
78.125,M2,-265.03934,-272.24994,0.9905373,ZFM-02600,2021-08-28,probe00
78.125,ORB,-261.74078,-266.21213,0.9870826,ZFM-02600,2021-08-28,probe00
78.125,mPFC,-264.53073,-267.56134,0.99144167,ZFM-02600,2021-08-28,probe00
80.56640625,M2,-268.63022,-271.8303,0.9923411,ZFM-02600,2021-08-28,probe00
80.56640625,ORB,-264.9081,-265.96994,0.9991808,ZFM-02600,2021-08-28,probe00
80.56640625,mPFC,-264.89957,-267.48947,0.98787,ZFM-02600,2021-08-28,probe00
83.0078125,M2,-268.88943,-269.93744,1.0063144,ZFM-02600,2021-08-28,probe00
83.0078125,ORB,-262.2392,-265.9721,0.9928113,ZFM-02600,2021-08-28,probe00
83.0078125,mPFC,-263.8177,-270.40662,0.98061323,ZFM-02600,2021-08-28,probe00
85.44921875,M2,-268.86227,-268.8419,1.005029,ZFM-02600,2021-08-28,probe00
85.44921875,ORB,-262.18073,-269.66983,0.9668455,ZFM-02600,2021-08-28,probe00
85.44921875,mPFC,-266.69986,-267.76804,0.9999608,ZFM-02600,2021-08-28,probe00
87.890625,M2,-269.65607,-269.67984,1.0052625,ZFM-02600,2021-08-28,probe00
87.890625,ORB,-263.08673,-270.32605,0.97702056,ZFM-02600,2021-08-28,probe00
87.890625,mPFC,-266.67856,-265.95782,1.0067699,ZFM-02600,2021-08-28,probe00
90.33203125,M2,-268.6468,-271.35114,0.9830014,ZFM-02600,2021-08-28,probe00
90.33203125,ORB,-264.84482,-270.98953,0.98640156,ZFM-02600,2021-08-28,probe00
90.33203125,mPFC,-265.4443,-267.0267,0.9926367,ZFM-02600,2021-08-28,probe00
92.7734375,M2,-271.19916,-276.0372,0.9785537,ZFM-02600,2021-08-28,probe00
92.7734375,ORB,-266.4554,-266.1712,1.0014309,ZFM-02600,2021-08-28,probe00
92.7734375,mPFC,-269.03787,-275.06995,0.98449206,ZFM-02600,2021-08-28,probe00
95.21484375,M2,-269.82764,-273.61887,0.9881248,ZFM-02600,2021-08-28,probe00
95.21484375,ORB,-268.13382,-269.29236,1.0022111,ZFM-02600,2021-08-28,probe00
95.21484375,mPFC,-270.98773,-270.87643,0.99543303,ZFM-02600,2021-08-28,probe00
97.65625,M2,-271.71735,-273.86475,0.9957073,ZFM-02600,2021-08-28,probe00
97.65625,ORB,-266.35965,-269.01852,0.9853741,ZFM-02600,2021-08-28,probe00
97.65625,mPFC,-269.1292,-270.95932,0.9918448,ZFM-02600,2021-08-28,probe00
100.09765625,M2,-265.5388,-262.37827,1.0104923,ZFM-02600,2021-08-28,probe00
100.09765625,ORB,-261.3357,-258.60272,1.0235419,ZFM-02600,2021-08-28,probe00
100.09765625,mPFC,-263.7162,-262.8662,1.0068672,ZFM-02600,2021-08-28,probe00
102.5390625,M2,-266.1774,-273.31003,0.9788265,ZFM-02600,2021-08-28,probe00
102.5390625,ORB,-266.53445,-268.99075,0.9909703,ZFM-02600,2021-08-28,probe00
102.5390625,mPFC,-266.82346,-274.1986,0.9901118,ZFM-02600,2021-08-28,probe00
104.98046875,M2,-272.0525,-275.52066,0.99063003,ZFM-02600,2021-08-28,probe00
104.98046875,ORB,-264.76465,-272.5576,0.97758746,ZFM-02600,2021-08-28,probe00
104.98046875,mPFC,-269.4771,-273.26355,0.9931685,ZFM-02600,2021-08-28,probe00
107.421875,M2,-273.80682,-273.89627,0.99528015,ZFM-02600,2021-08-28,probe00
107.421875,ORB,-267.41873,-272.68457,0.98323894,ZFM-02600,2021-08-28,probe00
107.421875,mPFC,-269.2424,-272.38315,0.995328,ZFM-02600,2021-08-28,probe00
109.86328125,M2,-274.72083,-278.05597,0.98990846,ZFM-02600,2021-08-28,probe00
109.86328125,ORB,-267.92572,-271.80414,0.9814102,ZFM-02600,2021-08-28,probe00
109.86328125,mPFC,-273.07773,-272.48834,1.0018457,ZFM-02600,2021-08-28,probe00
112.3046875,M2,-275.6612,-278.6867,0.99025327,ZFM-02600,2021-08-28,probe00
112.3046875,ORB,-271.2811,-273.56686,0.9801062,ZFM-02600,2021-08-28,probe00
112.3046875,mPFC,-273.1335,-275.2017,0.9894899,ZFM-02600,2021-08-28,probe00
114.74609375,M2,-277.52835,-275.70834,1.005285,ZFM-02600,2021-08-28,probe00
114.74609375,ORB,-275.0316,-272.3438,1.0062265,ZFM-02600,2021-08-28,probe00
114.74609375,mPFC,-275.50616,-273.84714,1.0109276,ZFM-02600,2021-08-28,probe00
117.1875,M2,-277.7025,-280.4501,0.9886436,ZFM-02600,2021-08-28,probe00
117.1875,ORB,-273.5648,-275.62802,0.99129313,ZFM-02600,2021-08-28,probe00
117.1875,mPFC,-273.83502,-274.40778,1.0002164,ZFM-02600,2021-08-28,probe00
119.62890625,M2,-277.0136,-281.6209,0.99114466,ZFM-02600,2021-08-28,probe00
119.62890625,ORB,-271.65463,-274.80707,0.981296,ZFM-02600,2021-08-28,probe00
119.62890625,mPFC,-274.249,-276.77365,0.99654305,ZFM-02600,2021-08-28,probe00
122.0703125,M2,-281.1824,-279.94193,1.0102752,ZFM-02600,2021-08-28,probe00
122.0703125,ORB,-275.80054,-276.1047,0.9966563,ZFM-02600,2021-08-28,probe00
122.0703125,mPFC,-275.89532,-275.0615,1.0058687,ZFM-02600,2021-08-28,probe00
124.51171875,M2,-280.3865,-279.02805,0.9937742,ZFM-02600,2021-08-28,probe00
124.51171875,ORB,-275.36554,-274.18835,1.0036925,ZFM-02600,2021-08-28,probe00
124.51171875,mPFC,-276.89673,-276.81125,0.9973546,ZFM-02600,2021-08-28,probe00
126.953125,M2,-282.21313,-281.05182,0.9943013,ZFM-02600,2021-08-28,probe00
126.953125,ORB,-277.26703,-275.6323,0.999211,ZFM-02600,2021-08-28,probe00
126.953125,mPFC,-277.8261,-278.41733,0.99475855,ZFM-02600,2021-08-28,probe00
129.39453125,M2,-280.37213,-284.56174,0.9847675,ZFM-02600,2021-08-28,probe00
129.39453125,ORB,-280.58258,-275.60455,1.0090727,ZFM-02600,2021-08-28,probe00
129.39453125,mPFC,-278.08838,-279.10785,0.9901154,ZFM-02600,2021-08-28,probe00
131.8359375,M2,-282.6572,-281.19705,0.9963965,ZFM-02600,2021-08-28,probe00
131.8359375,ORB,-277.5992,-279.22992,0.99209684,ZFM-02600,2021-08-28,probe00
131.8359375,mPFC,-278.381,-279.5362,0.99742585,ZFM-02600,2021-08-28,probe00
134.27734375,M2,-283.3642,-281.34222,0.9998938,ZFM-02600,2021-08-28,probe00
134.27734375,ORB,-277.38504,-278.16632,0.9970318,ZFM-02600,2021-08-28,probe00
134.27734375,mPFC,-279.2056,-279.71655,0.9945182,ZFM-02600,2021-08-28,probe00
136.71875,M2,-282.63004,-284.3995,0.9912671,ZFM-02600,2021-08-28,probe00
136.71875,ORB,-278.00247,-279.21704,0.991822,ZFM-02600,2021-08-28,probe00
136.71875,mPFC,-278.61127,-281.64856,0.98686486,ZFM-02600,2021-08-28,probe00
139.16015625,M2,-281.77493,-284.83255,0.98741525,ZFM-02600,2021-08-28,probe00
139.16015625,ORB,-276.05756,-277.10678,0.99285233,ZFM-02600,2021-08-28,probe00
139.16015625,mPFC,-277.59573,-282.1978,0.98259175,ZFM-02600,2021-08-28,probe00
141.6015625,M2,-285.303,-284.724,1.0073963,ZFM-02600,2021-08-28,probe00
141.6015625,ORB,-273.86356,-279.6146,0.984034,ZFM-02600,2021-08-28,probe00
141.6015625,mPFC,-276.3558,-280.30267,0.99712473,ZFM-02600,2021-08-28,probe00
144.04296875,M2,-281.55844,-283.1686,0.99782974,ZFM-02600,2021-08-28,probe00
144.04296875,ORB,-278.24524,-277.54105,1.0072135,ZFM-02600,2021-08-28,probe00
144.04296875,mPFC,-279.9461,-279.37045,1.0011615,ZFM-02600,2021-08-28,probe00
146.484375,M2,-284.32468,-286.44492,0.9917681,ZFM-02600,2021-08-28,probe00
146.484375,ORB,-281.06677,-279.0694,0.99477744,ZFM-02600,2021-08-28,probe00
146.484375,mPFC,-279.9531,-278.61893,1.0029546,ZFM-02600,2021-08-28,probe00
148.92578125,M2,-277.05594,-279.40018,0.9785936,ZFM-02600,2021-08-28,probe00
