Hz,region,baseline,stim,ratio,subject,date,probe
107.421875,SN,-277.88013,-278.4721,0.99839693,ZFM-03330,2022-02-16,probe01
109.86328125,MRN,-272.39627,-274.64325,0.9863814,ZFM-03330,2022-02-16,probe01
109.86328125,RSP,-276.7173,-273.48468,1.0031202,ZFM-03330,2022-02-16,probe01
109.86328125,SC,-272.6255,-273.68878,0.99101186,ZFM-03330,2022-02-16,probe01
109.86328125,SN,-276.36713,-278.6568,0.996911,ZFM-03330,2022-02-16,probe01
112.3046875,MRN,-272.87756,-278.05658,0.97892,ZFM-03330,2022-02-16,probe01
112.3046875,RSP,-274.53506,-274.0896,1.0034008,ZFM-03330,2022-02-16,probe01
112.3046875,SC,-271.9274,-275.22095,0.98436004,ZFM-03330,2022-02-16,probe01
112.3046875,SN,-276.7995,-283.1565,0.97773147,ZFM-03330,2022-02-16,probe01
114.74609375,MRN,-278.02557,-276.2831,0.99749196,ZFM-03330,2022-02-16,probe01
114.74609375,RSP,-273.9218,-273.6293,1.0060833,ZFM-03330,2022-02-16,probe01
114.74609375,SC,-272.95895,-274.48047,0.9938873,ZFM-03330,2022-02-16,probe01
114.74609375,SN,-279.67328,-282.1441,0.9938357,ZFM-03330,2022-02-16,probe01
117.1875,MRN,-278.62286,-279.34708,1.0040832,ZFM-03330,2022-02-16,probe01
117.1875,RSP,-275.90598,-274.56467,0.99951935,ZFM-03330,2022-02-16,probe01
117.1875,SC,-274.9651,-274.4944,1.0053217,ZFM-03330,2022-02-16,probe01
117.1875,SN,-282.27557,-282.23383,0.99868274,ZFM-03330,2022-02-16,probe01
119.62890625,MRN,-279.01685,-279.8122,1.0004146,ZFM-03330,2022-02-16,probe01
119.62890625,RSP,-276.987,-274.003,1.0101392,ZFM-03330,2022-02-16,probe01
119.62890625,SC,-275.93408,-276.2277,0.9991714,ZFM-03330,2022-02-16,probe01
119.62890625,SN,-283.83594,-283.96814,1.0089083,ZFM-03330,2022-02-16,probe01
122.0703125,MRN,-278.03528,-276.6394,1.0058358,ZFM-03330,2022-02-16,probe01
122.0703125,RSP,-276.46948,-275.9027,1.0002152,ZFM-03330,2022-02-16,probe01
122.0703125,SC,-276.39215,-276.7115,0.9901784,ZFM-03330,2022-02-16,probe01
122.0703125,SN,-284.08713,-279.23145,1.0195215,ZFM-03330,2022-02-16,probe01
124.51171875,MRN,-277.6574,-278.1842,0.999348,ZFM-03330,2022-02-16,probe01
124.51171875,RSP,-275.43005,-277.95917,0.9908855,ZFM-03330,2022-02-16,probe01
124.51171875,SC,-277.3548,-278.6303,0.99600863,ZFM-03330,2022-02-16,probe01
124.51171875,SN,-283.8194,-282.9765,1.0013682,ZFM-03330,2022-02-16,probe01
126.953125,MRN,-281.9491,-278.39337,1.011754,ZFM-03330,2022-02-16,probe01
126.953125,RSP,-275.19214,-276.9215,0.9933973,ZFM-03330,2022-02-16,probe01
126.953125,SC,-276.23923,-277.10156,1.0008423,ZFM-03330,2022-02-16,probe01
126.953125,SN,-283.26398,-283.28152,0.99835074,ZFM-03330,2022-02-16,probe01
129.39453125,MRN,-277.32886,-279.68616,0.9985202,ZFM-03330,2022-02-16,probe01
129.39453125,RSP,-277.76477,-275.59644,1.0078683,ZFM-03330,2022-02-16,probe01
129.39453125,SC,-277.43268,-276.41052,0.9981786,ZFM-03330,2022-02-16,probe01
129.39453125,SN,-284.9203,-283.1645,1.0098698,ZFM-03330,2022-02-16,probe01
131.8359375,MRN,-278.04794,-281.3805,0.9930515,ZFM-03330,2022-02-16,probe01
131.8359375,RSP,-277.44,-274.9434,1.0089949,ZFM-03330,2022-02-16,probe01
131.8359375,SC,-276.94946,-277.6226,0.9993404,ZFM-03330,2022-02-16,probe01
131.8359375,SN,-283.61746,-282.66443,0.99757564,ZFM-03330,2022-02-16,probe01
134.27734375,MRN,-281.50192,-282.30865,0.99567795,ZFM-03330,2022-02-16,probe01
134.27734375,RSP,-275.34375,-279.71268,0.9853784,ZFM-03330,2022-02-16,probe01
134.27734375,SC,-276.68854,-278.18585,0.9922261,ZFM-03330,2022-02-16,probe01
134.27734375,SN,-284.08844,-285.0559,0.99377656,ZFM-03330,2022-02-16,probe01
136.71875,MRN,-282.28992,-280.52435,1.004207,ZFM-03330,2022-02-16,probe01
136.71875,RSP,-277.4395,-279.1994,0.9924402,ZFM-03330,2022-02-16,probe01
136.71875,SC,-279.432,-278.40408,0.9979662,ZFM-03330,2022-02-16,probe01
136.71875,SN,-286.97437,-286.21106,1.0065334,ZFM-03330,2022-02-16,probe01
139.16015625,MRN,-280.04385,-280.65973,0.9949802,ZFM-03330,2022-02-16,probe01
139.16015625,RSP,-278.41516,-276.94244,1.0040722,ZFM-03330,2022-02-16,probe01
139.16015625,SC,-279.21826,-280.27655,0.9939064,ZFM-03330,2022-02-16,probe01
139.16015625,SN,-287.7113,-283.42712,1.0015683,ZFM-03330,2022-02-16,probe01
141.6015625,MRN,-280.6917,-282.29144,0.99183655,ZFM-03330,2022-02-16,probe01
141.6015625,RSP,-278.64087,-277.95117,1.0034465,ZFM-03330,2022-02-16,probe01
141.6015625,SC,-278.96063,-279.7854,0.9967529,ZFM-03330,2022-02-16,probe01
141.6015625,SN,-285.62823,-285.28537,1.0067847,ZFM-03330,2022-02-16,probe01
144.04296875,MRN,-276.66638,-280.29016,0.9982265,ZFM-03330,2022-02-16,probe01
144.04296875,RSP,-278.87854,-277.30994,1.0030999,ZFM-03330,2022-02-16,probe01
144.04296875,SC,-278.21994,-279.02295,0.999653,ZFM-03330,2022-02-16,probe01
144.04296875,SN,-282.59946,-285.0714,0.9982629,ZFM-03330,2022-02-16,probe01
146.484375,MRN,-278.0177,-281.63342,0.98824275,ZFM-03330,2022-02-16,probe01
146.484375,RSP,-278.63556,-279.1905,0.99756104,ZFM-03330,2022-02-16,probe01
146.484375,SC,-277.76703,-280.79218,0.9941778,ZFM-03330,2022-02-16,probe01
146.484375,SN,-281.62173,-284.28928,0.99427223,ZFM-03330,2022-02-16,probe01
148.92578125,MRN,-278.91754,-279.67114,0.9915667,ZFM-03330,2022-02-16,probe01
148.92578125,RSP,-273.87384,-276.18915,0.9866594,ZFM-03330,2022-02-16,probe01
148.92578125,SC,-276.47415,-277.31073,1.0015728,ZFM-03330,2022-02-16,probe01
148.92578125,SN,-279.14178,-281.14417,0.99743485,ZFM-03330,2022-02-16,probe01
151.3671875,MRN,-277.4946,-280.85706,0.9819029,ZFM-03330,2022-02-16,probe01
151.3671875,RSP,-275.52777,-277.84555,0.99192095,ZFM-03330,2022-02-16,probe01
151.3671875,SC,-276.79083,-277.93573,0.99584484,ZFM-03330,2022-02-16,probe01
151.3671875,SN,-282.20828,-285.33154,0.99830604,ZFM-03330,2022-02-16,probe01
153.80859375,MRN,-281.17706,-282.77652,0.9919721,ZFM-03330,2022-02-16,probe01
153.80859375,RSP,-281.88214,-283.78864,0.99288267,ZFM-03330,2022-02-16,probe01
153.80859375,SC,-281.3545,-280.20288,1.0077059,ZFM-03330,2022-02-16,probe01
153.80859375,SN,-286.47794,-286.81293,0.9966465,ZFM-03330,2022-02-16,probe01
156.25,MRN,-283.50677,-284.98358,0.99357045,ZFM-03330,2022-02-16,probe01
156.25,RSP,-280.80145,-282.43036,1.0032029,ZFM-03330,2022-02-16,probe01
156.25,SC,-282.04962,-279.02618,1.0072315,ZFM-03330,2022-02-16,probe01
156.25,SN,-289.49298,-289.23877,0.99654347,ZFM-03330,2022-02-16,probe01
158.69140625,MRN,-282.417,-285.82385,0.99083877,ZFM-03330,2022-02-16,probe01
158.69140625,RSP,-280.9718,-282.16473,0.9932456,ZFM-03330,2022-02-16,probe01
158.69140625,SC,-280.76288,-281.07867,1.0059979,ZFM-03330,2022-02-16,probe01
158.69140625,SN,-287.4137,-290.38995,0.99959886,ZFM-03330,2022-02-16,probe01
161.1328125,MRN,-284.575,-284.3513,1.0001493,ZFM-03330,2022-02-16,probe01
161.1328125,RSP,-281.71722,-281.73462,0.9952432,ZFM-03330,2022-02-16,probe01
161.1328125,SC,-283.1211,-282.698,1.0048482,ZFM-03330,2022-02-16,probe01
161.1328125,SN,-287.1049,-291.24228,0.99960756,ZFM-03330,2022-02-16,probe01
163.57421875,MRN,-285.20804,-286.69073,0.9933764,ZFM-03330,2022-02-16,probe01
163.57421875,RSP,-283.02838,-281.34253,1.008791,ZFM-03330,2022-02-16,probe01
163.57421875,SC,-283.16467,-284.12625,1.0000829,ZFM-03330,2022-02-16,probe01
163.57421875,SN,-289.8136,-290.5041,0.997612,ZFM-03330,2022-02-16,probe01
166.015625,MRN,-282.8451,-284.08078,0.9942101,ZFM-03330,2022-02-16,probe01
166.015625,RSP,-281.00085,-281.63254,0.9997215,ZFM-03330,2022-02-16,probe01
166.015625,SC,-283.3159,-282.3819,1.0037928,ZFM-03330,2022-02-16,probe01
166.015625,SN,-287.09247,-287.33063,1.0033281,ZFM-03330,2022-02-16,probe01
168.45703125,MRN,-282.69012,-286.0983,0.999529,ZFM-03330,2022-02-16,probe01
168.45703125,RSP,-282.60785,-281.53497,0.9998436,ZFM-03330,2022-02-16,probe01
168.45703125,SC,-282.3197,-282.47336,0.9981513,ZFM-03330,2022-02-16,probe01
168.45703125,SN,-290.45477,-288.77704,1.0062578,ZFM-03330,2022-02-16,probe01
170.8984375,MRN,-283.78326,-285.63098,0.99456084,ZFM-03330,2022-02-16,probe01
170.8984375,RSP,-282.96622,-281.9754,1.0014257,ZFM-03330,2022-02-16,probe01
170.8984375,SC,-281.65704,-282.76694,0.99875236,ZFM-03330,2022-02-16,probe01
170.8984375,SN,-289.25952,-287.1662,1.0070722,ZFM-03330,2022-02-16,probe01
173.33984375,MRN,-286.23956,-282.92047,1.0062653,ZFM-03330,2022-02-16,probe01
173.33984375,RSP,-280.22736,-283.23135,0.9910736,ZFM-03330,2022-02-16,probe01
173.33984375,SC,-281.40265,-282.2439,1.0017068,ZFM-03330,2022-02-16,probe01
173.33984375,SN,-287.20355,-287.8042,0.9985647,ZFM-03330,2022-02-16,probe01
175.78125,MRN,-284.6593,-283.53473,1.0087976,ZFM-03330,2022-02-16,probe01
175.78125,RSP,-282.7926,-283.0624,0.99986804,ZFM-03330,2022-02-16,probe01
175.78125,SC,-283.68652,-284.58612,1.0001124,ZFM-03330,2022-02-16,probe01
175.78125,SN,-289.28754,-289.84567,1.0078293,ZFM-03330,2022-02-16,probe01
178.22265625,MRN,-284.03918,-284.73007,1.006814,ZFM-03330,2022-02-16,probe01
178.22265625,RSP,-284.24908,-283.91785,0.9994027,ZFM-03330,2022-02-16,probe01
178.22265625,SC,-282.97876,-283.5417,0.9974264,ZFM-03330,2022-02-16,probe01
178.22265625,SN,-291.82608,-289.07825,1.0078968,ZFM-03330,2022-02-16,probe01
180.6640625,MRN,-285.93692,-284.87445,1.009341,ZFM-03330,2022-02-16,probe01
180.6640625,RSP,-286.20312,-285.23383,1.0055475,ZFM-03330,2022-02-16,probe01
180.6640625,SC,-284.06744,-282.84256,0.9994691,ZFM-03330,2022-02-16,probe01
180.6640625,SN,-292.27423,-289.68372,1.0085405,ZFM-03330,2022-02-16,probe01
183.10546875,MRN,-285.51096,-287.46344,0.99324894,ZFM-03330,2022-02-16,probe01
183.10546875,RSP,-285.19092,-285.003,1.0022864,ZFM-03330,2022-02-16,probe01
183.10546875,SC,-283.7552,-283.99396,0.9961843,ZFM-03330,2022-02-16,probe01
183.10546875,SN,-290.7439,-292.0403,0.9999337,ZFM-03330,2022-02-16,probe01
185.546875,MRN,-286.7834,-285.70837,0.99940336,ZFM-03330,2022-02-16,probe01
185.546875,RSP,-285.4475,-284.17096,0.99840516,ZFM-03330,2022-02-16,probe01
185.546875,SC,-282.64862,-284.33734,1.0015814,ZFM-03330,2022-02-16,probe01
185.546875,SN,-289.66275,-290.96857,1.0054963,ZFM-03330,2022-02-16,probe01
187.98828125,MRN,-286.1151,-284.05328,1.0045065,ZFM-03330,2022-02-16,probe01
187.98828125,RSP,-286.34735,-285.8329,1.001966,ZFM-03330,2022-02-16,probe01
187.98828125,SC,-285.24005,-284.8711,1.005101,ZFM-03330,2022-02-16,probe01
187.98828125,SN,-289.64862,-292.45844,0.9942665,ZFM-03330,2022-02-16,probe01
190.4296875,MRN,-284.42303,-285.82434,0.9968011,ZFM-03330,2022-02-16,probe01
190.4296875,RSP,-286.59232,-284.50525,1.0057358,ZFM-03330,2022-02-16,probe01
190.4296875,SC,-284.5119,-284.07007,0.9986638,ZFM-03330,2022-02-16,probe01
190.4296875,SN,-292.038,-290.12634,1.004342,ZFM-03330,2022-02-16,probe01
192.87109375,MRN,-286.38882,-286.74808,0.99351925,ZFM-03330,2022-02-16,probe01
192.87109375,RSP,-285.63733,-284.39075,1.0022849,ZFM-03330,2022-02-16,probe01
192.87109375,SC,-284.33572,-285.92517,0.9976593,ZFM-03330,2022-02-16,probe01
192.87109375,SN,-291.28802,-292.30804,1.0004525,ZFM-03330,2022-02-16,probe01
195.3125,MRN,-285.25528,-285.9748,1.0081834,ZFM-03330,2022-02-16,probe01
195.3125,RSP,-285.99078,-284.89532,1.0015788,ZFM-03330,2022-02-16,probe01
195.3125,SC,-285.4533,-286.21222,0.9995035,ZFM-03330,2022-02-16,probe01
195.3125,SN,-293.9315,-291.9247,1.0030811,ZFM-03330,2022-02-16,probe01
197.75390625,MRN,-281.1405,-281.2848,0.9950415,ZFM-03330,2022-02-16,probe01
197.75390625,RSP,-281.80728,-281.01767,1.0030854,ZFM-03330,2022-02-16,probe01
197.75390625,SC,-279.84943,-281.31543,0.9942354,ZFM-03330,2022-02-16,probe01
197.75390625,SN,-281.8047,-285.7837,0.9870964,ZFM-03330,2022-02-16,probe01
2.44140625,M2,-221.38704,-217.215,1.0229602,ZFM-03330,2022-02-16,probe00
2.44140625,mPFC,-214.50412,-210.31598,1.0165303,ZFM-03330,2022-02-16,probe00
4.8828125,M2,-220.94592,-222.14246,1.0062935,ZFM-03330,2022-02-16,probe00
4.8828125,mPFC,-221.10019,-215.61325,1.0313907,ZFM-03330,2022-02-16,probe00
7.32421875,M2,-226.65102,-230.40248,0.9671025,ZFM-03330,2022-02-16,probe00
7.32421875,mPFC,-226.00937,-224.38808,1.0016679,ZFM-03330,2022-02-16,probe00
9.765625,M2,-231.00659,-236.97656,0.9818152,ZFM-03330,2022-02-16,probe00
9.765625,mPFC,-225.85886,-233.86966,0.9802581,ZFM-03330,2022-02-16,probe00
12.20703125,M2,-234.9544,-237.59079,0.9714496,ZFM-03330,2022-02-16,probe00
12.20703125,mPFC,-233.24559,-235.67819,0.98771286,ZFM-03330,2022-02-16,probe00
14.6484375,M2,-230.92902,-239.74106,0.97199214,ZFM-03330,2022-02-16,probe00
14.6484375,mPFC,-235.55206,-238.48415,0.985782,ZFM-03330,2022-02-16,probe00
17.08984375,M2,-237.12619,-241.15048,0.99701655,ZFM-03330,2022-02-16,probe00
17.08984375,mPFC,-236.67715,-242.31827,0.98427093,ZFM-03330,2022-02-16,probe00
19.53125,M2,-237.22595,-243.10486,0.9800259,ZFM-03330,2022-02-16,probe00
19.53125,mPFC,-240.16438,-242.67563,0.9972557,ZFM-03330,2022-02-16,probe00
21.97265625,M2,-240.74196,-241.2965,1.0037763,ZFM-03330,2022-02-16,probe00
21.97265625,mPFC,-242.43637,-241.11313,0.9993024,ZFM-03330,2022-02-16,probe00
24.4140625,M2,-240.95901,-244.49956,1.003923,ZFM-03330,2022-02-16,probe00
24.4140625,mPFC,-243.79172,-243.67621,1.0061162,ZFM-03330,2022-02-16,probe00
26.85546875,M2,-241.3787,-243.05571,0.9839829,ZFM-03330,2022-02-16,probe00
26.85546875,mPFC,-246.4018,-246.21526,1.0036656,ZFM-03330,2022-02-16,probe00
29.296875,M2,-247.06873,-242.49197,1.0060794,ZFM-03330,2022-02-16,probe00
29.296875,mPFC,-247.02583,-247.71375,0.998768,ZFM-03330,2022-02-16,probe00
31.73828125,M2,-243.10245,-243.63019,0.9871795,ZFM-03330,2022-02-16,probe00
31.73828125,mPFC,-248.31287,-251.21538,0.98551893,ZFM-03330,2022-02-16,probe00
34.1796875,M2,-244.35071,-245.76456,1.0013821,ZFM-03330,2022-02-16,probe00
34.1796875,mPFC,-252.19336,-248.22504,1.0098488,ZFM-03330,2022-02-16,probe00
36.62109375,M2,-247.73816,-247.26831,0.9991628,ZFM-03330,2022-02-16,probe00
36.62109375,mPFC,-251.06197,-249.46149,1.0079987,ZFM-03330,2022-02-16,probe00
39.0625,M2,-246.13968,-248.92633,0.9889854,ZFM-03330,2022-02-16,probe00
39.0625,mPFC,-250.7916,-251.01053,1.0014415,ZFM-03330,2022-02-16,probe00
41.50390625,M2,-248.7467,-249.96115,0.9929565,ZFM-03330,2022-02-16,probe00
41.50390625,mPFC,-251.97836,-250.13416,1.0174241,ZFM-03330,2022-02-16,probe00
43.9453125,M2,-249.73293,-250.15378,0.9957496,ZFM-03330,2022-02-16,probe00
43.9453125,mPFC,-253.0194,-250.90292,1.00543,ZFM-03330,2022-02-16,probe00
46.38671875,M2,-248.41742,-250.25922,1.0088239,ZFM-03330,2022-02-16,probe00
46.38671875,mPFC,-252.9034,-251.39594,1.0179362,ZFM-03330,2022-02-16,probe00
48.828125,M2,-237.44287,-236.93878,1.0100086,ZFM-03330,2022-02-16,probe00
48.828125,mPFC,-238.96307,-239.37622,0.9949457,ZFM-03330,2022-02-16,probe00
51.26953125,M2,-239.8253,-239.89546,0.99946404,ZFM-03330,2022-02-16,probe00
51.26953125,mPFC,-239.51996,-239.11505,0.99405247,ZFM-03330,2022-02-16,probe00
53.7109375,M2,-251.20059,-255.52502,0.9869744,ZFM-03330,2022-02-16,probe00
53.7109375,mPFC,-255.6148,-256.79205,0.99783903,ZFM-03330,2022-02-16,probe00
56.15234375,M2,-254.07501,-253.7773,1.0014997,ZFM-03330,2022-02-16,probe00
56.15234375,mPFC,-260.56232,-254.63365,1.0134261,ZFM-03330,2022-02-16,probe00
58.59375,M2,-252.72826,-256.332,0.9836607,ZFM-03330,2022-02-16,probe00
58.59375,mPFC,-257.8534,-257.24887,1.0056587,ZFM-03330,2022-02-16,probe00
61.03515625,M2,-254.0498,-255.70297,1.006463,ZFM-03330,2022-02-16,probe00
61.03515625,mPFC,-258.22278,-257.20923,0.99988973,ZFM-03330,2022-02-16,probe00
63.4765625,M2,-257.21094,-256.6687,1.0052845,ZFM-03330,2022-02-16,probe00
63.4765625,mPFC,-261.28723,-260.46646,0.99908435,ZFM-03330,2022-02-16,probe00
65.91796875,M2,-258.0601,-256.6107,1.0074933,ZFM-03330,2022-02-16,probe00
65.91796875,mPFC,-260.86743,-260.1656,0.9993286,ZFM-03330,2022-02-16,probe00
68.359375,M2,-258.28848,-257.06436,1.0055747,ZFM-03330,2022-02-16,probe00
68.359375,mPFC,-262.90158,-262.28687,1.0119,ZFM-03330,2022-02-16,probe00
70.80078125,M2,-257.6861,-259.4472,0.99812347,ZFM-03330,2022-02-16,probe00
70.80078125,mPFC,-263.65247,-263.04364,1.0030355,ZFM-03330,2022-02-16,probe00
73.2421875,M2,-258.86285,-258.05112,1.0048845,ZFM-03330,2022-02-16,probe00
73.2421875,mPFC,-263.24072,-262.70892,0.99841547,ZFM-03330,2022-02-16,probe00
75.68359375,M2,-256.2254,-260.4749,0.99344206,ZFM-03330,2022-02-16,probe00
75.68359375,mPFC,-265.53308,-265.95975,1.0029044,ZFM-03330,2022-02-16,probe00
78.125,M2,-258.3946,-260.8194,0.9950025,ZFM-03330,2022-02-16,probe00
78.125,mPFC,-262.9364,-268.03522,0.98764706,ZFM-03330,2022-02-16,probe00
80.56640625,M2,-262.55264,-263.0247,0.9989123,ZFM-03330,2022-02-16,probe00
80.56640625,mPFC,-265.66498,-267.5355,0.99930906,ZFM-03330,2022-02-16,probe00
83.0078125,M2,-259.87738,-259.689,1.0059161,ZFM-03330,2022-02-16,probe00
83.0078125,mPFC,-268.52917,-266.58575,1.0122082,ZFM-03330,2022-02-16,probe00
85.44921875,M2,-260.59967,-261.5945,0.99443936,ZFM-03330,2022-02-16,probe00
85.44921875,mPFC,-266.80725,-265.0287,1.0028379,ZFM-03330,2022-02-16,probe00
87.890625,M2,-262.67938,-263.33545,1.002626,ZFM-03330,2022-02-16,probe00
87.890625,mPFC,-270.3192,-269.10278,1.0027452,ZFM-03330,2022-02-16,probe00
90.33203125,M2,-260.6914,-264.93146,0.98321897,ZFM-03330,2022-02-16,probe00
90.33203125,mPFC,-269.98572,-270.5553,1.0051785,ZFM-03330,2022-02-16,probe00
92.7734375,M2,-263.62466,-263.55392,0.999208,ZFM-03330,2022-02-16,probe00
92.7734375,mPFC,-270.8888,-269.9552,1.0049915,ZFM-03330,2022-02-16,probe00
95.21484375,M2,-266.25687,-266.18484,1.0067562,ZFM-03330,2022-02-16,probe00
95.21484375,mPFC,-273.7373,-272.01752,1.0017745,ZFM-03330,2022-02-16,probe00
97.65625,M2,-263.80634,-265.83582,1.0017129,ZFM-03330,2022-02-16,probe00
97.65625,mPFC,-270.9523,-269.47592,1.0030434,ZFM-03330,2022-02-16,probe00
100.09765625,M2,-262.51862,-261.8638,1.0063347,ZFM-03330,2022-02-16,probe00
100.09765625,mPFC,-263.7165,-262.92972,1.0002568,ZFM-03330,2022-02-16,probe00
102.5390625,M2,-267.79205,-267.59143,0.989406,ZFM-03330,2022-02-16,probe00
102.5390625,mPFC,-271.6211,-273.34366,1.0035042,ZFM-03330,2022-02-16,probe00
104.98046875,M2,-264.82416,-270.01556,0.99375963,ZFM-03330,2022-02-16,probe00
104.98046875,mPFC,-275.08527,-272.60803,1.0090907,ZFM-03330,2022-02-16,probe00
107.421875,M2,-268.95642,-269.06262,0.9886483,ZFM-03330,2022-02-16,probe00
107.421875,mPFC,-274.94434,-274.20004,0.9918638,ZFM-03330,2022-02-16,probe00
109.86328125,M2,-270.3239,-269.46497,0.9918338,ZFM-03330,2022-02-16,probe00
109.86328125,mPFC,-276.41336,-275.2602,1.0018921,ZFM-03330,2022-02-16,probe00
112.3046875,M2,-266.9418,-268.9533,0.9919137,ZFM-03330,2022-02-16,probe00
112.3046875,mPFC,-277.93848,-275.9934,1.0129955,ZFM-03330,2022-02-16,probe00
114.74609375,M2,-269.03485,-271.1305,0.99380624,ZFM-03330,2022-02-16,probe00
114.74609375,mPFC,-278.06808,-278.21747,1.0019404,ZFM-03330,2022-02-16,probe00
117.1875,M2,-269.86612,-271.70547,0.9885796,ZFM-03330,2022-02-16,probe00
117.1875,mPFC,-276.70312,-277.8761,0.99678415,ZFM-03330,2022-02-16,probe00
119.62890625,M2,-272.42117,-268.57574,1.0038321,ZFM-03330,2022-02-16,probe00
119.62890625,mPFC,-279.30225,-278.86035,1.008189,ZFM-03330,2022-02-16,probe00
122.0703125,M2,-270.38666,-270.21533,0.99989295,ZFM-03330,2022-02-16,probe00
122.0703125,mPFC,-282.14252,-278.62854,1.0096967,ZFM-03330,2022-02-16,probe00
124.51171875,M2,-270.0258,-271.589,0.9972151,ZFM-03330,2022-02-16,probe00
124.51171875,mPFC,-282.11304,-278.46686,1.0162562,ZFM-03330,2022-02-16,probe00
126.953125,M2,-274.42993,-270.61462,1.0024502,ZFM-03330,2022-02-16,probe00
126.953125,mPFC,-281.88684,-279.15173,1.0079002,ZFM-03330,2022-02-16,probe00
129.39453125,M2,-275.73657,-273.31436,1.0028132,ZFM-03330,2022-02-16,probe00
129.39453125,mPFC,-281.5011,-278.328,1.0162549,ZFM-03330,2022-02-16,probe00
131.8359375,M2,-270.8957,-274.98233,0.9865732,ZFM-03330,2022-02-16,probe00
131.8359375,mPFC,-280.36462,-281.00946,1.0000076,ZFM-03330,2022-02-16,probe00
134.27734375,M2,-270.84094,-276.7588,0.9841536,ZFM-03330,2022-02-16,probe00
134.27734375,mPFC,-283.02716,-280.7121,1.0026164,ZFM-03330,2022-02-16,probe00
136.71875,M2,-272.14636,-273.67932,0.9912703,ZFM-03330,2022-02-16,probe00
136.71875,mPFC,-282.37906,-281.54962,0.9982581,ZFM-03330,2022-02-16,probe00
139.16015625,M2,-273.87122,-275.491,0.99576735,ZFM-03330,2022-02-16,probe00
139.16015625,mPFC,-281.9027,-282.80286,0.9925132,ZFM-03330,2022-02-16,probe00
141.6015625,M2,-273.06384,-275.4909,0.99495006,ZFM-03330,2022-02-16,probe00
141.6015625,mPFC,-282.65076,-282.9459,0.9981313,ZFM-03330,2022-02-16,probe00
144.04296875,M2,-274.08417,-275.38028,1.0050824,ZFM-03330,2022-02-16,probe00
144.04296875,mPFC,-284.46973,-282.56766,1.0064708,ZFM-03330,2022-02-16,probe00
146.484375,M2,-276.3606,-274.7813,1.0065691,ZFM-03330,2022-02-16,probe00
146.484375,mPFC,-282.63965,-284.42572,0.9931283,ZFM-03330,2022-02-16,probe00
148.92578125,M2,-273.31854,-271.5702,1.0133243,ZFM-03330,2022-02-16,probe00
148.92578125,mPFC,-279.62555,-280.40814,1.0040815,ZFM-03330,2022-02-16,probe00
151.3671875,M2,-275.01874,-272.73294,1.0130024,ZFM-03330,2022-02-16,probe00
151.3671875,mPFC,-279.4751,-280.20248,1.0050371,ZFM-03330,2022-02-16,probe00
153.80859375,M2,-276.76288,-276.69135,0.9962052,ZFM-03330,2022-02-16,probe00
153.80859375,mPFC,-282.93414,-286.1615,0.9915417,ZFM-03330,2022-02-16,probe00
156.25,M2,-278.6443,-277.50815,1.0027068,ZFM-03330,2022-02-16,probe00
156.25,mPFC,-286.98413,-285.09442,1.0026253,ZFM-03330,2022-02-16,probe00
158.69140625,M2,-277.59027,-278.86078,1.0041131,ZFM-03330,2022-02-16,probe00
158.69140625,mPFC,-284.3993,-283.8642,1.0057173,ZFM-03330,2022-02-16,probe00
161.1328125,M2,-277.2782,-279.26788,0.9944159,ZFM-03330,2022-02-16,probe00
161.1328125,mPFC,-286.66373,-284.30307,1.0026373,ZFM-03330,2022-02-16,probe00
163.57421875,M2,-276.19995,-279.02667,0.9895716,ZFM-03330,2022-02-16,probe00
163.57421875,mPFC,-286.7456,-285.6971,1.0013409,ZFM-03330,2022-02-16,probe00
166.015625,M2,-275.42664,-278.37006,0.9990161,ZFM-03330,2022-02-16,probe00
166.015625,mPFC,-286.79874,-287.62335,0.99738127,ZFM-03330,2022-02-16,probe00
168.45703125,M2,-277.7837,-279.92468,0.9898594,ZFM-03330,2022-02-16,probe00
168.45703125,mPFC,-287.91254,-287.35608,0.99595225,ZFM-03330,2022-02-16,probe00
170.8984375,M2,-277.64426,-280.1717,0.99292123,ZFM-03330,2022-02-16,probe00
170.8984375,mPFC,-285.55518,-288.10333,0.99284524,ZFM-03330,2022-02-16,probe00
173.33984375,M2,-279.3214,-280.5984,1.0040132,ZFM-03330,2022-02-16,probe00
173.33984375,mPFC,-286.63794,-288.31995,0.99571747,ZFM-03330,2022-02-16,probe00
175.78125,M2,-278.05316,-278.92444,0.9991125,ZFM-03330,2022-02-16,probe00
175.78125,mPFC,-288.55655,-288.00116,0.99968576,ZFM-03330,2022-02-16,probe00
178.22265625,M2,-277.09494,-280.36844,0.9905092,ZFM-03330,2022-02-16,probe00
178.22265625,mPFC,-289.74268,-289.2896,1.0047903,ZFM-03330,2022-02-16,probe00
180.6640625,M2,-280.17285,-280.77313,0.9995645,ZFM-03330,2022-02-16,probe00
180.6640625,mPFC,-289.7447,-290.14807,0.99779665,ZFM-03330,2022-02-16,probe00
183.10546875,M2,-281.4759,-280.72617,1.0070584,ZFM-03330,2022-02-16,probe00
183.10546875,mPFC,-289.54044,-289.5287,1.0005728,ZFM-03330,2022-02-16,probe00
185.546875,M2,-279.49014,-280.00977,1.0009143,ZFM-03330,2022-02-16,probe00
185.546875,mPFC,-290.17828,-287.3689,1.0072141,ZFM-03330,2022-02-16,probe00
