,r,r_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0,-0.011355432340172366,-0.010409487303643728,-0.9,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
1,-0.012615386679439762,-0.011669441642911125,-0.7000000000000001,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
2,0.005128349325169794,0.0060742943616984325,-0.5,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
3,0.011569888167085214,0.012515833203613852,-0.30000000000000004,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
4,0.002542856344713927,0.003488801381242566,-0.1,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
5,-0.012893083441623316,-0.011947138405094678,0.1,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
6,0.0010005982251886983,0.0019465432617173368,0.30000000000000004,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
7,0.03948143783041057,0.040427382866939206,0.5,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
8,0.00487922561811028,0.005825170654638919,0.7000000000000001,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
9,0.046807301629426444,0.04775324666595508,0.9,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
10,0.032891560968000506,0.033837506004529144,1.1,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
11,0.07137170632241754,0.07231765135894619,1.3000000000000003,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
12,0.052617179100155766,0.053563124136684404,1.5,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
13,-0.02619620475099012,-0.025250259714461484,1.7000000000000002,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
14,0.037048271459262726,0.037994216495791364,1.9,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
15,0.016179634204072712,0.01712557924060135,2.1,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
16,-0.02849940880276856,-0.027553463766239922,2.3000000000000003,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
17,0.05408021946413864,0.05502616450066728,2.5,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
18,0.000792244407889625,0.0017381894444182635,2.7,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
19,0.02167423675974109,0.022620181796269727,2.9000000000000004,Amygdala,Hippocampus,Amygdala-Hippocampus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
20,0.009892126087974575,0.0170279291882954,-0.9,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
21,-0.051728134092472206,-0.04459233099215138,-0.7000000000000001,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
22,-0.014769079773968309,-0.007633276673647483,-0.5,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
23,0.043235212892243184,0.05037101599256401,-0.30000000000000004,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
24,-0.022309140615381372,-0.015173337515060547,-0.1,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
25,0.016770299365776464,0.02390610246609729,0.1,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
26,-0.0754739146288695,-0.06833811152854867,0.30000000000000004,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
27,0.025725564661821205,0.03286136776214203,0.5,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
28,-0.039164434078166076,-0.03202863097784525,0.7000000000000001,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
