pid,eid,probe,subject,neuron_id,regions,dist_soma,theta,phi,spread,v_above,v_below,type
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1397,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.5999999865889558,-0.5999999865889507,NS
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1396,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,-0.02999999932944773,-0.29999999329447724,RS2
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1222,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1380,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.3103448206494594,0.5999999865889593,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1367,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.29999999329447863,-0.003749999916180969,NS
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1348,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,-1.4999999664723773,-0.8999999798834386,NS
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1302,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.1999999955296533,-0.0039473683328220726,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1295,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.36923076097781604,0.8999999798834267,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1243,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.4999999888241301,0.48888887796136854,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1248,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.899999979883431,0.39999999105930323,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1252,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.8999999798834204,0.8999999798834325,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1267,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.5357142737401384,1.29125327416606e-14,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1270,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,1.0363636436787609,0.5999999865889533,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1275,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.5999999865889565,0.8999999798834093,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1368,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.0857142837984222,-0.003749999916180969,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1368,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1228,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1243,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1396,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1397,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1411,VISa2/3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1637,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1291,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.899999979883432,-0.39999999105930284,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1242,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.8999999798834326,0.5999999865889578,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1367,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1348,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1302,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1295,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1242,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1291,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1275,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1270,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1228,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.49999998882412744,-6.82109580964835e-15,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1222,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.1,0.899999979883426,0.3857142770928972,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1219,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,-0.8999999798834417,-1.19999997317791,NS
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1215,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.1,0.5999999865889527,0.2999999932944831,RS1
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1206,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,1.0714285474802792,-0.5999999865889517,RS2
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1267,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1252,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1248,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1284,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
366c7c11-5509-443f-b07b-dabc9dcfd53e,73fa004c-eac3-4b34-997a-9b4268990474,probe00,ZFM-04820,1284,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.5999999865889547,-1.1227591078180169e-14,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,366,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.5999999865889496,0.5999999865889533,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,562,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,557,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,555,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,554,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,553,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,552,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,551,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,402,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,389,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,383,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,382,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,379,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,377,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,376,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,375,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,373,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,372,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,370,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,369,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,367,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,366,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,364,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,376,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.23076922561113664,-0.3999999910593022,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,375,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.23684209996932423,0.617647045018037,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,373,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.0037499999161809683,0.29999999329447735,RS2
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,372,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.5999999865889524,-0.29999999329447974,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,369,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.4999999888241301,-1.2625562425900329e-14,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,367,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.3999999910593032,0.8999999798834266,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,559,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,560,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,562,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.4999999888241301,-0.1285714256976339,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,564,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,624,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.29999999329447863,-0.29999999329447724,RS2
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,623,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.27692307073336403,-0.10909090665253456,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,621,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.2769230707333635,0.399999991059301,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,618,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,1.199999973177904,0.29999999329447957,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,564,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.5999999865889473,0.5999999865889558,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,560,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.1,0.2999999932944793,-0.0076923075203712155,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,557,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.08,0.899999979883432,-0.003846153760185609,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,364,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.08,0.8999999798834322,-0.0036585365035911887,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,554,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.21068701819154098,5.887198607506224e-16,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,553,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.5999999865889565,0.8999999798834267,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,552,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.3857142770928966,0.03157894666257657,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,555,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.08,0.29999999329447863,-0.449999989941716,RS2
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,402,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04],15.0,180.0,0.06,-0.5999999865889507,0.5999999865889558,RS2
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,617,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,551,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.36206895742437006,-0.3999999910593019,RS1
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,621,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,623,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,618,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
32be7608-6d32-4c8e-af5e-beb298ba8c73,7ab26936-81b3-482d-a60f-538e2e325f1e,probe00,ZFM-03330,377,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.8999999798834204,-0.2999999932944791,RS1
