,Unnamed: 0,r,r_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
66,66.0,0.0182869599805757,0.0240190458640482,1.65,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
67,67.0,0.0070780750315254,0.0128101609149979,1.75,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
68,68.0,-0.0502221153401094,-0.0444900294566369,1.85,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
69,69.0,0.0622516127164076,0.0679836985998801,1.95,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
70,70.0,0.0066542314512498,0.0123863173347223,2.05,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
71,71.0,-0.0128545638097801,-0.0071224779263076,2.1500000000000004,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
72,72.0,0.0090499614408123,0.0147820473242848,2.25,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
73,73.0,0.0307138688868646,0.0364459547703372,2.3500000000000005,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
74,74.0,0.0114498090067617,0.0171818948902342,2.45,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
75,75.0,-0.0026928306492522,0.0030392552342202,2.55,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
76,76.0,-0.0285699798451215,-0.022837893961649,2.6500000000000004,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
77,77.0,-0.0591081771194517,-0.0533760912359792,2.75,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
78,78.0,-0.0099972233646689,-0.0042651374811964,2.8500000000000005,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
79,79.0,0.1133079351914871,0.1190400210749596,2.95,Amygdala,Thalamus,Amygdala-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
80,80.0,0.0590299998471638,0.0460758768411386,-0.95,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
81,81.0,-0.0267736874098859,-0.0397278104159112,-0.8500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
82,82.0,0.0715096540215583,0.058555531015533,-0.75,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
83,83.0,0.0516798360333333,0.038725713027308,-0.6500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
84,84.0,-0.0296134062668832,-0.0425675292729085,-0.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
85,85.0,0.0494328424912656,0.0364787194852403,-0.45,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
86,86.0,0.0564162735698246,0.0434621505637994,-0.35,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
87,87.0,-0.0507697879155284,-0.0637239109215537,-0.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
88,88.0,-0.0272214063313497,-0.040175529337375,-0.15,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
89,89.0,-0.0241490879792456,-0.0371032109852709,-0.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
90,90.0,0.0425104500419744,0.0295563270359491,0.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
91,91.0,0.0788773433586067,0.0659232203525814,0.15,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
92,92.0,0.0131401829827586,0.0001860599767333,0.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
93,93.0,0.0197737760164144,0.0068196530103891,0.35,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
94,94.0,0.0204206567587454,0.0074665337527202,0.45,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
95,95.0,-0.0390582386406875,-0.0520123616467128,0.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
96,96.0,0.0723423302374735,0.0593882072314482,0.6500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
97,97.0,0.0264379128584079,0.0134837898523827,0.75,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
98,98.0,0.0602179954937592,0.0472638724877339,0.8500000000000001,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
99,99.0,-0.0035408772226316,-0.0164950002286569,0.95,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
100,100.0,0.0494345643389498,0.0364804413329246,1.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
101,101.0,0.0396929390343429,0.0267388160283176,1.15,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
102,102.0,0.0097126783087399,-0.0032414446972852,1.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
103,103.0,-0.0163435984280482,-0.0292977214340735,1.35,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
104,104.0,0.0711978474943361,0.0582437244883108,1.4500000000000002,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
105,105.0,0.0081833933506932,-0.004770729655332,1.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
106,106.0,-0.0234776511656006,-0.0364317741716259,1.65,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
107,107.0,0.0332093072301777,0.0202551842241524,1.75,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
108,108.0,0.0535876299372971,0.0406335069312719,1.85,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
109,109.0,0.0798369661997422,0.0668828431937169,1.95,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
110,110.0,0.0087451108934441,-0.004209012112581,2.05,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
111,111.0,-0.0120548316366886,-0.0250089546427139,2.1500000000000004,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
112,112.0,-0.0889791624945865,-0.1019332855006118,2.25,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
113,113.0,0.0265489252429391,0.0135948022369138,2.3500000000000005,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
114,114.0,0.020945476619165,0.0079913536131397,2.45,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
115,115.0,0.0362822179058323,0.0233280948998071,2.55,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
116,116.0,0.0155262348687403,0.002572111862715,2.6500000000000004,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
117,117.0,0.0373291587632198,0.0243750357571945,2.75,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
118,118.0,-0.0234010745630462,-0.0363551975690715,2.8500000000000005,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
