subject,date,eid,time,n_neurons,pca_dist,pca_dist_spont,pop_dist_opto,pca1,pca2,pca3,pca1_spont,pca2_spont,pca3_spont
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.55,43,5.0606612589084445,3.2316214913970205,9.49852299974604,-0.002034945069765348,-3.971965898689303,1.2827441396060282,1.602413352089906,0.9698939667234284,0.3158291154881384
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.53,43,5.840131722502252,2.896743934538098,11.99738055949143,-0.5067872347936796,-5.043960093985041,1.8495323978262082,0.5733699682683258,0.5101593309391885,0.4108550701895383
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.51,43,5.117883919751006,2.8099779517171366,13.13365032419189,-0.5413424494453928,-4.364082970227525,1.8975146665260516,-1.501251397728817,0.27594072608138065,0.4299969598125417
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.49,43,3.473245147228194,2.845492704062263,11.775580606667528,-0.5555000445802007,-2.7730158767019852,1.0118805434479041,-2.66220237270813,0.6760558319831889,0.22764968604447325
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.47,43,2.562322495728916,2.9681920187548574,9.396721243257222,-0.45306281228498557,-1.2879660026575535,-0.07904058343498672,-2.3149349121955067,0.7079499792542163,0.9235505554154334
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.45,43,2.194481026020516,3.6974378663726477,7.617494749186794,-0.4030605425098614,-0.1208788479230973,-0.24443060642716913,-2.2879463961291093,0.6034274924540622,1.3101213695828542
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.43,43,2.2207035255444363,5.234010001854975,8.604533361573523,-0.6428356805244979,0.6167674876911028,-0.306053611289135,-2.9417375605246963,0.9324905114114064,0.06608296086134405
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.41000000000000003,43,3.2683098641368384,5.1852513646081775,8.344323482071777,-0.9107920565129518,0.7882561871400607,-0.6165583394068018,-2.7939977818383888,1.4996296724290026,-0.24062304806978208
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.39,43,3.794218635054638,3.858939205824993,7.543813298988362,-1.136334122533469,1.0536353626928519,-0.48884140562829514,-1.9853239250322567,1.8056969741188913,0.7357780752160528
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.37,43,2.6860915806622288,2.4028371400885047,7.264445801321406,-1.486028013834105,0.9777859108705723,-0.3363878907765426,-1.6846941148287218,1.7499045969852836,1.246096174772694
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.35,43,2.577336148702794,2.526383656168538,6.920674817571796,-1.517895402477238,0.22322790801163894,-0.26087743446254347,-2.5721052893183365,1.3427026730103044,1.454955758697316
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.33,43,2.587828704543472,3.996336672098487,6.989034631198711,-1.4995125255827095,-0.8658352567256032,-0.43388962816074306,-3.6906845036628138,0.8454613255978185,1.9860697319344092
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.31,43,2.8154126029033817,4.879114286498878,7.900641935346729,-1.823114773812519,-1.6029512325185495,-1.3507383371215789,-4.151907455491627,0.18631409760811635,2.680643171343367
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.29000000000000004,43,2.7497294332467974,6.2192432512813305,6.145599262363525,-1.6063758435879676,-1.4559555213514994,-1.9327921850663814,-4.1299210397065425,-0.5792192357666017,3.911523016222344
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.27,43,2.9695638496609043,6.9803480244819,7.052021462246045,-0.7175756094305684,-1.6979156568234375,-1.2215420051004104,-3.1917963276142824,-0.6828268507058178,5.257396075621097
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.25,43,3.406976670720075,6.8092750125336465,9.210869224224172,-0.44980983123520457,-1.998108363219394,-0.13749918935464284,-1.125170682524504,0.45553964416431714,6.233214624872336
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.22999999999999998,43,2.7295488291723005,6.189391418673841,6.8651948443661315,-0.7402680947791948,-1.1468052780560205,0.2237246533921437,0.39947390616960066,1.1185553630692326,6.413488735641551
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.21000000000000002,43,3.076155286357684,5.197116976960497,5.858948333523969,-0.1304346704277427,-0.18606451992075712,-0.20192417145459976,0.5467748739393433,1.1740609287949118,5.54325558096036
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.19,43,4.488116789896718,3.849199356807478,8.74035941388153,0.8187768876296256,-0.18239578229208464,-0.5837757458599471,0.7519271431347452,1.4372036415399987,3.3827230438805906
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.16999999999999998,43,4.478620252589128,3.589935037504151,7.80823730033022,0.1657357141236088,-0.6216026324248685,-0.41482252932329056,1.4310244710663458,1.3530359446891964,1.5079714625029443
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.15000000000000002,43,3.887797105079535,4.3775978340489345,7.883832747304892,-0.8980821834159993,-1.0937226822443744,-0.7447867357707096,1.9034608344251058,1.0030026144982138,1.4672093884647195
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.13,43,3.6583814181210483,5.62675295806503,7.968261891120871,-0.8834212089192095,-1.8359296569123111,-1.4188003541052856,2.801856911305663,0.87591090167892,1.8060949139734603
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.11,43,3.6570674519692283,6.002733391576601,8.971362388828346,-0.5665962950468765,-2.5714530526019406,-1.6635319254634324,3.578942824082473,0.832256404559472,1.3735772541527524
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.09,43,3.5022417342346004,5.502492559778294,9.57820922283979,-0.5595925022995625,-2.603050081767842,-1.8875882790580796,3.547434041009361,0.8182717799149865,0.23492486623384604
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.07,43,3.5106929997713046,5.550050798823889,7.373233021676525,-0.8041240511732196,-2.4265885785291283,-2.01549819800486,3.5866244881963776,0.8733955941825486,-0.6907786309022653
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.05,43,4.218602540372756,5.49862492696589,8.108276707839142,-0.7557123129855159,-2.9278690465261836,-2.0746215873743385,3.7172539109085347,1.4491335636687812,-0.9142686156977944
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.03,43,4.687431901788241,4.57792797234672,10.222161070821759,-0.22556818389564556,-3.2308591724142843,-1.6872066684034466,2.834846627961462,1.758455852881924,-0.24941297713519534
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,-0.01,43,4.64177614643833,3.340812248394275,12.974285764458765,-0.4309374311004792,-2.4128839221498337,-0.7782019731089493,1.2934312341917105,1.2561942691163994,0.5369262093228825
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.01,43,4.383606178366095,2.99622966549097,12.718823135029494,-1.1743939023660543,-1.2276549676360133,-0.08762590186252829,0.29344063736895876,1.0432593376067645,0.6834191474698296
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.03,43,3.4076491956405954,3.1109028652553263,10.838208085126295,-1.6886314042075858,-0.38711742969689483,0.4865747258952295,0.31898737328794147,1.7637280343112078,0.35020344567745826
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.05,43,2.7677546714979364,3.6402250012172512,10.332457145353136,-1.8614705982283348,0.8934721333524057,0.3563064288723225,0.12157332901322088,1.7962855405968265,0.3555836183841981
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.07,43,3.9173888161718113,4.0881062124179435,11.870570364774979,-1.5541396747033152,2.529273158415493,-0.5874524981979129,-0.12852967198458998,0.8940049125674778,0.09598745114633071
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.09,43,5.316246470871527,3.7391842598758616,12.8286312164352,-1.062685587607556,3.553506400272879,-0.8363800569177968,0.28641321039307077,1.153027745516923,-0.17252184804503112
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.11,43,5.776212280952267,4.200109849798952,13.009103664676335,-0.9509441346083903,2.6463059869288936,-1.3255940901969903,0.9806594676290162,1.940135422557558,0.3475803791899962
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.13,43,5.348984322466085,5.101099456591137,11.410110399717402,-0.6750955873224728,0.4629478906204105,-2.215594998125189,1.6718485007063697,2.61569925310149,0.6270235704050913
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.15000000000000002,43,5.1720624838889755,5.399431322871127,12.773559670065863,0.3794212067472647,-1.6988510938461265,-2.8654566705840585,2.7845657595549085,3.1252899106445176,0.49651727719915334
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.16999999999999998,43,5.816772000041919,6.000712778950187,16.68560005001253,1.193167065053483,-2.87130501734931,-3.3771444514575073,3.3893502354292853,3.4113099622881937,0.2812783249208169
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.19,43,5.709472728536665,6.167876330353579,14.921802178705537,0.8722058289907947,-2.015128926596539,-2.705521365603951,2.8745616360899775,3.5535827536861624,0.031812591596072394
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.21000000000000002,43,4.846123311780044,4.488507161100423,11.549203163843266,0.8671709868129748,0.03264092170702283,-1.2362048882839618,1.3892501035723397,2.3765069879826766,-0.08901325882152972
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.22999999999999998,43,4.9774509074699544,3.478803023753467,12.485791671749475,1.6218954377892871,1.6451611378289785,-1.0884991848458556,-1.3516359247831402,0.47544222178073525,-0.06981112321051776
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.25,43,5.551333241463467,4.847804506273901,13.134758675062184,1.8119182263199511,2.6879838250077808,-1.904933116525549,-3.994379907871277,-0.3822507607542629,0.07307277020884581
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.27,43,5.454725954229747,5.1087116164686055,12.87652510151154,1.6475123647755638,2.428190665214423,-2.581789938290708,-4.912392486572678,-0.2304000885226453,0.15784974317556638
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.29000000000000004,43,5.401708996075197,4.733437910855537,12.964288378348824,1.8351226061370318,0.8044332784726173,-2.684145076761422,-3.771574955833836,-0.6159609025491404,0.5563516791985218
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.31,43,5.524332927461919,5.3927835822091446,14.136868290480896,1.4888557258705175,-1.4970015539955994,-3.000888013660015,-1.1455734279494105,-1.3313078709356843,0.9054078307619773
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.33,43,5.983881731799853,5.664882741700151,14.752209013798053,0.6932911847220566,-3.4638210273929224,-3.7833276512932392,1.3307059877552663,-1.05405579435297,0.718045723677333
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.35,43,6.148707580465063,5.675148026280689,12.622133032232203,0.22931258218974168,-3.98625950838439,-4.069966957424396,3.306859504193036,-0.14100625884002307,0.23078240872763126
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.37,43,6.194490839140381,7.655055902687111,12.071391257420197,0.829738893849454,-3.7350418014796305,-4.041038748528534,4.5954149754200655,0.1672211295267427,-0.9938705182446207
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.39,43,6.985012867385437,7.399293343989392,14.028694281550239,1.6605882927129696,-4.002063932064099,-3.8782390063087093,4.517922071776792,0.3442501909375752,-1.8560416844133418
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.41000000000000003,43,7.051342682853649,6.663839313164699,15.679006553742646,1.674392477725485,-3.9711267353754858,-3.1387927214825786,4.448070177028751,0.5580561360580828,-1.3316087450747838
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.43,43,6.429158938914588,6.507525085784749,14.45174212460589,1.6598095134493431,-2.832802057115982,-2.2330115559394894,4.848827622711546,0.12311847031290807,-0.36258313451851354
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.45,43,5.838993004980209,6.49231340382725,13.1614955969504,1.9946388845333516,-1.19801469432234,-1.2887429843642502,4.3750358421219,-0.8945575899165741,0.3767790452156041
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.47,43,5.011552863266145,7.422385554143865,13.185464567551879,1.3861961165005396,-0.5220301776920607,-0.6822515582761087,2.543768696478066,-1.7987657727430442,1.1651035388504984
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.49,43,4.851359710913463,8.038270776326142,14.238639250445955,0.9243971617016973,-0.49935594064345035,-1.1256871116377627,0.37618345456077684,-2.394647928002362,1.3146323012308245
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.51,43,5.209227892038165,7.141175517237476,16.606958261967012,1.8548064944699407,-0.877253783747274,-1.2117037517852187,-0.9496361543722923,-3.0541663811943103,0.4468289132138782
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.53,43,6.200675796738843,6.217678059495502,20.48945656078337,3.1281199383489713,-1.1549360381105298,-0.3565701955685861,-0.6600514966127673,-3.223846238014326,-0.7182918133829733
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.55,43,7.339951765274742,5.330413670507236,21.064268511746892,3.67226491382566,-0.943312667318694,0.2302846570283051,0.6196908834129238,-2.696140361012166,-1.0075018581850064
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.5700000000000001,43,6.9236872997434995,5.000942545970186,18.331100577553116,3.0129041467230087,-0.3466208181141336,0.4582904546447203,1.4869024706408986,-2.0087909776422666,-1.0253614698425788
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.59,43,5.850545659187015,4.622923038467852,16.42048678601346,2.4500403317097756,0.7161908885499647,-0.407451696839196,1.311213033141805,-1.1249197638033188,-1.3164374589937755
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.61,43,6.317699163516766,3.6598680758823425,16.654053174542305,2.8054667679023018,1.872159600210924,-1.2055721093021547,-0.12991053573666217,-0.23528366653640204,-0.8012600813982357
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.63,43,6.346195807964151,3.1616103920254006,16.028654355862404,3.225029277718582,1.7376693208241845,-0.8370028205116921,-1.445974695677403,0.02758560634510158,0.23068045508018947
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.65,43,5.545569390259168,4.432956463568317,14.826534192421917,3.4407761089437643,0.29526473951001736,-0.346444369338316,-1.2928219656153266,0.4070618746860169,0.6556255577890531
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.67,43,5.6638650782530755,5.879706296854479,15.486572947358637,3.7400677441779537,-1.0415927624733399,-0.11268112746991167,-0.5492151037709122,1.6434262763919196,0.30793417791170574
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.6900000000000001,43,6.610126313291657,4.84960064491765,16.778910819793225,4.102553358917353,-2.1094321327830685,0.6568871129297573,0.7860027376773928,1.8455089297273333,0.023562217819152464
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.71,43,7.946546209377341,4.80766084187624,19.973446998195108,4.688113293953675,-3.262647054081878,1.789732617424333,2.6079713402091773,0.8763418792603084,0.0071777597424470254
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.73,43,8.803192984753608,5.529482882600808,22.431443901777577,5.887416356736757,-2.886193577414082,2.134387692439339,2.725702701757144,0.059431855288152216,-0.3651967157216872
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.75,43,8.74559703558784,5.431236556254091,21.68200671329553,6.534252660523033,-1.323722269597232,1.6561721111941483,2.02510635314383,-0.41397848128526604,-0.7697985105682247
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.77,43,7.785685492958563,5.974647725561571,18.856583982571447,5.90619920601092,0.18235499515898174,0.8575533479137177,2.1456748984474094,-1.248761087097364,-1.1307450548961842
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.79,43,7.028589774350848,5.977455347832372,15.995030689159774,5.32941330492045,1.632203536578457,0.2843369810306464,1.8879159108685886,-1.8383092095614457,-1.221083433113862
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.81,43,6.761950030632976,5.160422773277298,16.020181620217762,4.9317821879358705,1.9970947252017779,0.38784162799506783,0.8249606875528094,-1.6944568721718147,-0.8032371041549472
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.8300000000000001,43,6.907646023149455,4.955367905849099,16.67086466455432,4.7936028270110205,0.8008253422230879,0.6146626107376268,-0.048775390072777786,-2.0922503884334644,-0.3138316870098239
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.85,43,7.658850913265569,5.003548458956769,16.94818574424106,4.762862116697285,-0.3769559026275317,0.6885192694278444,0.45071587067392854,-2.541574866816456,0.6446975117074197
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.87,43,8.782513976618556,5.029232823035535,16.80996831474417,4.836584135458378,0.21658005813103473,-0.039432040413882985,0.7412939150230754,-2.026010143345995,0.9067217955450029
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.89,43,8.502849662515057,4.175306930807329,15.725724144584792,4.499378014451843,1.4978491477184355,-0.416856394829574,-0.8565196784669867,-1.1406897536003542,0.6393887354631685
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.91,43,7.237580506329612,4.377574267450103,15.751259225062963,4.353101427307005,2.0410495960030492,-0.11939109462289213,-2.4890091055747465,-0.7129327153266616,0.9543611225905078
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.93,43,7.033654133888393,5.000286856518651,16.578458752304613,4.7924505155178325,2.129152157290085,-0.1917902710709809,-2.107410592179496,-0.6053567682402712,0.9655606920737483
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.95,43,6.917255852235153,4.07721113972027,16.937271844996978,4.887102528686219,1.8504209715124849,0.07542490509068416,-0.6214457787470743,-0.16745249150013164,0.6250812757347595
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.97,43,6.98451591399564,3.9440321397855387,17.47910239918012,5.076625895461931,1.3223414127047015,0.585123957353478,0.15662571265665748,-0.3969725658414643,0.42611667175556556
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,0.99,43,7.139597746906367,4.970717258955296,17.60806596546564,5.384506483034067,0.03671007915595423,0.2914008489446802,-0.8530937269276784,-1.4976733736037915,-0.21213747466182728
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,1.01,43,7.0350832993110055,5.500621878336591,17.415769391250958,4.962326977703113,-1.6232310331421718,0.07311895232896294,-2.5971852237295434,-1.7925772987098432,-0.4160360178769714
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,1.03,43,6.956861633043848,4.252459055196627,16.585234369766507,4.225193052646363,-2.396301361900107,0.8740150077226977,-2.9045463816876596,-1.0184118565346834,0.3471378154238291
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,1.05,43,6.44669547975613,4.099166224632249,15.733993206887229,3.948989569473885,-1.823366435815393,0.9564862917516945,-2.249188186476187,-0.3974146709032245,1.016629475626447
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,1.07,43,6.15984089745658,4.5925989270528325,15.049848512658796,4.35310852245392,-0.3685042776156687,-0.5471491915190196,-2.037958000829161,-0.39637716981016763,1.1586346120708098
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,1.09,43,6.9834911531551445,4.343495738903093,15.483071255550387,5.0100199505283225,0.5766708397370327,-1.8284027578094908,-1.0836323911523253,-0.6555316970541041,1.117857746913463
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,1.11,43,7.171316263553796,4.1417336259922175,16.44747374465536,5.119793340004868,0.7197601396900349,-2.5349106514314825,0.41751197725609884,-1.0546948141585086,0.19562298517260154
ZFM-04080,2022-07-06,08371a0c-22d9-4f6e-ac22-c15788b39180,1.1300000000000001,43,6.927743332156692,4.383995326842218,17.370619645255715,4.749638788650912,0.4096114068745667,-2.8871525174252755,0.31840565131914944,-1.4735647364524456,-0.8578863333029658
