subject,date,pid,time,n_neurons,pca_dist
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.08,134,0.23221336148907634
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.1,134,0.20619908253367578
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.12,134,0.6699956981924738
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.14,134,1.0682238097888959
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.16,134,1.0647403287568429
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.18,134,0.8775042708281047
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.2,134,0.46526837542744853
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.22,134,0.3145788660972189
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.24,134,0.25182116883691813
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.2600000000000002,134,0.4011516063434973
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.2800000000000002,134,1.6388686709381637
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.3,134,1.9498582641806133
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.3200000000000003,134,0.7461256312839631
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.34,134,0.27577930875903767
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.36,134,0.8227593043744156
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.38,134,0.32826631829516295
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.4,134,1.6839560122679371
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.42,134,2.175830640321849
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.44,134,0.9716085623496054
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.46,134,0.8836733940826081
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.48,134,0.9046970406283614
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.5,134,0.7398768408973958
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.52,134,0.5874948610866567
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.54,134,0.9576790606319668
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.56,134,0.22249875252533843
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.58,134,1.2108974561224641
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.6,134,0.7450376158255173
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.62,134,1.1211599515423656
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.64,134,0.789821030371401
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.66,134,0.7668547130799765
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.68,134,1.2438500080319792
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.7,134,0.6094662288180661
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.72,134,2.0465014960787324
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.74,134,1.2355823050655221
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.7600000000000002,134,0.84723762384255
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.7800000000000002,134,0.8855373218171143
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.8,134,1.5426125743706784
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.8200000000000003,134,1.8607127014309657
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.84,134,1.66916780019733
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.86,134,1.3773997332058618
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.88,134,1.190693124972322
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.9,134,1.1308939818797148
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.92,134,0.6031312714962263
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.94,134,0.596429176017355
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.96,134,0.6103129162390504
ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,2.98,134,0.8414523722109456
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.98,67,0.17014190286381817
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.96,67,0.5894056508051497
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.94,67,0.8115377837308657
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.92,67,1.5934446334345391
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.9,67,1.0901133634708673
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.88,67,0.36517990596171196
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.86,67,1.1435467684814038
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.8400000000000001,67,1.7557722116794836
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.8200000000000001,67,1.2963488882138179
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.8,67,2.725888556346656
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.78,67,1.502120089047299
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.76,67,0.9958340073498322
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.74,67,1.1526566077324047
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.72,67,0.8220221940506672
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.7,67,1.4044362523390947
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.68,67,1.113674957763727
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.66,67,0.16382481885383615
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.64,67,0.6983655670183437
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.62,67,1.5942072792421291
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.6,67,2.0673583960810165
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.5800000000000001,67,1.3627959389873436
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.56,67,1.244897285862833
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.54,67,0.746991744874754
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.52,67,0.5896484227111118
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.5,67,1.6565327077402807
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.48,67,1.4553700097074584
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.45999999999999996,67,0.24522688281691607
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.44,67,0.8254214928914809
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.42000000000000004,67,1.0045803347079398
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.4,67,0.33803771676979305
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.38,67,0.6083879761645126
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.36,67,0.9654328785549281
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.33999999999999997,67,0.7404878266638331
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.32,67,0.42326804016661
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.30000000000000004,67,0.1133174440311841
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.28,67,0.6396123520918958
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.26,67,0.23603176994376351
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.24,67,0.7443271119745748
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.22,67,1.074222438930083
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.2,67,1.5302178684361036
ZFM-04122,2022-05-12,09249aa4-006c-4aa9-b86a-215da86e1778,-0.18,67,0.5573615776534115
