index,subject,date,pid,probe,region,time,n_neurons,pca1,pca2,pca3
33,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.33,44,-4.022453791108483,-0.3365992022618692,-0.5440710036344717
34,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.31,44,-4.1409997012848425,0.8936868781643547,-1.2432883260220675
35,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.29000000000000004,44,-3.5443469958369116,2.6473172845991737,-1.7766464837148945
36,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.27,44,-2.552734455910825,3.834885918479081,-2.1959170021569854
37,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.25,44,-2.0681094569732235,4.538334309061726,-2.494564122388099
38,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.22999999999999998,44,-2.364491342398601,5.251854479831307,-1.6547603086768867
39,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.21000000000000002,44,-2.9578650104046904,5.568274068977112,-0.1302718739917403
40,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.19,44,-2.5273193420894935,3.9687125170403337,0.8911726245713835
41,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.16999999999999998,44,-1.627012209701394,2.02349610886769,1.0128170355547057
42,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.15000000000000002,44,-1.532856610593048,2.0071843667687848,0.6220796526342011
43,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.13,44,-1.3048999550861853,2.928138720539078,0.3883592180231391
44,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.11,44,-0.4939928232617851,2.996331191537171,1.0962361923487818
45,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.09,44,-1.1518936360352203,2.095408274454615,2.23514099104206
46,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.07,44,-2.015434677162155,1.1737840477246908,2.1509413366239603
47,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.05,44,-1.8971456453363935,0.6317252854027653,1.2408329251984906
48,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.03,44,-2.4003258396846414,1.2171050626969502,0.20557118935764307
49,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,-0.01,44,-2.509210293423079,2.1800784873809556,-0.36072685153354234
50,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.01,44,-1.0908152920876502,2.2940861011953424,0.2661772845257353
51,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.03,44,0.5104699823996552,1.7141214697924747,1.2648223869254758
52,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.05,44,0.7700490424759959,0.5725074122777635,1.7776282374576056
53,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.07,44,0.16538317213380538,-0.6680300967465091,1.664554553016485
54,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.09,44,-0.23949817079110644,-1.855165264653921,1.2544506373234088
55,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.11,44,-0.21698962345284944,-2.769946650245,0.8308362803719067
56,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.13,44,0.050113753151460876,-2.3061130718491145,1.265005627419401
57,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.15000000000000002,44,-0.1495303083361342,-0.7691368537211617,1.718371603790179
58,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.16999999999999998,44,-0.8643027120689705,0.4858192292378273,1.750425616276919
59,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.19,44,-1.3075460631978633,0.7417701546879775,1.869642745152019
60,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.21000000000000002,44,-1.367982478456504,-0.13228171490984358,1.8658361753199335
61,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.22999999999999998,44,-1.4280571344878692,-1.2268142556840587,2.2696575625377884
62,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.25,44,-1.394606928682207,-1.6489106813167766,2.71367311927466
63,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.27,44,-1.3459990591715518,-1.256574632048146,2.6625219905228037
64,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.29000000000000004,44,-1.1312700259822397,-0.7640312350451635,2.647123379430192
65,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.31,44,-0.5897542328695937,-0.9871694474763679,2.395053887798786
66,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.33,44,0.00323733550198212,-1.1203446441106675,2.102964641087234
67,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.35,44,0.36553702769978036,-0.5970485894922027,1.593531294784394
68,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.37,44,0.793307640213405,-0.009048792531239322,0.18781664092505462
69,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.39,44,1.0040348560469263,0.3865029066910243,-0.261860024307708
70,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.41000000000000003,44,0.6219141467063556,0.5916292028562437,0.47034488377670164
71,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.43,44,0.10207435758166607,-0.2996150849883751,0.9463744900605161
72,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.45,44,-0.5634173874517014,-1.0006738472557892,1.3568792922875814
73,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.47,44,-0.20145469386359624,-0.9361050394753757,1.1046277437853582
74,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.49,44,1.2998650590426888,-0.8104791638565795,0.46606786778595893
75,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.51,44,3.3379928713505254,-0.7199640901742949,0.4992751405136813
76,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.53,44,4.76509887009259,0.16175884410274274,0.5230285338125413
77,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.55,44,4.058306621127406,1.2634058915312996,0.09814124872285498
78,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.5700000000000001,44,2.835948592038431,2.2335705369778918,-0.7616425386447494
79,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.59,44,2.7831434037528675,2.154780289428189,-1.0044944292336744
80,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.61,44,3.4468648828618544,1.0258682547101332,0.1309503092449257
81,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.63,44,4.419870746068757,0.8456989894060232,1.417851209282263
82,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.65,44,5.382302582693998,1.3377517976761681,1.3448563574843238
83,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.67,44,6.252682530248106,1.3692122390394612,0.5291485090206091
84,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.6900000000000001,44,6.666596305834164,1.4390810436852641,-0.03000217487183076
85,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.71,44,5.799992763714435,1.690723973088059,-0.5716582831665803
86,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.73,44,4.436150496087142,1.9976154294676405,-1.0653320757181939
87,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.75,44,2.9543813331588438,1.5443768315265758,-1.0054171228649904
88,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.77,44,1.7067401522083303,-0.21700719645303493,-0.8225674883947262
89,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.79,44,1.298311645801886,-1.0670414889046047,-0.08437846527893567
90,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.81,44,0.8800691517636761,-0.3432426981928131,1.302897386888783
91,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.8300000000000001,44,-0.07417685717785229,-0.6631155177318642,1.8527587705110242
92,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.85,44,-0.6919194548574663,-1.7656801950328762,1.4447953838338206
93,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.87,44,-0.48146252834988196,-2.582600370358502,1.3754315297186228
94,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.89,44,-0.11852560707800495,-3.5567811462247407,1.8051295393183198
95,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.91,44,-0.027628843313964344,-3.9183181750092153,1.1553817206090453
96,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.93,44,0.5845152055877518,-2.7897470173526386,-0.4645787814927253
97,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.95,44,1.4701432608642166,-1.4499549315567406,-1.3687601497730755
98,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.97,44,1.6208882833703575,-0.98738137825665,-1.1626461901610439
99,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,0.99,44,0.6222430822309446,-1.3289911505132803,-0.6778468700245794
100,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.01,44,-0.7428262319354273,-2.1813801446759857,-0.25027228507050736
101,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.03,44,-1.5791561248442612,-2.925984201443557,0.08040734290504797
102,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.05,44,-1.4507830100882415,-3.4295093254514155,-0.21858962789085465
103,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.07,44,-0.9431350256049713,-3.7012954700256224,-0.7520211673029257
104,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.09,44,-1.0374448680157269,-3.1918441727825635,-1.3655554403180001
105,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.11,44,-1.0933317879259155,-2.0403753490798664,-2.093971103317722
106,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.1300000000000001,44,-1.1658700381900267,-1.376351247112464,-2.262501884634768
107,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.15,44,-1.2349730216947683,-1.8665855576057857,-1.8284811228317124
108,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.17,44,-1.2797934591613296,-2.305929999741318,-1.9252559831463192
109,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.19,44,-1.001849111467494,-2.006738393616405,-2.811045104878661
110,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.21,44,-0.9251383206183842,-1.4669312857777377,-2.6276452750316963
111,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.23,44,-0.9542464474556374,-1.7850232865633857,-1.2486631246357804
112,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.25,44,-0.25617620975512495,-2.8205022559160704,-0.6905446443324118
113,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.27,44,-0.08518786953424928,-3.241627176302017,-1.3627724247508284
114,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.29,44,-0.35238817752069174,-3.1568822635723794,-1.663860240807592
115,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.31,44,-0.38283270516219237,-2.740550705966312,-1.0032010231277855
116,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.33,44,-0.8097913173353238,-2.7555395146160104,-0.5366751013092251
117,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.35,44,-0.808297929473465,-3.6042817967407115,-0.5360781950600878
118,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.37,44,-0.23215381799743628,-3.768026620924816,-0.649187895183017
119,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.3900000000000001,44,0.020352794572218873,-2.77619843165815,-0.721086300055938
120,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.4100000000000001,44,0.4078003461739233,-1.5289546878096383,-1.0225756848196654
121,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.43,44,1.1100208775310898,-0.15244658570774536,-1.1562946657489666
122,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.45,44,1.44093750231602,0.8485662032289836,-0.7970092404924191
123,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.47,44,1.1935449440162018,0.04417881837876245,-0.1688841185460403
124,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.49,44,0.012413268670174848,-1.5219698648315403,-0.13159319848993192
125,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.51,44,-0.9299157344345084,-2.3307709716195704,0.0666104091620079
126,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.53,44,-0.908214463191883,-2.875927231312854,0.10256696398948914
127,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.55,44,0.27654109300556645,-3.064214445643382,0.06803720760366969
128,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.57,44,1.8334897598231072,-2.739941602468643,0.8320266905671206
129,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.59,44,2.506256786476953,-1.7247358531039827,2.0658451683168555
130,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.61,44,2.1112257138458204,-0.5836487414746783,2.6218370591209266
131,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.6300000000000001,44,1.6085907940020807,0.20465980583181484,2.161721818129888
132,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.6500000000000001,44,1.3872280115724462,0.8264991299326886,1.3502445135122212
133,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.67,44,1.0069790109433492,0.3247206778069304,0.43461276011403555
134,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.69,44,1.3019330502010098,-0.9116281843566391,-0.034332944320490055
135,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.71,44,1.9642434327049587,-1.673398974141044,-0.17161664624201348
136,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.73,44,1.6510615227424075,-1.4042583674447515,-0.3900932423375865
137,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.75,44,1.1295411129104482,-0.222541327123623,-0.3937786310499645
138,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.77,44,1.237275855809144,0.560165913347118,0.22418041979011116
139,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.79,44,2.0668657339211185,0.5518251689214478,0.687547965062361
140,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.81,44,3.119014032212804,0.8820179895307597,0.6801271074543979
141,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.83,44,3.9249324057586383,1.2699609300780033,0.6725779250704044
142,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.85,44,3.6239596314429523,0.8705512180844043,0.7695787729599741
143,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.87,44,2.4583742161711757,-0.04155564931737812,0.9933815882763725
144,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.8900000000000001,44,1.747617586504066,-0.4222439337630735,0.46482350022279667
145,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.9100000000000001,44,2.0197954984333246,-0.7267437706841224,-0.42331660404025667
146,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.93,44,2.3768099964115676,-1.350131015666575,-0.5461507804092491
147,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.95,44,2.5302601958477213,-1.8654853653226762,-0.3851520491812051
148,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.97,44,2.5786909126610307,-2.4197835084602533,-1.4270920533239375
149,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,1.99,44,2.500956219076078,-2.1007488528685836,-3.3634474734212554
150,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.01,44,2.4325987853137745,-0.5735423395724566,-4.201256898199616
151,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.0300000000000002,44,2.7574064375794234,0.5019908208398579,-3.1313622188156853
152,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.05,44,3.041485306721908,0.23869139558416194,-1.3059041212003615
153,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.0700000000000003,44,2.9539160461822793,-0.7278820148049047,0.2331418333159548
154,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.09,44,2.5711898082399807,-1.4476834147989064,1.722810207157223
155,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.1100000000000003,44,2.1135370458442204,-2.135845932641743,2.5465260692647314
156,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.13,44,1.4103442161338793,-2.5162415362513246,1.6819052523751006
157,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.1500000000000004,44,0.6849629488019491,-2.397277691502988,0.1384817338675095
158,ZFM-04122,2022-05-13,fd4d4d6b-f2e3-464d-8604-084265d32b76,probe00,Pir,2.17,44,0.15454828328973783,-1.9133372932920698,-1.0415568503883548
