subject,date,pid,probe,region,time,n_neurons,pca_dist
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.6,32,1.5975356215134522
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.5800000000000001,32,0.9413760717556305
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.56,32,0.21708450579275965
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.54,32,0.7320120076249054
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.52,32,0.5096685028996527
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.5,32,0.8062055095354256
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.48,32,0.48693016801494304
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.45999999999999996,32,1.1106914800976326
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.44,32,1.364802276579324
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.42000000000000004,32,1.6089651912326384
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.4,32,1.5707145691897997
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.38,32,2.066225994535784
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.36,32,0.9248329585113079
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.33999999999999997,32,1.2935586439158442
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.32,32,1.494508277125745
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.30000000000000004,32,0.3793870618375091
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.28,32,0.25862879327288263
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.26,32,0.4236210060663484
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.24,32,0.8675266351054468
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.22,32,2.3344580791115965
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.2,32,1.1418881838570578
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.18,32,1.507325177416388
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.16,32,1.6713593004775102
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.14,32,1.0379703816048842
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.12,32,1.9073468644444527
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.1,32,1.7119574215687678
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.08,32,1.4236077883966303
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.060000000000000005,32,0.6987449423991825
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.04,32,0.6620896973361459
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,-0.02,32,1.378576145267411
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,0.0,32,1.9434624199806523
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,0.02,32,0.9238476852764163
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,0.04,32,1.2860021295091708
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,0.060000000000000005,32,1.8305544774546374
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,0.08,32,0.14398115212184134
ZFM-04300,2022-09-22,3ac05dd2-a294-4939-a837-93fe5ca543b6,probe00,Hipp,0.1,32,0.9147460385258998
