,r,r_baseline,time,region_1,region_2,region_pair,subject,n_region_1,n_region_2,eid,date,sert-cre
0,-0.06507926010113393,-0.11607249284816551,-0.9,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
1,0.024414447440197197,-0.026578785306834385,-0.7000000000000001,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
2,0.09714913372238038,0.046155900975348794,-0.5,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
3,0.08121854269696333,0.030225309949931743,-0.30000000000000004,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
4,0.11726329997675097,0.0662700672297194,-0.1,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
5,0.08535607429479601,0.03436284154776443,0.1,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
6,0.07733586681592519,0.02634263406889361,0.30000000000000004,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
7,0.13727011457602317,0.0862768818289916,0.5,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
8,0.11605346346835947,0.06506023072132788,0.7000000000000001,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
9,0.10623124133341369,0.05523800858638211,0.9,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
10,0.04111002362647679,-0.009883209120554792,1.1,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
11,0.06909818085506463,0.018104948108033043,1.3000000000000003,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
12,0.027442741943972504,-0.023550490803059078,1.5,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
13,0.07326482268685448,0.0222715899398229,1.7000000000000002,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
14,0.089266188399432,0.038272955652400416,1.9,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
15,0.06581114298040208,0.0148179102333705,2.1,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
16,-0.004588269644263098,-0.05558150239129468,2.3000000000000003,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
17,0.01566121135429715,-0.03533202139273443,2.5,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
18,0.028938848303367112,-0.02205438444366447,2.7,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
19,0.01978960070859434,-0.03120363203843724,2.9000000000000004,Periaqueductal gray,Raphe nucleus,Periaqueductal gray-Raphe nucleus,ZFM-02601,22,6,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
20,0.06759114504402618,0.064913210061958,-0.9,Periaqueductal gray,Retrosplenial cortex,Periaqueductal gray-Retrosplenial cortex,ZFM-02601,22,1,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
21,-0.030692178745370537,-0.03337011372743871,-0.7000000000000001,Periaqueductal gray,Retrosplenial cortex,Periaqueductal gray-Retrosplenial cortex,ZFM-02601,22,1,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
22,-0.032510736254353974,-0.03518867123642215,-0.5,Periaqueductal gray,Retrosplenial cortex,Periaqueductal gray-Retrosplenial cortex,ZFM-02601,22,1,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
23,0.0300268735141517,0.02734893853208352,-0.30000000000000004,Periaqueductal gray,Retrosplenial cortex,Periaqueductal gray-Retrosplenial cortex,ZFM-02601,22,1,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
24,-0.02102542864811247,-0.02370336363018065,-0.1,Periaqueductal gray,Retrosplenial cortex,Periaqueductal gray-Retrosplenial cortex,ZFM-02601,22,1,066bf23b-17a9-4a0a-84ac-097776a2ea4a,2021-11-19,1
